period,ai_mentions_total,ai_asp_window_share,ai_firm_window_share,ai_neutral_share,non_ai_mentions_total,non_ai_asp_window_share,non_ai_firm_window_share,non_ai_neutral_share,ai_aspiration_lift
2024,5359,0.04665049449524165,0.20153013621944393,0.7518193692853145,121437,0.05464561871587737,0.2695307031629569,0.6758236781211657,-0.007995124220635724
2026,24091,0.029637624008966003,0.1621767465028434,0.8081856294881906,82887,0.043492948230723756,0.2125544415891515,0.7439526101801247,-0.013855324221757753
