period,ai_total,non_ai_total,ai_requirements_share,non_ai_requirements_share,ai_preferred_share,non_ai_preferred_share,ai_responsibilities_share,non_ai_responsibilities_share,ai_role_summary_share,non_ai_role_summary_share,ai_unclassified_share,non_ai_unclassified_share,ai_in_preferred,non_ai_in_preferred,ai_preferred_lift_pp,ai_in_requirements,non_ai_in_requirements,ai_requirements_lift_pp
2024,12330,119188,0.2359286293592863,0.39391549484847466,0.024493106244931062,0.03608584756854717,0.24339010543390105,0.19511192401919655,0.28361719383617195,0.14514884048729737,0.2110300081103001,0.2288821022250562,0.024493106244931062,0.03608584756854717,-1.159274132361611,0.2359286293592863,0.39391549484847466,-15.798686548918836
2026,42988,82043,0.20975621103563785,0.3425886425411065,0.07911510188889923,0.07432687736918445,0.25811854471015167,0.2408614994576015,0.2905229366334791,0.1591726289872384,0.1594398436773053,0.18184366734517265,0.07911510188889923,0.07432687736918445,0.4788224519714779,0.20975621103563785,0.3425886425411065,-13.283243150546864
