title,period,n,pct_junior,pct_mid,pct_senior,pct_unknown
software engineer,2024-04,454,0.1211453744493392,0.030837004405286344,0.6674008810572687,0.18061674008810572
software engineer,2026-03,2198,0.20791628753412192,0.02183803457688808,0.7497725204731575,0.020473157415832575
data engineer,2024-04,166,0.1746987951807229,0.04819277108433735,0.6445783132530121,0.13253012048192772
data engineer,2026-03,699,0.12160228898426323,0.02861230329041488,0.804005722460658,0.045779685264663805
devops engineer,2024-04,88,0.10227272727272728,0.0,0.6704545454545454,0.22727272727272727
devops engineer,2026-03,333,0.1021021021021021,0.02702702702702703,0.8138138138138138,0.057057057057057055
java developer,2024-04,77,0.2727272727272727,0.012987012987012988,0.45454545454545453,0.2597402597402597
java developer,2026-03,88,0.19318181818181818,0.022727272727272728,0.7727272727272727,0.011363636363636364
software developer,2024-04,75,0.16,0.02666666666666667,0.28,0.5333333333333333
software developer,2026-03,129,0.2558139534883721,0.031007751937984496,0.6511627906976745,0.06201550387596899
full stack engineer,2024-04,63,0.031746031746031744,0.1111111111111111,0.5238095238095238,0.3333333333333333
full stack engineer,2026-03,271,0.06273062730627306,0.04059040590405904,0.8487084870848709,0.04797047970479705
frontend developer,2024-04,61,0.01639344262295082,0.0,0.9836065573770492,0.0
frontend developer,2026-03,34,0.029411764705882353,0.058823529411764705,0.9117647058823529,0.0
systems engineer,2024-04,55,0.34545454545454546,0.03636363636363636,0.5636363636363636,0.05454545454545454
systems engineer,2026-03,110,0.1,0.01818181818181818,0.8,0.08181818181818182
machine learning engineer,2024-04,53,0.03773584905660377,0.0,0.6981132075471698,0.2641509433962264
machine learning engineer,2026-03,272,0.09926470588235294,0.04411764705882353,0.7720588235294118,0.08455882352941177
site reliability engineer,2024-04,52,0.09615384615384616,0.057692307692307696,0.8461538461538461,0.0
site reliability engineer,2026-03,153,0.0392156862745098,0.0457516339869281,0.9150326797385621,0.0
salesforce developer,2024-04,50,0.06,0.02,0.7,0.22
salesforce developer,2026-03,29,0.0,0.0,1.0,0.0
system engineer,2024-04,48,0.0625,0.22916666666666666,0.6041666666666666,0.10416666666666667
system engineer,2026-03,76,0.05263157894736842,0.06578947368421052,0.8552631578947368,0.02631578947368421
back end developer,2024-04,47,0.0,0.02127659574468085,0.14893617021276595,0.8297872340425532
back end developer,2026-03,18,0.16666666666666666,0.0,0.8333333333333334,0.0
automation engineer,2024-04,46,0.32608695652173914,0.043478260869565216,0.5,0.13043478260869565
automation engineer,2026-03,34,0.058823529411764705,0.029411764705882353,0.8823529411764706,0.029411764705882353
web developer,2024-04,45,0.06666666666666667,0.0,0.17777777777777778,0.7555555555555555
web developer,2026-03,51,0.2549019607843137,0.0392156862745098,0.6862745098039216,0.0196078431372549
python developer,2024-04,43,0.06976744186046512,0.0,0.5116279069767442,0.4186046511627907
python developer,2026-03,17,0.17647058823529413,0.0,0.8235294117647058,0.0
developer,2024-04,43,0.5348837209302325,0.023255813953488372,0.3488372093023256,0.09302325581395349
developer,2026-03,61,0.08196721311475409,0.0,0.9016393442622951,0.01639344262295082
embedded software engineer,2024-04,41,0.17073170731707318,0.07317073170731707,0.5365853658536586,0.21951219512195122
embedded software engineer,2026-03,175,0.13142857142857142,0.04,0.7428571428571429,0.08571428571428572
software development engineer,2024-04,35,0.22857142857142856,0.05714285714285714,0.6,0.11428571428571428
software development engineer,2026-03,131,0.10687022900763359,0.015267175572519083,0.7786259541984732,0.09923664122137404
cloud engineer,2024-04,35,0.17142857142857143,0.08571428571428572,0.6,0.14285714285714285
cloud engineer,2026-03,141,0.10638297872340426,0.028368794326241134,0.7021276595744681,0.16312056737588654
test engineer,2024-04,32,0.25,0.125,0.46875,0.15625
test engineer,2026-03,147,0.2585034013605442,0.06802721088435375,0.6190476190476191,0.05442176870748299
java software engineer,2024-04,27,0.1111111111111111,0.0,0.6296296296296297,0.25925925925925924
java software engineer,2026-03,76,0.15789473684210525,0.09210526315789473,0.6842105263157895,0.06578947368421052
product engineer,2024-04,26,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.07692307692307693
product engineer,2026-03,36,0.16666666666666666,0.027777777777777776,0.6944444444444444,0.1111111111111111
infrastructure engineer,2024-04,25,0.2,0.0,0.8,0.0
infrastructure engineer,2026-03,21,0.09523809523809523,0.0,0.9047619047619048,0.0
application engineer,2024-04,25,0.4,0.2,0.24,0.16
application engineer,2026-03,63,0.25396825396825395,0.07936507936507936,0.6666666666666666,0.0
full stack developer,2024-04,24,0.3333333333333333,0.0,0.5416666666666666,0.125
full stack developer,2026-03,155,0.12258064516129032,0.03225806451612903,0.7548387096774194,0.09032258064516129
