title,period,n,pct_junior,pct_mid,pct_senior,pct_unknown
quality assurance engineer,2024-04,23,0.2608695652173913,0.08695652173913043,0.4782608695652174,0.17391304347826086
quality assurance engineer,2026-03,76,0.14473684210526316,0.07894736842105263,0.7631578947368421,0.013157894736842105
servicenow developer,2024-04,22,0.13636363636363635,0.0,0.5,0.36363636363636365
servicenow developer,2026-03,60,0.25,0.016666666666666666,0.6666666666666666,0.06666666666666667
android developer,2024-04,21,0.047619047619047616,0.0,0.5238095238095238,0.42857142857142855
android developer,2026-03,61,0.08196721311475409,0.08196721311475409,0.819672131147541,0.01639344262295082
ios developer,2024-04,19,0.0,0.0,0.3157894736842105,0.6842105263157895
ios developer,2026-03,35,0.2571428571428571,0.08571428571428572,0.6571428571428571,0.0
software engineer in test,2024-04,19,0.0,0.05263157894736842,0.5789473684210527,0.3684210526315789
software engineer in test,2026-03,35,0.17142857142857143,0.08571428571428572,0.7142857142857143,0.02857142857142857
reliability engineer,2024-04,16,0.4375,0.1875,0.25,0.125
reliability engineer,2026-03,62,0.06451612903225806,0.08064516129032258,0.7741935483870968,0.08064516129032258
react developer,2024-04,15,0.2,0.06666666666666667,0.6,0.13333333333333333
react developer,2026-03,17,0.11764705882352941,0.0,0.8823529411764706,0.0
firmware engineer,2024-04,14,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.0
firmware engineer,2026-03,15,0.0,0.0,1.0,0.0
azure devops engineer,2024-04,14,0.0,0.07142857142857142,0.6428571428571429,0.2857142857142857
azure devops engineer,2026-03,14,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.0
azure cloud engineer,2024-04,14,0.0,0.0,1.0,0.0
azure cloud engineer,2026-03,18,0.0,0.0,1.0,0.0
devsecops engineer,2024-04,13,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.3076923076923077
devsecops engineer,2026-03,55,0.03636363636363636,0.01818181818181818,0.8727272727272727,0.07272727272727272
"software engineer, full stack",2024-04,13,0.3076923076923077,0.0,0.6923076923076923,0.0
"software engineer, full stack",2026-03,40,0.125,0.0,0.875,0.0
quality assurance automation engineer,2024-04,11,0.0,0.09090909090909091,0.9090909090909091,0.0
quality assurance automation engineer,2026-03,15,0.0,0.06666666666666667,0.9333333333333333,0.0
angular developer,2024-04,11,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.36363636363636365
angular developer,2026-03,21,0.14285714285714285,0.0,0.7619047619047619,0.09523809523809523
backend engineer,2024-04,11,0.09090909090909091,0.0,0.9090909090909091,0.0
backend engineer,2026-03,86,0.09302325581395349,0.023255813953488372,0.8837209302325582,0.0
react native developer,2024-04,10,0.2,0.1,0.5,0.2
react native developer,2026-03,16,0.0625,0.0,0.9375,0.0
frontend engineer,2024-04,10,0.0,0.1,0.9,0.0
frontend engineer,2026-03,23,0.043478260869565216,0.0,0.9565217391304348,0.0
. software engineer,2024-04,10,0.0,0.0,1.0,0.0
. software engineer,2026-03,85,0.023529411764705882,0.0,0.9764705882352941,0.0
java full stack developer,2024-04,10,0.1,0.0,0.5,0.4
java full stack developer,2026-03,51,0.17647058823529413,0.058823529411764705,0.6666666666666666,0.09803921568627451
. data engineer,2024-04,10,0.0,0.0,1.0,0.0
. data engineer,2026-03,42,0.023809523809523808,0.0,0.9761904761904762,0.0
qa engineer,2024-04,10,0.2,0.0,0.8,0.0
qa engineer,2026-03,43,0.23255813953488372,0.046511627906976744,0.627906976744186,0.09302325581395349
