spec,pair,cramers_v,chi2,pvalue,n_rows,n_categories,unknown_share_a,unknown_share_b
linkedin_all,kaggle_arshkon__vs__kaggle_asaniczka,0.3203956600017848,2238.870194855428,0.0,21810,52,0.23147540983606557,0.03684363214389324
linkedin_all,kaggle_arshkon__vs__scraped,0.3208835560204322,3998.7975383784087,0.0,38836,48,0.23147540983606557,0.05647821137736785
linkedin_all,kaggle_asaniczka__vs__scraped,0.3403550043861017,5965.375377933118,0.0,51496,52,0.03684363214389324,0.05647821137736785
linkedin_no_aggregators,kaggle_arshkon__vs__kaggle_asaniczka,0.34423906827879014,2224.0180620775086,0.0,18768,52,0.24121328839672604,0.033050499521007255
linkedin_no_aggregators,kaggle_arshkon__vs__scraped,0.3209908342478375,3348.3321539644735,0.0,32497,48,0.24121328839672604,0.06446036058285996
linkedin_no_aggregators,kaggle_asaniczka__vs__scraped,0.33865572009804146,4926.639389509819,0.0,42957,52,0.033050499521007255,0.06446036058285996
