period,is_remote,n,ai_rate,scope_rate
2024,False,28231,0.0199426162728915,0.29832453685664695
2024,True,1,0.0,0.0
2026,False,27253,0.24228525299966977,0.5301067772355337
2026,True,7809,0.2290946343962095,0.5473171981047509
