scrape_date,n,ai_share,genai_share,med_core_len,avg_tech,entry_share,collab_share,dow
2026-03-20,3047,0.39842468001312764,0.25861503117820805,4125.0,5.498523137512307,0.12915645782289115,0.45979652116836234,Friday
2026-03-21,1415,0.38657243816254416,0.23674911660777384,4246.0,5.460777385159011,0.14893617021276595,0.4777385159010601,Saturday
2026-03-22,1215,0.4016460905349794,0.22633744855967078,4519.0,5.418930041152263,0.11842105263157894,0.454320987654321,Sunday
2026-03-23,865,0.4208092485549133,0.2323699421965318,4125.0,5.008092485549133,0.19254658385093168,0.41965317919075146,Monday
2026-03-24,2679,0.3803658081373647,0.1941022769690183,3805.0,5.468458379992534,0.17221770917952883,0.425531914893617,Tuesday
2026-03-25,2805,0.3964349376114082,0.2106951871657754,4034.0,5.295900178253119,0.16660133281066247,0.4549019607843137,Wednesday
2026-03-26,2597,0.37928378898729304,0.22911051212938005,4130.0,5.727762803234501,0.12399831294812315,0.46245668078552177,Thursday
2026-03-27,2707,0.4218692279275951,0.2611747321758404,4257.0,5.786110084964906,0.14153132250580047,0.4514222386405615,Friday
2026-03-28,2314,0.3621434745030251,0.22947277441659464,4180.5,5.4900605012964565,0.1434389140271493,0.4334485738980121,Saturday
2026-03-29,1086,0.4005524861878453,0.2513812154696133,4679.5,5.615101289134438,0.1513671875,0.48250460405156537,Sunday
2026-03-30,927,0.3710895361380798,0.20711974110032363,4808.0,4.837108953613808,0.17845117845117844,0.4250269687162891,Monday
2026-03-31,2438,0.3785890073831009,0.23420836751435603,3994.5,5.659146841673503,0.11524822695035461,0.4561115668580804,Tuesday
