period,n,unique_companies,top_company,top_company_share,mean_desc_length,mean_tech_count,is_aggregator_pct
2024-01,217,20,Recruiting from Scratch,0.880184331797235,3355.714285714286,4.1658986175115205,0.9124423963133641
2024-04,12,11,Eli Lilly and Company,0.16666666666666666,5138.75,8.333333333333334,0.16666666666666666
2026-03,1812,430,Deloitte,0.1479028697571744,7027.720750551876,12.216887417218542,0.06512141280353201
