source,company,count,share_pct
kaggle_arshkon,DataAnnotation,163,3.277040611178126
kaggle_asaniczka,Recruiting from Scratch,1699,7.319174600439409
kaggle_asaniczka,Capital One,1679,7.233015982423642
kaggle_asaniczka,ClearanceJobs,920,3.9632964287252834
scraped,Jobs via Dice,1296,3.696309394786378
