company_industry,kaggle_arshkon,scraped,share_arshkon,share_scraped,pp_change
"IT Services and IT Consulting, Technology, Information and Media, and Staffing and Recruiting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Government Administration, Government Relations Services, and Staffing and Recruiting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Government Administration, Government Relations Services, and Defense and Space Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Government Administration, Education Administration Programs, and Higher Education",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Government Administration, Computer Networking Products, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Testing and Evaluation and Financial Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Testing and Evaluation and Energy Technology,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Operations and Maintenance and IT System Custom Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Operations and Maintenance and Electrical Equipment Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Design Services and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Design Services and IT System Testing and Evaluation,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Data Services, Software Development, and Transportation, Logistics, Supply Chain and Storage",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Data Services, Software Development, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Data Services, Software Development, and IT System Custom Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Data Services and IT System Training and Support,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Data Services and Data Infrastructure and Analytics,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Custom Software Development, Software Development, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Furniture and Home Furnishings Manufacturing, Manufacturing, and Retail",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Food and Beverage Services, IT System Testing and Evaluation, and IT System Installation and Disposal",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Food and Beverage Services, Food and Beverage Manufacturing, and Food and Beverage Retail",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Venture Capital and Private Equity Principals, and Investment Management",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Venture Capital and Private Equity Principals, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Technology, Information and Media, and Information Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Technology, Information and Media, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Technology, Information and Media, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Technology, Information and Internet, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Industrial Machinery Manufacturing and Machinery Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Industrial Machinery Manufacturing and IT Services and IT Consulting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Industrial Machinery Manufacturing and Computer and Network Security,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Industrial Automation and Automation Machinery Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Individual and Family Services, Hospitals and Health Care, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Individual and Family Services,1.0,1.0,0.0002149151085321298,2.2072618916234413e-05,-0.019284248961589538
"IT System Training and Support, IT System Operations and Maintenance, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
IT System Training and Support and IT System Testing and Evaluation,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Testing and Evaluation, IT System Training and Support, and IT System Installation and Disposal",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"IT System Testing and Evaluation, IT System Custom Software Development, and Medical Equipment Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Services and Telecommunications,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Services and Retail,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Services and Motor Vehicle Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Services and Government Relations Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Software Development, and Computer Hardware Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Manufacturing, and Primary Metal Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Manufacturing, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Commercial and Service Industry Machinery Manufacturing, and Equipment Rental Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Aviation and Aerospace Component Manufacturing, and Commercial and Service Industry Machinery Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Automation Machinery Manufacturing, and Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Automation Machinery Manufacturing, and Electrical Equipment Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Industrial Machinery Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Retail Appliances, Electrical, and Electronic Equipment",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Food and Beverage Manufacturing and Wholesale Food and Beverage,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Food and Beverage Manufacturing and International Trade and Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Food & Beverages and Retail,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Fisheries,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Marketing Services, and Oil and Gas",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Legal Services, and Law Enforcement",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Insurance, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, IT Services and IT Consulting, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, IT Services and IT Consulting, and IT System Testing and Evaluation",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, IT Services and IT Consulting, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, IT Services and IT Consulting, and Business Consulting and Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Hospitals and Health Care, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Government Administration, and Government Relations Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Financial Services, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Engineering Services, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Design Services, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Defense and Space Manufacturing, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Data Infrastructure and Analytics, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Banking, and Investment Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Banking, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Software Development, and IT System Data Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Software Development, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Semiconductor Manufacturing, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Retail, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Management, and Venture Capital and Private Equity Principals",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Management, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Management, and Professional Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Management, and Investment Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Management, and Computer and Network Security",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and Venture Capital and Private Equity Principals",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Staffing and Recruiting, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Software Development, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Software Development, and IT System Custom Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Software Development, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Software Development, and Biotechnology Research",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Retail, and Online and Mail Order Retail",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Financial Services, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Financial Services, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Capital Markets, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Banking, and Investment Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Banking, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Technology & Services and Telecommunications,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Technology & Services and Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Technology & Services and Motor Vehicle Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Information Technology & Services and Banking,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Technology, Information and Media, and Telecommunications",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Technology, Information and Media, and Staffing and Recruiting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Technology, Information and Media, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Technology, Information and Media, and Airlines and Aviation",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Services, Technology, Information and Internet, and Telecommunications",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Software Development, and Investment Management",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Advice, and Investment Management",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance, and Investment Management",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance, and Consumer Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Insurance and Employee Benefit Funds, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Information Services, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Insurance Agencies and Brokerages,2.0,1.0,0.0004298302170642596,2.2072618916234413e-05,-0.04077575981480252
"Information Technology & Services, Software Development, and IT System Custom Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Software Development, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Retail Apparel and Fashion, and Retail",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Retail Apparel and Fashion, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, IT Services and IT Consulting, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Housing and Community Development, and Real Estate",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Information Technology & Services, Financial Services, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, Insurance Carriers, and Insurance and Employee Benefit Funds",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, IT Services and IT Consulting, and Information Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, IT Services and IT Consulting, and Hospitals and Health Care",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, IT Services and IT Consulting, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, IT Services and IT Consulting, and Business Consulting and Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, IT Services and IT Consulting, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance, Financial Services, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Insurance and IT Services and IT Consulting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Insurance and Employee Benefit Funds and Non-profit Organizations,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance Agencies and Brokerages, Insurance, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Insurance Agencies and Brokerages, Insurance Carriers, and Insurance",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and Telecommunications",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and Insurance",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Investment Banking, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, IT System Data Services, and Information Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, IT Services and IT Consulting, and Insurance",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, IT Services and IT Consulting, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Hospitals and Health Care, and IT System Custom Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Engineering Services, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Engineering Services, and Capital Markets",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Consumer Services, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Computers and Electronics Manufacturing, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Banking, Banking, and Capital Markets",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Investment Banking and Investment Management,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Investment Banking and Financial Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Internet Publishing and Marketing Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Internet Marketplace Platforms, Transportation, Logistics, Supply Chain and Storage, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Internet Marketplace Platforms and IT Services and IT Consulting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"International Trade and Development, Financial Services, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
International Trade and Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Capital Markets, and Engineering Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Banking, and Venture Capital and Private Equity Principals",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Banking, and Telecommunications",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Banking, and Investment Management",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Banking, and Insurance",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Language Schools,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, Venture Capital and Private Equity Principals, and Investment Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, Software Development, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, Real Estate, and Venture Capital and Private Equity Principals",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, Investment Banking, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, IT Services and IT Consulting, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Management, Business Consulting and Services, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Investment Management and Investment Advice,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Investment Banking, Capital Markets, and Banking",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, IT System Data Services, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Real Estate,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Oil and Gas,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Marketing Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Market Research,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Investment Banking,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and International Trade and Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Government Administration,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Legal Services, Law Practice, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Legal Services, Law Practice, and IT Services and IT Consulting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Legal Services and Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Leasing Non-residential Real Estate, Facilities Services, and Real Estate",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Law Practice, Legal Services, and IT System Design Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Law Practice, Courts of Law, and Legal Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Law Practice and Professional Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Financial Services, Capital Markets, and Research Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Entertainment Providers and IT Services and IT Consulting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engines and Power Transmission Equipment Manufacturing, Engineering Services, and Civil Engineering",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Utilities, and Energy Technology",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Technology, Information and Media, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Machinery Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and IT System Custom Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Food and Beverage Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Construction,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Machinery Manufacturing, Plastics Manufacturing, and Railroad Equipment Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Machinery Manufacturing, Aviation and Aerospace Component Manufacturing, and Defense and Space Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Machinery Manufacturing and Agriculture, Construction, Mining Machinery Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Business Consulting and Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Fabricated Metal Products and Semiconductor Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Events Services, Internet Marketplace Platforms, and Financial Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Staffing and Recruiting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Financial Services and Research Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, HVAC and Refrigeration Equipment Manufacturing, and Industrial Machinery Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Electrical Equipment Manufacturing, and Electric Power Transmission, Control, and Distribution",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Design Services, and Entertainment Providers",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Defense and Space Manufacturing, and Robotics Engineering",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Computers and Electronics Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Broadcast Media Production and Distribution, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Electrical Equipment Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing and Transportation, Logistics, Supply Chain and Storage",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Textile Manufacturing,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Retail Apparel and Fashion,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Manufacturing and Retail,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Environmental Services and IT Services and IT Consulting,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Environmental Quality Programs and IT System Testing and Evaluation,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Entertainment Providers, Technology, Information and Media, and Broadcast Media Production and Distribution",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Entertainment Providers, Broadcast Media Production and Distribution, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Measuring and Control Instrument Manufacturing and Engineering Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Marketing Services and Software Development,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Marketing Services and Retail,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Marketing Services and Public Health,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Market Research and Marketing Services,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Market Research,3.0,1.0,0.0006447453255963894,2.2072618916234413e-05,-0.062267270668015504
Maritime Transportation and Robotics Engineering,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Wholesale Building Materials, and Retail",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Software Development, and Graphic Design",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Software Development, and Data Infrastructure and Analytics",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Semiconductor Manufacturing, and Aviation and Aerospace Component Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Retail, and Staffing and Recruiting",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Retail Luxury Goods and Jewelry, and Tobacco Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Machinery Manufacturing, and Computers and Electronics Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, IT Services and IT Consulting, and Machinery Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Manufacturing, Health and Human Services, and Software Development",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Medical Equipment Manufacturing, and Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Information Services, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, IT Services and IT Consulting, and Technology, Information and Media",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, IT Services and IT Consulting, and Medical Equipment Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, IT Services and IT Consulting, and Computer and Network Security",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Graphic Design, and IT System Design Services",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Financial Services, and Capital Markets",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Energy Technology, and Aviation and Aerospace Component Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Engineering Services, Design Services, and Semiconductor Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
Media and Telecommunications,0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Media Production, Advertising Services, and Hospitals and Health Care",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Mechanical Or Industrial Engineering, HVAC and Refrigeration Equipment Manufacturing, and Boilers, Tanks, and Shipping Container Manufacturing",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
"Mechanical Or Industrial Engineering, Consumer Goods, and Automotive",0.0,1.0,0.0,2.2072618916234413e-05,0.002207261891623441
