spec,representation,corpus,junior_n,senior_n,junior_senior_similarity,arshkon_to_scraped_shift,pooled_2024_to_scraped_shift,within_2024_asaniczka_minus_arshkon,calibration_verdict
primary_all,raw_description_tfidf_svd,arshkon,175,312,0.9483208060264587,-0.03525125980377197,-0.05542027950286865,0.02478855848312378,reject_convergence
primary_all,raw_description_tfidf_svd,asaniczka,204,1688,0.9731093645095825,-0.03525125980377197,-0.05542027950286865,0.02478855848312378,reject_convergence
primary_all,raw_description_tfidf_svd,pooled_2024,379,2000,0.9684898257255554,-0.03525125980377197,-0.05542027950286865,0.02478855848312378,reject_convergence
primary_all,raw_description_tfidf_svd,scraped_2026,1275,2000,0.9130695462226868,-0.03525125980377197,-0.05542027950286865,0.02478855848312378,reject_convergence
