period_group,slice,n,imperative_per_1k_mean,imperative_per_1k_median,inclusive_per_1k_mean,inclusive_per_1k_median,passive_per_1k_mean,passive_per_1k_median,marketing_per_1k_mean,marketing_per_1k_median
2024_arshkon,J2_entry_assoc,185,1.1670879598294803,0.6188118811881188,0.5667533078032857,0.0,0.21152531888498813,0.0,0.06204509964409201,0.0
2024_asaniczka,J2_entry_assoc,225,1.0844728226219233,0.6097560975609756,0.44572758951664826,0.0,0.19313294598118913,0.0,0.052163059546663684,0.0
2026,J2_entry_assoc,652,1.1093286847844914,0.9066190588916068,0.6111419122528338,0.0,0.16815310817314721,0.0,0.11238054681007602,0.0
2024_arshkon,S1_senior_plus,2065,0.9503352555564464,0.544069640914037,0.4572267800195933,0.0,0.17463450846887624,0.0,0.06647375221024031,0.0
2024_asaniczka,S1_senior_plus,10728,1.055308062714996,0.7369196757553427,0.507273246431372,0.0,0.23944812483141314,0.0,0.05823542532396454,0.0
2026,S1_senior_plus,6159,0.8961317320624024,0.6779661016949152,0.577524277160293,0.30193236714975846,0.12390719385704659,0.0,0.062467813166378644,0.0
2024_arshkon,mid_senior,2052,0.9536980050252029,0.5482456140350876,0.45697499004258424,0.0,0.1736304018055074,0.0,0.06665339092368178,0.0
2024_asaniczka,mid_senior,10642,1.053288593926293,0.7323325771349196,0.5072301292435056,0.0,0.23945234452097044,0.0,0.05821198393780294,0.0
2026,mid_senior,6047,0.9001218201025752,0.6821282401091405,0.583004229441212,0.31289111389236546,0.12328871770589403,0.0,0.06228982430790222,0.0
