period_group,slice,n,fk_grade_mean,fk_grade_median,fre_mean,fre_median,gunning_fog_mean,gunning_fog_median,avg_sent_len_mean,avg_sent_len_median,lexicon_mean,lexicon_median,syllables_mean,syllables_median,ttr_1k_mean,ttr_1k_median
2024_arshkon,J2_entry_assoc,185,16.01152017995855,13.828357256778308,18.780685363974168,23.689006849315092,18.570542108464558,16.432353870458137,21.622862183917217,16.0,189.12432432432433,181.0,367.14054054054054,347.0,0.6317393688584524,0.6282051282051282
2024_asaniczka,J2_entry_assoc,225,14.985981489963894,12.702842465753427,27.955391824878316,32.04598039215688,18.019295099368257,16.200216684723728,22.6458894030789,16.6,187.3022222222222,172.0,346.1022222222222,323.0,0.6090317723987942,0.5945945945945946
2026,J2_entry_assoc,652,14.578428416415278,12.601616876310274,27.99856235948085,31.285145796975,17.58860989352444,15.5776546893031,21.029598889975077,15.0,218.13343558282207,205.0,405.40644171779144,379.5,0.5997516854995366,0.6
2024_arshkon,S1_senior_plus,2000,16.349655356813113,13.630088074167723,18.27007611379884,22.88096118138924,18.93760244049648,16.24266986251207,22.69728036014727,14.537433155080214,205.396,193.5,400.1395,377.0,0.6246379698227729,0.6148648648648649
2024_asaniczka,S1_senior_plus,2000,15.915174044007859,13.067693877551019,24.336514153098435,28.78292838196289,19.01133883928933,16.306076253064205,24.354360333521726,16.881944444444443,234.6205,217.0,438.7135,401.5,0.5962133211726763,0.5918367346938775
2026,S1_senior_plus,2000,16.075485722224588,13.179493456103954,23.450483432327204,28.1782631757239,19.18671013087661,16.340310112304365,24.502202816846403,16.511904761904763,259.1925,246.0,486.103,460.5,0.5931828394265712,0.5902777777777778
2024_arshkon,mid_senior,2000,16.344742722357456,13.63964680369277,18.29096629664112,22.938664356769237,18.93427371949151,16.24762404456536,22.689234268059458,14.537433155080214,204.8845,193.0,399.1105,374.0,0.624719678340136,0.6153846153846154
2024_asaniczka,mid_senior,2000,16.187424418583092,13.218624278303071,23.67023122853841,28.864427068264064,19.328095162686825,16.4871724700801,25.07616854493422,17.0,232.697,216.0,434.8025,399.0,0.5970943110405105,0.5915492957746479
2026,mid_senior,2000,15.722583563270975,12.826575125761408,24.07892320152165,28.70263354051329,18.819872837873636,16.076115485564305,23.4344988928334,15.341666666666667,258.9305,248.0,486.5735,466.0,0.5956328232689043,0.5934408602150538
