period,seniority,n,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,avg_sentence_length,sentence_length_sd,type_token_ratio,syllable_count,lexicon_count,raw_length
2024,all,22820,17.889118741026518,11.452059261355545,21.327975364211984,31.672595222534742,27.350301480424267,0.6901157568611098,1052.3092024539878,525.2764241893076,3763.080806310254
2024,J3_yoe_le2,1667,17.69769144921197,11.940113589221895,21.180504130352123,30.042191409176827,26.35681357267652,0.6834137641354573,1165.1007798440312,583.3971205758849,4165.983203359328
2024,S4_yoe_ge5,12894,18.13328866265357,10.272841647356508,21.639774033189124,31.95048186259747,28.652835149364794,0.6888253738659613,1125.0065922134327,558.5941523189081,4015.5521172638437
2024,J1_entry_label,415,17.499134307768113,12.91942315560008,20.791603619789594,30.012790925055814,26.681676125031935,0.6874826499708755,952.0409638554216,478.9301204819277,3412.8409638554217
2024,S1_midsenior_label,13574,17.849997865394926,11.993310556200264,21.29434415648403,30.460003972157818,28.13288158390994,0.6870360397270671,1147.0921614851923,574.0950346250185,4099.723957565935
2026,all,45317,18.043019942837482,10.96713398144468,21.563325344398077,30.267728963942844,28.65194695777586,0.7042567663249636,1307.2933336275569,653.7190016991416,4893.354370324602
2026,J3_yoe_le2,2911,17.191436626156566,14.064229082631718,20.748686167693442,27.85256654012826,26.022908408978733,0.6941275877615931,1429.112676056338,718.9577464788732,5316.811748540021
2026,S4_yoe_ge5,12959,18.194414212936472,10.171320645356822,21.774885350346654,30.423997687307356,29.79082432801156,0.7037885243959228,1376.1733930087198,685.7955089127247,5145.949301643645
2026,J1_entry_label,1650,16.6364128899948,17.39609748608873,19.950105479812393,27.307949806854225,25.746344184202403,0.7031050611319191,1317.341212121212,676.0612121212121,4951.494545454545
2026,S1_midsenior_label,19703,17.883888821775038,11.627538005804507,21.432675020528613,29.57168482259156,29.246343579969366,0.7001254579282536,1447.5582906156424,725.1585037811501,5410.230015733645
