source,n,raw_length,sec_summary_share,sec_responsibilities_share,sec_requirements_share,sec_preferred_share,sec_benefits_share,sec_about_company_share,sec_legal_share,sec_unclassified_share,imperative_density,inclusive_density,marketing_density,passive_density
kaggle_arshkon,4691,3305.6418674056704,0.13112325469413483,0.17395456276046978,0.21721528032722248,0.06118989684626318,0.054865014835487586,0.03643428731807193,0.018591342670665215,0.306626360547685,0.754166161426184,0.47758405675339566,0.19033651772068555,0.4667832512491832
kaggle_asaniczka,18129,3881.4461911853937,0.13151876975764798,0.1872300990582564,0.2433385211416653,0.08589247866416731,0.0684750405437147,0.03426725323627551,0.02101953779974746,0.22825829979852538,0.7503005938007516,0.4686382405433242,0.18571764157206408,0.6076059014867073
scraped,45317,4893.354370324602,0.13115458929448576,0.22173715359756382,0.21259422249781423,0.09768440104414777,0.10148626762579968,0.04279190940163927,0.030964731896770417,0.16158672464177903,0.6066010744979673,0.5389437094464876,0.17402441442986333,0.5326888097755217
