split,n,flesch_kincaid_grade,flesch_reading_ease,gunning_fog,avg_sentence_length,sentence_length_sd,type_token_ratio,syllable_count,lexicon_count,raw_length,imperative_density,inclusive_density,marketing_density,passive_density,sec_summary_share,sec_responsibilities_share,sec_requirements_share,sec_preferred_share,sec_benefits_share,sec_about_company_share,sec_legal_share,sec_unclassified_share,sec_total_chars
labeled,25656,17.9733384371672,11.300001759780965,21.496181195412095,30.01777702251942,28.5511979286188,0.7035136672429714,1321.0234253196134,661.5327019020892,4943.999610227627,0.6153173009217564,0.5525114783583805,0.17582608196389868,0.5453736276372806,0.1295256605993773,0.22172377414110847,0.2096127894062923,0.09741144767290978,0.1042959954560861,0.043946460325941725,0.032547203722599,0.16093666867568532,4943.999610227627
not_labeled,19661,18.13394861937869,10.532768703941207,21.650942977600057,30.593895843000833,28.7834162163107,0.7052264499650425,1289.376684807487,643.5227607954835,4827.266466609023,0.5952271105526575,0.5212388786035229,0.1716733853747181,0.5161361579744287,0.1332802082661404,0.22175461269602365,0.21648474929686243,0.09804058291142217,0.09781980217572964,0.04128531469567807,0.028899735347080277,0.16243499461106334,4827.266466609023
