metric,arshkon_mean,asaniczka_mean,pooled_2024_mean,scraped_mean,within_2024_abs,cross_period_abs,snr_ratio
flesch_kincaid_grade,18.07319176209494,17.84148861571172,17.889118741026518,18.043019942837482,0.23170314638321798,0.15390120181096378,0.6642171425519783
flesch_reading_ease,8.436468916891585,12.232363431794093,11.452059261355545,10.96713398144468,3.7958945149025087,0.48492527991086476,0.12774993562309758
gunning_fog,21.222556622072144,21.355253168800097,21.327975364211984,21.563325344398077,0.13269654672795284,0.23534998018609343,1.773595364682662
avg_sentence_length,44.439109798507324,28.369174191265095,31.672595222534742,30.267728963942844,16.06993560724223,1.4048662585918983,0.08742202165133556
sentence_length_sd,33.84270402386697,25.67034889995708,27.350301480424267,28.65194695777586,8.172355123909892,1.3016454773515918,0.15927421870635092
type_token_ratio,0.6974294477929209,0.6882232904172284,0.6901157568611098,0.7042567663249636,0.009206157375692525,0.014141009463853771,1.536038206471571
syllable_count,916.5114048177361,1087.4477908323681,1052.3092024539878,1307.2933336275569,170.93638601463203,254.98413117356904,1.491690196092847
lexicon_count,451.47239394585375,544.3737106293784,525.2764241893076,653.7190016991416,92.90131668352461,128.442577509834,1.3825700441618431
raw_length,3305.6418674056704,3881.4461911853937,3763.080806310254,4893.354370324602,575.8043237797233,1130.2735640143483,1.9629473370310082
imperative_density,0.754166161426184,0.7503005938007516,0.7510952203446124,0.6066010744979673,0.0038655676254323312,0.1444941458466451,37.37980029012807
inclusive_density,0.47758405675339566,0.4686382405433242,0.470477189879058,0.5389437094464876,0.008945816210071456,0.0684665195674296,7.653468164296517
marketing_density,0.19033651772068555,0.18571764157206408,0.18666712220366716,0.17402441442986333,0.00461887614862147,0.01264270777380383,2.7371826753954243
passive_density,0.4667832512491832,0.6076059014867073,0.5786576520448043,0.5326888097755217,0.14082265023752416,0.04596884226928266,0.3264307424391422
sec_summary_share,0.13112325469413483,0.13151876975764798,0.13143746558749286,0.13115458929448576,0.00039551506351315213,0.00028287629300710604,0.7152099100713506
sec_responsibilities_share,0.17395456276046978,0.1872300990582564,0.1845011095414765,0.22173715359756382,0.013275536297786633,0.037236044056087325,2.8048617563040006
sec_requirements_share,0.21721528032722248,0.2433385211416653,0.23796848947380592,0.21259422249781423,0.02612324081444281,0.025374266975991683,0.971329214327916
sec_preferred_share,0.06118989684626318,0.08589247866416731,0.08081448518003986,0.09768440104414777,0.024702581817904135,0.01686991586410791,0.6829211613775851
sec_benefits_share,0.054865014835487586,0.0684750405437147,0.06567729161307082,0.10148626762579968,0.013610025708227114,0.035808976012728866,2.6310733558043706
sec_about_company_share,0.03643428731807193,0.03426725323627551,0.03471272023354576,0.04279190940163927,0.002167034081796422,0.008079189168093512,3.7282243209557864
sec_legal_share,0.018591342670665215,0.02101953779974746,0.020520385155114472,0.030964731896770417,0.002428195129082246,0.010444346741655945,4.301279833966005
sec_unclassified_share,0.306626360547685,0.22825829979852538,0.24436805321545385,0.16158672464177903,0.07836806074915961,0.08278132857367482,1.0563146233596514
sec_summary_chars,438.17480281389896,470.8288377737327,464.1163014899211,627.7818258048856,32.65403495983372,163.66552431496444,5.012107217876202
sec_responsibilities_chars,647.3476870603283,742.1357493518672,722.6506134969325,1077.2680892380342,94.78806229153884,354.61747574110177,3.7411617789000458
sec_requirements_chars,715.4632274568322,930.7992167245849,886.53361086766,984.258137122934,215.33598926775267,97.7245262552741,0.45382347181065796
sec_preferred_chars,258.51268386271585,393.05532572122013,365.39802804557405,530.8636494030937,134.54264185850428,165.4656213575197,1.2298377605186055
sec_benefits_chars,274.9526753357493,333.8722488830051,321.76042944785274,608.6095725665865,58.91957354725582,286.84914311873376,4.868486410355116
sec_about_company_chars,156.85696013643147,153.00645374813834,153.7979842243646,246.79881722091048,3.8505063882931267,93.00083299654588,24.152883703634572
sec_legal_chars,99.21125559582178,110.9919466048872,108.57024539877301,195.63854624092505,11.780691009065421,87.06830084215204,7.390763476875139
sec_unclassified_chars,715.1225751438925,746.756412377958,740.2535933391762,622.1357327272326,31.63383723406548,118.11786061194357,3.7339087173637657
