metric,aggregate_delta_pp,within_co_mean_delta_pp,within_co_weighted_delta_pp,between_co_residual_pp,n_cos_with_both_periods
j1,1.6021563048943284,1.3140668880086168,1.4803303430528167,0.12182596184151154,2109
j2,1.72849261034451,1.309535408611222,1.6464291771084543,0.08206343323605564,2109
j3,6.170827655795058,1.6762335953257788,4.155839794858953,2.014987860936105,1423
j4,8.479770725670575,2.8767036636145167,5.607508328829038,2.8722623968415366,1423
