period_coarse,n,ai_strict_share,ai_broad_share,mgmt_strict_share,mgmt_broad_share,scope_share,soft_share,phd_share,ms_share,bs_share
2024,22820,0.01481156879929886,0.13992112182296232,0.3757230499561788,0.9305433829973707,0.4333479404031551,0.648510078878177,0.04938650306748466,0.16976336546888693,0.4885188431200701
2026,45317,0.18152128340357923,0.4994814308096299,0.4669108722995785,0.9706070569543438,0.6530882450294592,0.6875786128825827,0.060992563497142355,0.1850519672529073,0.4728909680693779
