period_coarse,n_total,n_labeled,n_j3,n_s4,tag,j3_share_labeled,s4_share_labeled
2024,22820,18219,1667.0,12894.0,base,0.09149788682145013,0.707722707064054
2026,45317,20511,2911.0,12959.0,base,0.14192384574130953,0.6318073228999074
2024,19447,15369,1532.0,10734.0,no_aggregator,0.09968117639403995,0.6984188951786063
2026,37609,17474,2569.0,10869.0,no_aggregator,0.14701842737781848,0.6220098431956049
2024,21805,17471,1493.0,12695.0,no_entry_specialist,0.08545589834583023,0.7266327056264668
2026,42509,19292,2593.0,12678.0,no_entry_specialist,0.13440804478540327,0.6571635911258553
2024,20396,16311,1467.0,11556.0,tier_strict,0.08993930476365643,0.7084789405922384
2026,42914,19438,2742.0,12298.0,tier_strict,0.14106389546249615,0.6326782590801523
