side,definition,n_pooled2024_denom,n_pooled2026_denom,share_2024_pooled_denom,share_2026_pooled_denom,share_arshkon_denom,share_asaniczka_denom,cross_period_effect,arshkon_only_effect,within_2024_effect,direction
junior,J1,22820,45317,0.0181858019281332,0.0364101771961956,0.0377318269025794,0.0131281372386783,0.018224375268062403,-0.0013216497063837998,-0.024603689663901106,up
junior,J2,22820,45317,0.0205521472392638,0.03908025685725,0.0409294393519505,0.0152793866181256,0.0185281096179862,-0.0018491824947005006,-0.025650052733824903,up
junior,J3,18219,20511,0.0914978868214501,0.1419238457413095,0.129994209612044,0.0824923806298679,0.050425958919859404,0.011929636129265508,-0.0475018289821761,up
junior,J4,18219,20511,0.2127998243591854,0.2889668958120033,0.272437753329473,0.1988486285133762,0.0761670714528179,0.01652914248253029,-0.07358912481609681,up
senior,S1,22820,45317,0.5988168273444348,0.4419533508396407,0.4329567256448518,0.6417342379612775,-0.15686347650479404,0.008996625194788888,0.20877751231642566,down
senior,S2,22820,45317,0.0039877300613496,0.0071717015689476,0.0036239607759539,0.0040818577968999,0.003183971507598,0.0035477407929937,0.0004578970209459998,flat
senior,S3,22820,45317,0.5670902716914987,0.4189156387227751,0.3845661905777019,0.6143195984334492,-0.14817463296872363,0.03434944814507318,0.22975340785574727,down
senior,S4,18219,20511,0.707722707064054,0.6318073228999074,0.6502605674580196,0.7211649170335253,-0.07591538416414667,-0.01845324455811226,0.07090434957550562,down
