actual_2024_ai_strict,actual_2026_ai_strict,counterfactual_2026_at_2024_length,raw_delta_pp,length_matched_delta_pp,share_of_delta_length_driven
0.01481156879929886,0.18152128340357923,0.16860525870556967,16.670971460428035,15.379368990627079,0.077476137060569
