period_coarse,n,n_lab,n_j3,n_s4,j3_share_labeled,s4_share_labeled,tag
2024,16851,13216,1318.0,9292.0,0.09972760290556901,0.7030871670702179,cap20
2026,29255,12995,1604.0,8525.0,0.12343208926510196,0.6560215467487496,cap20
