metric,total_change,within_overlap,within_pct,composition,total_change_no_agg,within_no_agg,within_pct_no_agg,composition_no_agg
Entry share,0.10108630056089377,0.04380254142914693,43.3318275434964,0.05728375913174684,0.0781251921346245,0.0295905152040383,37.875766312418456,0.048534676930586204
AI prevalence,0.20978400236477754,0.08685656724467122,41.40285544445039,0.12292743512010632,0.21925706045567134,0.07748928560183795,35.34175156813455,0.1417677748538334
Description length,1610.1872541705397,762.994251253261,47.385436027830465,847.1930029172787,1611.745067666498,569.0478879825715,35.306321042846136,1042.6971796839266
