source,swe_classification_tier,n,avg_confidence
kaggle_arshkon,regex,4158,1.0
kaggle_arshkon,title_lookup_llm,456,0.9000000000000032
kaggle_arshkon,embedding_high,77,0.8824231082742865
kaggle_asaniczka,regex,15775,1.0
kaggle_asaniczka,title_lookup_llm,1968,0.9000000000000014
kaggle_asaniczka,embedding_high,386,0.89612587390786
scraped,regex,38131,1.0
scraped,title_lookup_llm,2159,0.8999999999999951
scraped,embedding_high,591,0.8944799498656478
