dayofweek,n_days,mean_swe_n,mean_ai_tool_share,mean_scope_any_share,mean_analysis_text_median_len,mean_posting_age_median
0,3,623.3333333333334,0.18907178395713597,0.0,2456.6666666666665,1.0
1,3,1965.6666666666667,0.3579524543288966,0.0,2790.3333333333335,1.0
2,3,2283.6666666666665,0.22979014193579983,0.0,2431.8333333333335,1.0
3,3,1961.3333333333333,0.35495495495495494,0.0,2474.3333333333335,1.0
4,4,2217.0,0.1499876245358173,0.0,2811.875,1.0
5,3,1706.6666666666667,0.21182333607865522,0.0,2492.3333333333335,1.0
6,3,887.3333333333334,0.1998065386028113,0.0,2612.5,1.0
