period,section,n,median_section_chars,mean_section_chars,median_total_chars,median_share
2024-01,about_company,22043,0.0,0.0,1382.0,0.0
2024-01,benefits,22043,0.0,123.48028852697001,1382.0,0.0
2024-01,legal_eeo,22043,0.0,53.31551966610716,1382.0,0.0
2024-01,preferred,22043,0.0,47.181327405525565,1382.0,0.0
2024-01,requirements,22043,14.0,416.7606496393413,1382.0,0.0071465033180193975
2024-01,responsibilities,22043,0.0,50.73646962754616,1382.0,0.0
2024-01,summary,22043,0.0,2.7209091321507963,1382.0,0.0
2024-01,unclassified,22043,704.0,891.5969241936216,1382.0,0.875842155919153
2024-04,about_company,4639,0.0,0.0,1542.0,0.0
2024-04,benefits,4639,0.0,130.51907738736796,1542.0,0.0
2024-04,legal_eeo,4639,0.0,67.09786591937917,1542.0,0.0
2024-04,preferred,4639,0.0,21.228281957318387,1542.0,0.0
2024-04,requirements,4639,74.0,489.06768700150894,1542.0,0.05043859649122807
2024-04,responsibilities,4639,0.0,91.30804052597543,1542.0,0.0
2024-04,summary,4639,0.0,0.9635697348566501,1542.0,0.0
2024-04,unclassified,4639,695.0,869.9601207156715,1542.0,0.6398104265402843
2026-03,about_company,4318,0.0,0.0,2335.5,0.0
2026-03,benefits,4318,0.0,489.82607688744787,2335.5,0.0
2026-03,legal_eeo,4318,0.0,197.99768411301528,2335.5,0.0
2026-03,preferred,4318,0.0,55.38953219082909,2335.5,0.0
2026-03,requirements,4318,62.0,652.711672070403,2335.5,0.03458214405306715
2026-03,responsibilities,4318,0.0,107.20495599814728,2335.5,0.0
2026-03,summary,4318,0.0,4.294349235757295,2335.5,0.0
2026-03,unclassified,4318,659.5,970.9979157017137,2335.5,0.3206724811691073
