period2,n,ai_tool_rate,ai_domain_rate,ai_general_rate,agentic_rate,ai_agent_phrase_rate,rag_phrase_rate,any_ai_rate,scope,sen_combined
2024,28232,0.015833097194672713,0.10881269481439501,0.07948427316520261,0.0001771039954661377,0.0009917823746103712,0.0009209407764239161,0.1426395579484273,overall,all
2026,35062,0.17728595060179111,0.22776795391021618,0.45915806286007643,0.08000114083623296,0.0916376704124123,0.05644287262563459,0.5121784267868348,overall,all
