period2,sen_combined,n,ai_tool_rate,ai_domain_rate,ai_general_rate,agentic_rate,ai_agent_phrase_rate,rag_phrase_rate,any_ai_rate,scope
2024,associate,84,0.011904761904761904,0.7738095238095238,0.75,0.0,0.0,0.0,0.7738095238095238,combined
2024,entry,241,0.024896265560165973,0.12448132780082988,0.08713692946058091,0.0,0.0,0.004149377593360996,0.17012448132780084,combined
2024,mid-senior,7707,0.015700012975217333,0.11547943428052419,0.06786038666147658,0.0001297521733489036,0.0011677695601401323,0.001557026080186843,0.1441546645906319,combined
2024,other,20200,0.015792079207920792,0.10331683168316831,0.08103960396039604,0.00019801980198019803,0.0009405940594059406,0.0006435643564356436,0.13910891089108912,combined
2026,associate,30,0.1,0.1,0.16666666666666666,0.0,0.03333333333333333,0.0,0.23333333333333334,combined
2026,entry,390,0.13076923076923078,0.29743589743589743,0.31025641025641026,0.028205128205128206,0.04871794871794872,0.041025641025641026,0.4358974358974359,combined
2026,mid-senior,3639,0.16982687551525144,0.18494091783456992,0.37675185490519375,0.07254740313272877,0.08738664468260511,0.05138774388568288,0.4336356141797197,combined
2026,other,31003,0.17882140438022126,0.2320420604457633,0.4709866787085121,0.08160500596716447,0.09273296132632326,0.05728477889236525,0.5226268425636229,combined
2024,associate,5170,0.014313346228239845,0.08897485493230174,0.07756286266924564,0.0,0.0007736943907156673,0.0,0.13172147001934237,yoe
2024,entry,2047,0.01172447484123107,0.15486077186126038,0.12945774303859306,0.0004885197850512946,0.0009770395701025891,0.002442598925256473,0.18368343917928676,yoe
2024,mid-senior,12578,0.0192399427571951,0.1163141993957704,0.06129750357767531,0.00023851168707266656,0.0003975194784544443,0.0003975194784544443,0.14127842264270948,yoe
2024,unknown,8437,0.012682233021216072,0.09861325115562404,0.09565011259926515,0.00011852554225435582,0.002014934218324049,0.001896408676069693,0.14140097190944648,yoe
2026,associate,6338,0.2117387188387504,0.27563900284001264,0.5119911644051751,0.10066266961186494,0.11502051120227201,0.06926475228778795,0.563111391606185,yoe
2026,entry,4022,0.15266036797613128,0.2598209845847837,0.45425161611138737,0.0634012928891099,0.07260069617105917,0.03580308304326206,0.49950273495773245,yoe
2026,mid-senior,13849,0.17077045274027006,0.2113510000722074,0.4534623438515416,0.07892266589645462,0.08339952343129468,0.05653837822225431,0.5046573759838255,yoe
2026,unknown,10853,0.1746060996959366,0.208882336681102,0.43739058324887126,0.07546300562056574,0.09554961761724869,0.05648207868792039,0.4967290150188888,yoe
2024,associate,1692,0.002955082742316785,0.10815602836879433,0.10638297872340426,0.0,0.0,0.000591016548463357,0.14657210401891252,final
2024,entry,977,0.014329580348004094,0.08700102354145343,0.0511770726714432,0.0,0.0030706243602865915,0.0020470829068577278,0.11258955987717502,final
2024,mid-senior,24466,0.016757949807896674,0.11088858007030164,0.07316275647837815,0.00012261914493582932,0.0009809531594866345,0.0008583340145508052,0.13827352243930352,final
2024,other,1097,0.016408386508659983,0.0829535095715588,0.2041932543299909,0.0018231540565177757,0.0009115770282588879,0.0018231540565177757,0.26071103008204194,final
2026,associate,996,0.1576305220883534,0.1606425702811245,0.4206827309236948,0.06526104417670683,0.08032128514056225,0.04116465863453815,0.46887550200803213,final
2026,entry,4656,0.1406786941580756,0.23518041237113402,0.38896048109965636,0.05326460481099656,0.06701030927835051,0.042740549828178695,0.47079037800687284,final
2026,mid-senior,26805,0.1817944413355717,0.22096623764223092,0.46416713299757506,0.08237269166200335,0.09378847229994404,0.05528819250139899,0.5134862898712926,final
2026,other,2605,0.20383877159309022,0.31017274472168904,0.5477927063339731,0.109021113243762,0.11785028790786949,0.09865642994241842,0.5892514395393474,final
