scope,metric,y2024,y2026,abs_change_pp,pct_change
all_postings,any_ai_rate,0.1426395579484273,0.5121784267868348,36.953886883840745,2.590717989830127
all_postings,ai_tool_rate,0.015833097194672713,0.17728595060179111,16.14528534071184,10.197174401319389
all_postings,ai_domain_rate,0.10881269481439501,0.22776795391021618,11.895525909582116,1.093211222263419
all_postings,agentic_rate,0.0001771039954661377,0.08000114083623296,7.982403684076682,450.71844161770576
all_postings,rag_phrase_rate,0.0009209407764239161,0.05644287262563459,5.552193184921068,60.28827615257369
direct_only,any_ai_rate,0.11224825125580959,0.5289652417099481,41.671699045413845,3.712458642268341
direct_only,ai_tool_rate,0.01164264588516971,0.18068318018377946,16.904053429860973,14.519082343123735
direct_only,ai_domain_rate,0.08393972113985258,0.2427420428818751,15.880232174202252,1.8918614403953142
direct_only,agentic_rate,0.00023473076381390546,0.08246770542016248,8.223297465634857,350.3289186309762
direct_only,rag_phrase_rate,0.001079761513543965,0.056232520974830204,5.515275946128624,51.07864909934167
benchmark,SO_any_AI_usage,0.62,0.8,18.000000000000004,0.29032258064516137
benchmark,SO_agent_usage,0.0,0.24,24.0,inf
