scope,period,req_agentic_rate,req_ai_agent_phrase_rate,usage_rate,divergence_req_minus_usage
all_postings,2024,0.0001771039954661377,0.0009917823746103712,0.0,0.0001771039954661377
all_postings,2026,0.08000114083623296,0.0916376704124123,0.24,-0.15999885916376705
direct_only,2024,0.00023473076381390546,0.0013144922773578706,0.0,0.00023473076381390546
direct_only,2026,0.08246770542016248,0.09448661606072713,0.24,-0.15753229457983753
