cluster_id,cluster_name,period,n_period,category,count,share
0,AI-oriented (low-orch),2024,144,staff_engineer,0,0.0
0,AI-oriented (low-orch),2024,144,principal_engineer,4,0.027777777777777776
0,AI-oriented (low-orch),2024,144,tech_lead,30,0.20833333333333334
0,AI-oriented (low-orch),2024,144,ml_lead,0,0.0
0,AI-oriented (low-orch),2024,144,ai_engineer,40,0.2777777777777778
0,AI-oriented (low-orch),2024,144,llm_engineer,0,0.0
0,AI-oriented (low-orch),2024,144,engineering_manager,0,0.0
0,AI-oriented (low-orch),2024,144,engineering_director,0,0.0
0,AI-oriented (low-orch),2024,144,architect,0,0.0
0,AI-oriented (low-orch),2024,144,senior_engineer,19,0.13194444444444445
0,AI-oriented (low-orch),2024,144,devops_sre,3,0.020833333333333332
0,AI-oriented (low-orch),2024,144,security_engineer,0,0.0
0,AI-oriented (low-orch),2024,144,data_engineer,12,0.08333333333333333
0,AI-oriented (low-orch),2024,144,other_unmatched,36,0.25
0,AI-oriented (low-orch),2026,2251,staff_engineer,191,0.08485117725455353
0,AI-oriented (low-orch),2026,2251,principal_engineer,95,0.0422034651266104
0,AI-oriented (low-orch),2026,2251,tech_lead,114,0.050644158151932475
0,AI-oriented (low-orch),2026,2251,ml_lead,5,0.002221235006663705
0,AI-oriented (low-orch),2026,2251,ai_engineer,635,0.2820968458462905
0,AI-oriented (low-orch),2026,2251,llm_engineer,6,0.0026654820079964462
0,AI-oriented (low-orch),2026,2251,engineering_manager,1,0.000444247001332741
0,AI-oriented (low-orch),2026,2251,engineering_director,0,0.0
0,AI-oriented (low-orch),2026,2251,architect,1,0.000444247001332741
0,AI-oriented (low-orch),2026,2251,senior_engineer,407,0.1808085295424256
0,AI-oriented (low-orch),2026,2251,devops_sre,77,0.034207019102621056
0,AI-oriented (low-orch),2026,2251,security_engineer,2,0.000888494002665482
0,AI-oriented (low-orch),2026,2251,data_engineer,128,0.056863616170590846
0,AI-oriented (low-orch),2026,2251,other_unmatched,589,0.26166148378498444
0,AI-oriented (low-orch),all,2395,staff_engineer,191,0.07974947807933194
0,AI-oriented (low-orch),all,2395,principal_engineer,99,0.04133611691022965
0,AI-oriented (low-orch),all,2395,tech_lead,144,0.06012526096033403
0,AI-oriented (low-orch),all,2395,ml_lead,5,0.0020876826722338203
0,AI-oriented (low-orch),all,2395,ai_engineer,675,0.2818371607515658
0,AI-oriented (low-orch),all,2395,llm_engineer,6,0.0025052192066805845
0,AI-oriented (low-orch),all,2395,engineering_manager,1,0.0004175365344467641
0,AI-oriented (low-orch),all,2395,engineering_director,0,0.0
0,AI-oriented (low-orch),all,2395,architect,1,0.0004175365344467641
0,AI-oriented (low-orch),all,2395,senior_engineer,426,0.1778705636743215
0,AI-oriented (low-orch),all,2395,devops_sre,80,0.033402922755741124
0,AI-oriented (low-orch),all,2395,security_engineer,2,0.0008350730688935282
0,AI-oriented (low-orch),all,2395,data_engineer,140,0.05845511482254697
0,AI-oriented (low-orch),all,2395,other_unmatched,625,0.2609603340292276
1,Tech-orchestration (non-AI),2024,2034,staff_engineer,60,0.029498525073746312
1,Tech-orchestration (non-AI),2024,2034,principal_engineer,26,0.012782694198623401
1,Tech-orchestration (non-AI),2024,2034,tech_lead,128,0.06293018682399214
1,Tech-orchestration (non-AI),2024,2034,ml_lead,0,0.0
1,Tech-orchestration (non-AI),2024,2034,ai_engineer,64,0.03146509341199607
1,Tech-orchestration (non-AI),2024,2034,llm_engineer,1,0.0004916420845624386
1,Tech-orchestration (non-AI),2024,2034,engineering_manager,0,0.0
1,Tech-orchestration (non-AI),2024,2034,engineering_director,0,0.0
1,Tech-orchestration (non-AI),2024,2034,architect,31,0.015240904621435595
1,Tech-orchestration (non-AI),2024,2034,senior_engineer,350,0.1720747295968535
1,Tech-orchestration (non-AI),2024,2034,devops_sre,186,0.09144542772861357
1,Tech-orchestration (non-AI),2024,2034,security_engineer,0,0.0
1,Tech-orchestration (non-AI),2024,2034,data_engineer,243,0.11946902654867257
1,Tech-orchestration (non-AI),2024,2034,other_unmatched,945,0.4646017699115044
1,Tech-orchestration (non-AI),2026,5258,staff_engineer,265,0.0503993914035755
1,Tech-orchestration (non-AI),2026,5258,principal_engineer,141,0.026816279954355267
1,Tech-orchestration (non-AI),2026,5258,tech_lead,239,0.045454545454545456
1,Tech-orchestration (non-AI),2026,5258,ml_lead,0,0.0
1,Tech-orchestration (non-AI),2026,5258,ai_engineer,307,0.058387219475085586
1,Tech-orchestration (non-AI),2026,5258,llm_engineer,1,0.0001901863826550019
1,Tech-orchestration (non-AI),2026,5258,engineering_manager,0,0.0
1,Tech-orchestration (non-AI),2026,5258,engineering_director,0,0.0
1,Tech-orchestration (non-AI),2026,5258,architect,9,0.001711677443895017
1,Tech-orchestration (non-AI),2026,5258,senior_engineer,1106,0.2103461392164321
1,Tech-orchestration (non-AI),2026,5258,devops_sre,626,0.11905667554203118
1,Tech-orchestration (non-AI),2026,5258,security_engineer,7,0.0013313046785850132
1,Tech-orchestration (non-AI),2026,5258,data_engineer,697,0.13255990871053633
1,Tech-orchestration (non-AI),2026,5258,other_unmatched,1860,0.35374667173830354
1,Tech-orchestration (non-AI),all,7292,staff_engineer,325,0.044569391113549094
1,Tech-orchestration (non-AI),all,7292,principal_engineer,167,0.02290181020296215
1,Tech-orchestration (non-AI),all,7292,tech_lead,367,0.050329127811300056
1,Tech-orchestration (non-AI),all,7292,ml_lead,0,0.0
1,Tech-orchestration (non-AI),all,7292,ai_engineer,371,0.050877674163466814
1,Tech-orchestration (non-AI),all,7292,llm_engineer,2,0.00027427317608337906
1,Tech-orchestration (non-AI),all,7292,engineering_manager,0,0.0
1,Tech-orchestration (non-AI),all,7292,engineering_director,0,0.0
1,Tech-orchestration (non-AI),all,7292,architect,40,0.005485463521667581
1,Tech-orchestration (non-AI),all,7292,senior_engineer,1456,0.19967087218869994
1,Tech-orchestration (non-AI),all,7292,devops_sre,812,0.1113549094898519
1,Tech-orchestration (non-AI),all,7292,security_engineer,7,0.0009599561162918266
1,Tech-orchestration (non-AI),all,7292,data_engineer,940,0.12890839275918814
1,Tech-orchestration (non-AI),all,7292,other_unmatched,2805,0.3846681294569391
