uid,archetype,projected
linkedin_li-4387960006,systems/clearance/requirements,True
linkedin_li-4387960482,angular/java/backend,True
linkedin_li-4387961303,backend/javascript/typescript,True
linkedin_li-4387961539,,False
linkedin_li-4387962286,linux/routing/systems,True
linkedin_li-4387962296,noise/outlier,True
linkedin_li-4387963272,,False
linkedin_li-4387963897,,False
linkedin_li-4387964130,,False
linkedin_li-4387964396,pipelines/sql/etl,True
linkedin_li-4387965245,,False
linkedin_li-4387966172,,False
linkedin_li-4387966847,software/linux/systems,True
linkedin_li-4387966959,systems/clearance/requirements,True
linkedin_li-4387968535,noise/outlier,True
linkedin_li-4387968884,scrum/software/sprint,False
linkedin_li-4387969186,noise/outlier,False
linkedin_li-4387969685,noise/outlier,False
linkedin_li-4387972768,qa/selenium/manual,False
linkedin_li-4387972823,,False
linkedin_li-4387973269,,False
linkedin_li-4387973823,,False
linkedin_li-4387973880,software/systems/requirements,True
linkedin_li-4387974325,,False
linkedin_li-4387975481,noise/outlier,False
linkedin_li-4387975530,,False
linkedin_li-4387975674,,False
linkedin_li-4387976212,noise/outlier,False
linkedin_li-4387976530,angular/java/backend,True
linkedin_li-4387976752,software/systems/requirements,True
linkedin_li-4387976873,azure/pipelines/solutions,True
linkedin_li-4387977037,software/systems/requirements,True
linkedin_li-4387978030,software/systems/requirements,True
linkedin_li-4387978511,,False
linkedin_li-4387978777,pipelines/sql/etl,True
linkedin_li-4387979180,backend/systems/apis,True
linkedin_li-4387980204,,False
linkedin_li-4387980534,backend/systems/services,True
linkedin_li-4387980687,kubernetes/terraform/cicd,True
linkedin_li-4387981553,,False
linkedin_li-4387981669,software/solutions/technology,True
linkedin_li-4387981770,backend/javascript/typescript,False
linkedin_li-4387982141,,False
linkedin_li-4387982593,,False
linkedin_li-4387982766,software/requirements/degree,True
linkedin_li-4387982941,software/requirements/degree,True
linkedin_li-4387983478,systems/agent/workflows,True
linkedin_li-4387983877,noise/outlier,False
linkedin_li-4387984347,systems/agent/workflows,True
linkedin_li-4387984731,noise/outlier,False
linkedin_li-4387984868,backend/javascript/typescript,True
linkedin_li-4387985053,pipelines/sql/etl,True
linkedin_li-4387985549,,False
linkedin_li-4387985631,,False
linkedin_li-4387985872,,False
linkedin_li-4387986270,pipelines/sql/etl,True
linkedin_li-4387986931,,False
linkedin_li-4387986990,backend/systems/apis,True
linkedin_li-4387987086,backend/systems/services,True
linkedin_li-4387987494,,False
linkedin_li-4387987677,models/systems/llm,True
linkedin_li-4387987854,kubernetes/terraform/cicd,True
linkedin_li-4387988222,,False
linkedin_li-4387989188,,False
linkedin_li-4387989513,software/systems/requirements,True
linkedin_li-4387989770,,False
linkedin_li-4387990463,software/systems/requirements,False
linkedin_li-4387990487,backend/systems/services,True
linkedin_li-4387991004,,False
linkedin_li-4387991023,,False
linkedin_li-4387991900,,False
linkedin_li-4387992604,,False
linkedin_li-4387993279,azure/pipelines/solutions,False
linkedin_li-4387993364,systems/agent/workflows,True
linkedin_li-4387993377,noise/outlier,False
linkedin_li-4387994445,noninternship/software/including_standards,True
linkedin_li-4387994605,noise/outlier,True
linkedin_li-4387994978,noise/outlier,True
linkedin_li-4387995096,azure/pipelines/solutions,True
linkedin_li-4387995260,,False
linkedin_li-4387995434,,False
linkedin_li-4387995998,noise/outlier,False
linkedin_li-4387996030,,False
linkedin_li-4387996754,azure/pipelines/solutions,True
linkedin_li-4387997151,software/systems/requirements,True
linkedin_li-4387997524,,False
linkedin_li-4387997721,kubernetes/terraform/cicd,True
linkedin_li-4387998190,,False
linkedin_li-4387999663,,False
linkedin_li-4388035622,models/systems/llm,True
linkedin_li-4388056728,,False
linkedin_li-4388060707,backend/systems/apis,True
linkedin_li-4388062929,noise/outlier,False
linkedin_li-4328193028,,False
linkedin_li-4328202944,backend/systems/apis,True
linkedin_li-4328221751,backend/systems/services,True
linkedin_li-4328241204,azure/pipelines/solutions,True
linkedin_li-4328242746,qa/selenium/manual,True
linkedin_li-4328275610,azure/pipelines/solutions,True
linkedin_li-4328280959,systems/agent/workflows,True
linkedin_li-4328301410,qualifications/th/display,True
linkedin_li-4328327454,,False
linkedin_li-4328330862,noise/outlier,False
linkedin_li-4328687262,,False
linkedin_li-4328699171,,False
linkedin_li-4328730307,features/backend/rails,True
linkedin_li-4328732699,,False
linkedin_li-4328771307,noise/outlier,False
linkedin_li-4328794632,customer/customers/application,True
linkedin_li-4328805196,ios/swiftui/features,True
linkedin_li-4328806210,kubernetes/terraform/cicd,False
linkedin_li-4328813241,backend/systems/apis,True
linkedin_li-4328830154,features/backend/rails,True
linkedin_li-4328854443,,False
linkedin_li-4328861846,,False
linkedin_li-4328928852,models/systems/llm,True
linkedin_li-4328929144,,False
linkedin_li-4328939017,,False
linkedin_li-4328939670,,False
linkedin_li-4328940064,,False
linkedin_li-4328952340,,False
linkedin_li-4328957443,models/systems/llm,False
linkedin_li-4328994065,models/systems/llm,True
linkedin_li-4329003660,systems/agent/workflows,True
linkedin_li-4329025390,,False
linkedin_li-4329092835,noise/outlier,True
linkedin_li-4329100096,noise/outlier,True
linkedin_li-4329171070,failure/procedures/ability,True
linkedin_li-4329210422,,False
linkedin_li-4329265723,,False
linkedin_li-4329279402,android/kotlin/jetpack,False
linkedin_li-4329353812,,False
linkedin_li-4329372358,features/backend/rails,True
linkedin_li-4329401119,,False
linkedin_li-4329421756,,False
linkedin_li-4329461948,,False
linkedin_li-4329614874,,False
linkedin_li-4329679301,kubernetes/terraform/cicd,True
linkedin_li-4329686646,software/systems/requirements,True
linkedin_li-4329689697,,False
linkedin_li-4329707808,systems/clearance/requirements,True
linkedin_li-4329723632,,False
linkedin_li-4329792395,,False
linkedin_li-4329831240,software/systems/requirements,True
linkedin_li-4329838653,kubernetes/terraform/cicd,False
linkedin_li-4329995475,software/systems/requirements,True
linkedin_li-4330158364,,False
linkedin_li-4330301631,,False
linkedin_li-4330366472,qa/selenium/manual,True
linkedin_li-4330388043,failure/procedures/ability,True
linkedin_li-4330398604,,False
linkedin_li-4330410960,,False
linkedin_li-4330416925,,False
linkedin_li-4330419369,systems/agent/workflows,True
linkedin_li-4330441218,ios/swiftui/features,True
linkedin_li-4330443276,,False
linkedin_li-4330443528,,False
linkedin_li-4330445224,models/systems/llm,True
linkedin_li-4330460104,azure/sql/solutions,True
linkedin_li-4330477510,noise/outlier,False
linkedin_li-4330499171,systems/agent/workflows,True
linkedin_li-4330503199,scrum/software/sprint,True
linkedin_li-4330518196,models/systems/llm,True
linkedin_li-4330559232,,False
linkedin_li-4330573606,noninternship/software/including_standards,True
linkedin_li-4330611472,failure/procedures/ability,True
linkedin_li-4330693751,,False
linkedin_li-4330704296,,False
linkedin_li-4330755035,,False
linkedin_li-4330765089,perception/models/driving,True
linkedin_li-4330850104,,False
linkedin_li-4330852506,software/requirements/degree,True
linkedin_li-4330889781,customer/customers/application,True
linkedin_li-4330900231,,False
linkedin_li-4330935155,kubernetes/terraform/cicd,True
linkedin_li-4330962036,software/systems/requirements,True
linkedin_li-4330993698,systems/agent/workflows,False
linkedin_li-4331041874,software/systems/requirements,True
linkedin_li-4331053393,kubernetes/terraform/cicd,True
linkedin_li-4331071837,software/systems/requirements,True
linkedin_li-4331071838,software/systems/requirements,True
linkedin_li-4331144821,,False
linkedin_li-4331170539,software/systems/requirements,True
linkedin_li-4331187671,,False
linkedin_li-4331190053,,False
linkedin_li-4331190638,,False
linkedin_li-4331191663,qa/selenium/manual,True
linkedin_li-4331288230,customer/customers/application,True
linkedin_li-4331310417,kubernetes/terraform/cicd,False
linkedin_li-4331317702,qa/selenium/manual,True
linkedin_li-4331336869,,False
linkedin_li-4331338388,software/systems/requirements,True
linkedin_li-4331338393,,False
linkedin_li-4331343334,,False
linkedin_li-4331347331,software/solutions/technology,True
linkedin_li-4331347377,software/solutions/technology,False
linkedin_li-4331348306,noise/outlier,True
linkedin_li-4331349316,models/systems/llm,False
linkedin_li-4331349318,,False
linkedin_li-4331478384,azure/sql/solutions,True
linkedin_li-4331490207,noise/outlier,True
linkedin_li-4331522088,backend/javascript/typescript,False
linkedin_li-4331545411,systems/agent/workflows,True
linkedin_li-4331546468,azure/sql/solutions,True
linkedin_li-4331546470,software/systems/requirements,True
linkedin_li-4331550891,kubernetes/terraform/cicd,True
linkedin_li-4331555306,backend/systems/apis,True
linkedin_li-4331570123,android/kotlin/jetpack,True
linkedin_li-4331585172,,False
linkedin_li-4331588693,backend/javascript/typescript,True
linkedin_li-4331624689,systems/clearance/requirements,True
linkedin_li-4331658439,software/solutions/technology,True
linkedin_li-4331776394,,False
linkedin_li-4331905111,,False
linkedin_li-4331930856,,False
linkedin_li-4331946567,noninternship/software/including_standards,True
linkedin_li-4331948819,noise/outlier,True
linkedin_li-4331976146,,False
linkedin_li-4331996715,kubernetes/terraform/cicd,False
linkedin_li-4331997115,azure/pipelines/solutions,True
linkedin_li-4332002672,kubernetes/terraform/cicd,True
linkedin_li-4332210733,features/backend/rails,True
linkedin_li-4332244613,backend/javascript/typescript,True
linkedin_li-4332256616,azure/pipelines/solutions,True
linkedin_li-4332274597,android/kotlin/jetpack,True
linkedin_li-4332314325,,False
linkedin_li-4332409913,,False
linkedin_li-4332435796,,False
linkedin_li-4332478409,software/systems/requirements,True
linkedin_li-4332487481,sql/aspnet/mvc,True
linkedin_li-4332693891,,False
linkedin_li-4332694558,software/systems/requirements,True
linkedin_li-4332695631,software/systems/requirements,True
linkedin_li-4332695727,,False
linkedin_li-4332695867,software/systems/requirements,False
linkedin_li-4332696722,software/systems/requirements,True
linkedin_li-4332696906,models/systems/llm,True
linkedin_li-4332697581,,False
linkedin_li-4332698708,software/systems/requirements,False
linkedin_li-4332720460,noise/outlier,False
linkedin_li-4332824280,pipelines/sql/etl,True
linkedin_li-4332826117,models/systems/llm,True
linkedin_li-4332874531,backend/systems/apis,True
linkedin_li-4332875236,pipelines/sql/etl,False
linkedin_li-4332875609,models/systems/llm,True
linkedin_li-4332901018,linux/routing/systems,True
linkedin_li-4332924695,,False
linkedin_li-4332953722,models/systems/llm,True
linkedin_li-4332979228,backend/javascript/typescript,False
linkedin_li-4332998087,pipelines/sql/etl,True
linkedin_li-4333021382,noise/outlier,True
linkedin_li-4333051764,backend/systems/services,True
linkedin_li-4333093148,features/backend/rails,True
linkedin_li-4333099773,models/systems/llm,True
linkedin_li-4333119321,kubernetes/terraform/cicd,True
linkedin_li-4333129897,software/systems/requirements,True
linkedin_li-4333139786,software/systems/requirements,False
linkedin_li-4333187180,backend/javascript/typescript,True
linkedin_li-4333188401,azure/pipelines/solutions,True
linkedin_li-4333239491,,False
linkedin_li-4333246959,,False
linkedin_li-4333249443,systems/clearance/requirements,True
linkedin_li-4333280484,,False
linkedin_li-4333290127,backend/javascript/typescript,True
linkedin_li-4333292353,,False
linkedin_li-4333299516,,False
linkedin_li-4333299740,,False
linkedin_li-4333302615,models/systems/llm,False
linkedin_li-4333322391,,False
linkedin_li-4333322561,software/systems/requirements,True
linkedin_li-4333352878,,False
linkedin_li-4333400338,pipelines/sql/etl,True
linkedin_li-4333443003,software/solutions/technology,True
linkedin_li-4333969966,,False
linkedin_li-4391623152,noise/outlier,False
linkedin_li-4391624891,noise/outlier,False
linkedin_li-4391625692,noise/outlier,False
linkedin_li-4391625869,noise/outlier,True
linkedin_li-4391629882,noise/outlier,True
linkedin_li-4391630835,java/boot/microservices,True
linkedin_li-4391631212,noninternship/software/including_standards,True
linkedin_li-4391631656,perception/models/driving,False
linkedin_li-4391631683,models/systems/llm,True
linkedin_li-4391631684,noise/outlier,False
linkedin_li-4391632369,noise/outlier,False
linkedin_li-4391632744,technologies/millions_americans/tech_trends,True
linkedin_li-4391634347,software/systems/linux,True
linkedin_li-4391635643,backend/systems/apis,True
linkedin_li-4391636499,kubernetes/terraform/cicd,False
linkedin_li-4391636717,noise/outlier,False
linkedin_li-4391637304,backend/systems/apis,True
linkedin_li-4391637721,technologies/millions_americans/tech_trends,False
linkedin_li-4391638813,noise/outlier,True
linkedin_li-4391639337,noninternship/software/including_standards,True
linkedin_li-4391639678,ios/swiftui/features,True
linkedin_li-4391640425,noise/outlier,False
linkedin_li-4391640665,azure/pipelines/solutions,True
linkedin_li-4391640666,noise/outlier,False
linkedin_li-4391641021,software/requirements/degree,True
linkedin_li-4391641583,models/systems/llm,False
linkedin_li-4391643665,noise/outlier,False
linkedin_li-4391643668,software/systems/linux,True
linkedin_li-4391643793,software/sql/aspnet,True
linkedin_li-4391645670,software/systems/requirements,True
linkedin_li-4391646272,kubernetes/terraform/cicd,True
linkedin_li-4391646389,features/backend/rails,False
linkedin_li-4391646673,software/solutions/technology,True
linkedin_li-4391647314,kubernetes/terraform/cicd,True
linkedin_li-4391647615,azure/sql/solutions,True
linkedin_li-4391647628,azure/pipelines/solutions,True
linkedin_li-4391647629,noise/outlier,False
linkedin_li-4391647745,backend/systems/services,True
linkedin_li-4391647981,azure/sql/solutions,True
linkedin_li-4391647989,azure/sql/solutions,False
linkedin_li-4391647990,software/systems/requirements,True
linkedin_li-4391648956,noise/outlier,False
linkedin_li-4391650586,software/systems/linux,True
linkedin_li-4391650985,kubernetes/terraform/cicd,True
linkedin_li-4391653211,systems/agent/workflows,True
linkedin_li-4391653979,noise/outlier,False
linkedin_li-4391653981,scrum/software/sprint,True
linkedin_li-4391653982,failure/procedures/ability,True
linkedin_li-4391654967,software/linux/systems,False
linkedin_li-4391654974,scrum/software/sprint,True
linkedin_li-4391654981,software/systems/linux,True
linkedin_li-4391654993,software/requirements/degree,True
linkedin_li-4391654996,systems/clearance/requirements,True
linkedin_li-4391655116,software/systems/requirements,True
linkedin_li-4391655898,backend/systems/services,True
linkedin_li-4391655899,noise/outlier,False
linkedin_li-4391655916,azure/sql/solutions,True
linkedin_li-4391655917,noise/outlier,False
linkedin_li-4391655936,noise/outlier,False
linkedin_li-4391656082,noise/outlier,True
linkedin_li-4391656214,software/solutions/technology,True
linkedin_li-4391656821,software/systems/linux,True
linkedin_li-4391656827,systems/clearance/requirements,False
linkedin_li-4391656841,systems/clearance/requirements,True
linkedin_li-4391656866,software/linux/systems,True
linkedin_li-4391657088,noise/outlier,False
linkedin_li-4391657857,software/systems/requirements,True
linkedin_li-4391657860,software/systems/requirements,True
linkedin_li-4391657868,software/requirements/degree,True
linkedin_li-4391657877,perception/models/driving,True
linkedin_li-4391657891,software/sql/aspnet,False
linkedin_li-4391658084,backend/systems/services,True
linkedin_li-4391658871,scrum/software/sprint,False
linkedin_li-4391658880,,False
linkedin_li-4391658884,software/systems/requirements,True
linkedin_li-4391658902,noise/outlier,False
linkedin_li-4391658919,noise/outlier,False
linkedin_li-4391659859,software/systems/linux,False
linkedin_li-4391659881,software/systems/linux,True
linkedin_li-4391659883,software/requirements/degree,True
linkedin_li-4391659886,software/requirements/degree,True
linkedin_li-4391659898,software/linux/systems,True
linkedin_li-4391660786,failure/procedures/ability,True
linkedin_li-4391660788,noise/outlier,False
linkedin_li-4391660793,software/systems/linux,False
linkedin_li-4391660833,systems/clearance/requirements,True
linkedin_li-4391661804,models/systems/llm,True
linkedin_li-4391661822,noise/outlier,True
linkedin_li-4391662061,software/systems/requirements,True
linkedin_li-4391662773,software/systems/linux,True
linkedin_li-4391662784,systems/clearance/requirements,False
linkedin_li-4391662807,noise/outlier,False
linkedin_li-4391663861,scrum/software/sprint,True
linkedin_li-4391664745,noise/outlier,False
linkedin_li-4391664807,software/requirements/degree,True
linkedin_li-4391664810,scrum/software/sprint,True
linkedin_li-4391664819,noise/outlier,False
linkedin_li-4391664820,models/systems/llm,True
linkedin_li-4391664822,qa/selenium/manual,True
linkedin_li-4391664823,kubernetes/terraform/cicd,True
linkedin_li-4391664856,noise/outlier,True
linkedin_li-4391665727,noise/outlier,False
linkedin_li-4391665779,software/systems/requirements,True
linkedin_li-4391665794,software/requirements/degree,True
linkedin_li-4391665796,software/systems/requirements,True
linkedin_li-4391665815,software/solutions/technology,True
linkedin_li-4391665820,,False
linkedin_li-4391665823,systems/clearance/requirements,True
linkedin_li-4391666179,noise/outlier,True
linkedin_li-4391666786,systems/agent/workflows,True
linkedin_li-4391666817,software/systems/linux,True
linkedin_li-4391666820,software/systems/linux,True
linkedin_li-4391666829,software/requirements/degree,True
linkedin_li-4391666832,software/systems/linux,True
linkedin_li-4391666841,failure/procedures/ability,True
linkedin_li-4391666845,systems/clearance/requirements,False
linkedin_li-4391666846,noise/outlier,True
linkedin_li-4391666853,systems/clearance/requirements,True
linkedin_li-4391666859,scrum/software/sprint,True
linkedin_li-4391667782,systems/clearance/requirements,True
linkedin_li-4391667787,systems/clearance/requirements,True
linkedin_li-4391667790,noise/outlier,False
linkedin_li-4391668759,systems/clearance/requirements,True
linkedin_li-4391668769,clearance/software/required,True
linkedin_li-4391668775,software/systems/linux,True
linkedin_li-4391668780,systems/clearance/requirements,True
linkedin_li-4391669782,noise/outlier,True
linkedin_li-4391669791,azure/sql/solutions,True
linkedin_li-4391669811,noise/outlier,True
linkedin_li-4391669826,noise/outlier,True
linkedin_li-4391669837,software/requirements/degree,True
linkedin_li-4391669979,kubernetes/terraform/cicd,True
linkedin_li-4391670801,systems/clearance/requirements,True
linkedin_li-4391671700,software/systems/linux,True
linkedin_li-4391671713,systems/clearance/requirements,True
linkedin_li-4391671732,kubernetes/terraform/cicd,True
linkedin_li-4391671740,software/requirements/degree,True
linkedin_li-4391672725,software/requirements/degree,True
linkedin_li-4391672743,systems/clearance/requirements,True
linkedin_li-4391672747,failure/procedures/ability,True
linkedin_li-4391672891,noise/outlier,True
linkedin_li-4391673777,systems/clearance/requirements,False
linkedin_li-4391673784,systems/clearance/requirements,False
linkedin_li-4391673797,software/linux/systems,True
linkedin_li-4391673798,systems/clearance/requirements,True
linkedin_li-4391673814,software/requirements/degree,True
linkedin_li-4391674715,kubernetes/terraform/cicd,True
linkedin_li-4391674718,software/requirements/degree,True
linkedin_li-4391674732,noise/outlier,True
linkedin_li-4391674756,noise/outlier,True
linkedin_li-4391674765,failure/procedures/ability,True
linkedin_li-4391675683,software/requirements/degree,True
linkedin_li-4391675691,software/requirements/degree,True
linkedin_li-4391675696,noise/outlier,True
linkedin_li-4391675702,systems/clearance/requirements,True
linkedin_li-4391675726,scrum/software/sprint,True
linkedin_li-4391675727,systems/clearance/requirements,True
linkedin_li-4391676704,software/systems/linux,True
linkedin_li-4391676721,software/requirements/degree,True
linkedin_li-4391677005,noise/outlier,False
linkedin_li-4391677006,software/linux/systems,True
linkedin_li-4391677009,noise/outlier,True
linkedin_li-4391677019,software/requirements/degree,True
linkedin_li-4391677021,software/systems/linux,True
linkedin_li-4391678007,noise/outlier,False
linkedin_li-4391678017,kubernetes/terraform/cicd,True
linkedin_li-4391678737,noise/outlier,True
linkedin_li-4391678875,noise/outlier,False
linkedin_li-4391680685,kubernetes/terraform/cicd,True
linkedin_li-4391681641,noise/outlier,True
linkedin_li-4391682636,noise/outlier,False
linkedin_li-4391682638,kubernetes/terraform/cicd,True
linkedin_li-4391683697,firmware/software/ethernet,False
linkedin_li-4391685576,software/solutions/technology,True
linkedin_li-4391686631,perception/models/driving,True
linkedin_li-4391687621,noise/outlier,True
linkedin_li-4391689621,azure/sql/solutions,True
linkedin_li-4391690218,noise/outlier,True
linkedin_li-4391690587,clearance/software/required,True
linkedin_li-4391690591,noise/outlier,True
linkedin_li-4391691955,systems/agent/workflows,True
linkedin_li-4391693580,noninternship/software/including_standards,False
linkedin_li-4391695544,software/systems/requirements,False
linkedin_li-4391696144,azure/sql/solutions,True
linkedin_li-4391697516,backend/systems/services,False
linkedin_li-4391697517,software/requirements/degree,True
linkedin_li-4391697519,noise/outlier,False
linkedin_li-4391697944,software/systems/requirements,True
linkedin_li-4391698491,software/solutions/technology,True
linkedin_li-4391700630,pipelines/sql/etl,True
linkedin_li-4391700741,,False
linkedin_li-4391702882,backend/systems/services,False
linkedin_li-4391703002,backend/systems/services,True
linkedin_li-4391704644,,False
linkedin_li-4391704805,,False
linkedin_li-4391705782,technologies/millions_americans/tech_trends,True
linkedin_li-4391706435,pipelines/sql/etl,True
linkedin_li-4391707205,noise/outlier,False
linkedin_li-4391708960,azure/pipelines/solutions,True
linkedin_li-4391709663,,False
linkedin_li-4391710360,noise/outlier,False
linkedin_li-4391711228,qa/selenium/manual,False
linkedin_li-4391711313,noise/outlier,True
linkedin_li-4391712422,,False
linkedin_li-4391712637,technologies/millions_americans/tech_trends,True
linkedin_li-4391715322,firmware/software/ethernet,True
linkedin_li-4391715781,java/boot/microservices,True
linkedin_li-4391716631,,False
linkedin_li-4391716840,,False
linkedin_li-4391716868,,False
linkedin_li-4391717475,,False
linkedin_li-4391717536,,False
linkedin_li-4391717798,,False
linkedin_li-4391718561,technologies/millions_americans/tech_trends,True
linkedin_li-4391718909,,False
linkedin_li-4391720094,,False
linkedin_li-4391720524,technologies/millions_americans/tech_trends,True
linkedin_li-4391722645,noise/outlier,True
linkedin_li-4391722907,,False
linkedin_li-4391725835,,False
linkedin_li-4391730891,noise/outlier,False
linkedin_li-4391733190,,False
linkedin_li-4391733614,angular/java/backend,False
linkedin_li-4391733641,,False
linkedin_li-4391733990,backend/javascript/typescript,True
linkedin_li-4391734742,,False
linkedin_li-4391735530,ios/swiftui/features,True
linkedin_li-4391736986,android/kotlin/jetpack,True
linkedin_li-4391740067,,False
linkedin_li-4391740459,azure/sql/solutions,True
linkedin_li-4391740987,,False
linkedin_li-4391741500,noise/outlier,False
linkedin_li-4391743318,failure/procedures/ability,True
linkedin_li-4391743467,,False
linkedin_li-4395901402,,False
linkedin_li-4395902092,angular/java/backend,True
linkedin_li-4395902209,models/systems/llm,True
linkedin_li-4395903265,models/systems/llm,False
linkedin_li-4395904022,,False
linkedin_li-4395907299,,False
linkedin_li-4395912184,java/boot/microservices,True
linkedin_li-4395912200,kubernetes/terraform/cicd,False
linkedin_li-4395914253,,False
linkedin_li-4395917019,,False
linkedin_li-4395917443,,False
linkedin_li-4395917978,scrum/software/sprint,True
linkedin_li-4395918362,noise/outlier,True
linkedin_li-4395918780,models/systems/llm,True
linkedin_li-4395919136,java/boot/microservices,False
linkedin_li-4395919297,,False
linkedin_li-4395920374,,False
linkedin_li-4395920819,,False
linkedin_li-4395921391,,False
linkedin_li-4395922034,models/systems/llm,True
linkedin_li-4395922202,,False
linkedin_li-4395922304,software/solutions/technology,True
linkedin_li-4395922340,software/systems/requirements,True
linkedin_li-4395922524,,False
linkedin_li-4395923462,qa/selenium/manual,True
linkedin_li-4395923509,,False
linkedin_li-4395924379,,False
linkedin_li-4395924389,kubernetes/terraform/cicd,True
linkedin_li-4395924723,,False
linkedin_li-4395925353,noise/outlier,True
linkedin_li-4395925366,software/systems/linux,True
linkedin_li-4395925372,,False
linkedin_li-4395925768,,False
linkedin_li-4395926380,,False
linkedin_li-4395926394,software/sql/aspnet,True
linkedin_li-4395926405,,False
linkedin_li-4395927012,kubernetes/terraform/cicd,False
linkedin_li-4395927013,,False
linkedin_li-4395927299,software/systems/linux,True
linkedin_li-4395927418,,False
linkedin_li-4395927424,java/boot/microservices,True
linkedin_li-4395928364,kubernetes/terraform/cicd,True
linkedin_li-4395929006,software/systems/requirements,True
linkedin_li-4395929462,java/boot/microservices,True
linkedin_li-4395929520,,False
linkedin_li-4395930379,,False
linkedin_li-4395932349,,False
linkedin_li-4395932378,,False
linkedin_li-4395932422,angular/java/backend,True
linkedin_li-4395933358,,False
linkedin_li-4395933359,backend/systems/apis,True
linkedin_li-4395934351,systems/agent/workflows,True
linkedin_li-4395934368,ios/swiftui/features,True
linkedin_li-4395934395,,False
linkedin_li-4395934996,backend/systems/services,True
linkedin_li-4395935350,software/systems/requirements,True
linkedin_li-4395935359,,False
linkedin_li-4395936006,noise/outlier,False
linkedin_li-4395936370,noise/outlier,False
linkedin_li-4395936399,,False
linkedin_li-4395936420,noise/outlier,False
linkedin_li-4395936495,,False
linkedin_li-4395937268,perception/models/driving,True
linkedin_li-4395937359,,False
linkedin_li-4395937395,java/boot/microservices,True
linkedin_li-4395938328,models/systems/llm,False
linkedin_li-4395938347,models/systems/llm,True
linkedin_li-4395938361,,False
linkedin_li-4395938369,,False
linkedin_li-4395938703,,False
linkedin_li-4395941059,models/systems/llm,True
linkedin_li-4395941060,java/boot/microservices,True
linkedin_li-4395941417,software/solutions/technology,True
linkedin_li-4395949066,,False
linkedin_li-4395950062,,False
linkedin_li-4395954907,features/backend/rails,True
linkedin_li-4395955057,features/backend/rails,True
linkedin_li-4395955716,,False
linkedin_li-4395961708,software/requirements/degree,True
linkedin_li-4395962726,pipelines/sql/etl,True
linkedin_li-4395966608,,False
linkedin_li-4395967261,noise/outlier,False
linkedin_li-4395973224,kubernetes/terraform/cicd,False
linkedin_li-4395974999,noise/outlier,True
linkedin_li-4395978773,software/systems/linux,True
linkedin_li-4395979236,,False
linkedin_li-4395984191,qa/selenium/manual,True
linkedin_li-4395986026,backend/systems/services,True
linkedin_li-4395986034,,False
linkedin_li-4395988014,pipelines/sql/etl,True
linkedin_li-4395989420,software/solutions/technology,True
linkedin_li-4395991135,,False
linkedin_li-4395991301,android/kotlin/jetpack,True
linkedin_li-4395992403,,False
linkedin_li-4395992568,,False
linkedin_li-4395994281,,False
linkedin_li-4395994470,software/requirements/degree,False
linkedin_li-4395996315,software/systems/requirements,True
linkedin_li-4395996516,kubernetes/terraform/cicd,True
linkedin_li-4395998330,systems/agent/workflows,True
linkedin_li-4395999377,software/requirements/degree,True
linkedin_li-4396009770,kubernetes/terraform/cicd,True
linkedin_li-4396010998,,False
linkedin_li-4396011846,noise/outlier,True
linkedin_li-4396011883,,False
linkedin_li-4396018973,features/backend/rails,True
linkedin_li-4396019432,noise/outlier,True
linkedin_li-4396023698,,False
linkedin_li-4396026258,,False
linkedin_li-4396030619,noise/outlier,False
linkedin_li-4396031582,,False
linkedin_li-4396036389,features/backend/rails,True
linkedin_li-4396036446,linux/routing/systems,False
linkedin_li-4396046960,software/systems/requirements,True
linkedin_li-4396047920,noise/outlier,False
linkedin_li-4396047940,noninternship/software/including_standards,True
linkedin_li-4396053698,,False
linkedin_li-4396053767,azure/pipelines/solutions,True
linkedin_li-4396055704,,False
linkedin_li-4396056642,,False
linkedin_li-4396057663,,False
linkedin_li-4396057665,software/solutions/technology,False
linkedin_li-4396057864,models/systems/llm,True
linkedin_li-4396058092,,False
linkedin_li-4396060430,,False
linkedin_li-4396060701,,False
linkedin_li-4396061780,scrum/software/sprint,True
linkedin_li-4396062136,features/backend/rails,True
linkedin_li-4396063680,backend/systems/services,True
linkedin_li-4396064674,backend/systems/apis,True
linkedin_li-4396065155,software/solutions/technology,True
linkedin_li-4396065161,noise/outlier,False
linkedin_li-4396066083,software/solutions/technology,True
linkedin_li-4396066483,systems/agent/workflows,True
linkedin_li-4396066899,systems/agent/workflows,True
linkedin_li-4396069172,,False
linkedin_li-4396069275,,False
linkedin_li-4396071175,systems/agent/workflows,True
linkedin_li-4396075623,,False
linkedin_li-4396076197,customer/customers/application,True
linkedin_li-4396135816,pipelines/sql/etl,True
linkedin_li-4396140645,kubernetes/terraform/cicd,True
linkedin_li-4396141607,,False
linkedin_li-4396144368,,False
linkedin_li-4396152081,noise/outlier,False
linkedin_li-4396152680,,False
linkedin_li-4371456728,backend/systems/services,True
linkedin_li-4371459676,,False
linkedin_li-4371459796,models/systems/llm,True
linkedin_li-4371462871,,False
linkedin_li-4371477262,,False
linkedin_li-4371481467,,False
linkedin_li-4371485564,,False
linkedin_li-4371486649,backend/systems/services,True
linkedin_li-4371487347,backend/javascript/typescript,True
linkedin_li-4371488887,noise/outlier,False
linkedin_li-4371493957,,False
linkedin_li-4371496813,us/software/export,False
linkedin_li-4371497765,,False
linkedin_li-4371499065,software/systems/linux,True
