cluster_id,ngram_type,ngram,in_count,out_count,in_rate,out_rate,log_odds_ratio
0,unigram,rag,659,17,0.43962641761174115,0.0034020412247348407,5.380662370224642
0,unigram,huggingface,60,0,0.0400266844563042,0.0,5.355268582998162
0,unigram,claude,493,12,0.32888592394929955,0.0024014408645187113,5.237244531091327
0,unigram,llamaindex,104,1,0.06937958639092728,0.00020012007204322593,5.236039897619466
0,unigram,fine-tuning,256,6,0.17078052034689792,0.0012007204322593557,4.992670572590045
0,unigram,nemo,31,0,0.02068045363575717,0.0,4.690191838020747
0,unigram,vectordbs,30,0,0.0200133422281521,0.0,4.657762636107262
0,unigram,ultraclusters,29,0,0.019346230820547032,0.0,4.6242927724556155
0,unigram,cursor,278,11,0.18545697131420946,0.0022013207924754855,4.552650797847948
0,unigram,intuitively,23,0,0.015343562374916611,0.0,4.397078659211464
0,unigram,fine-tune,77,3,0.0513675783855904,0.0006003602161296778,4.226084558562503
0,unigram,peft,19,0,0.012675116744496331,0.0,4.21205257068109
0,unigram,hugging,111,5,0.07404936624416278,0.0010006003602161296,4.206192269813305
0,unigram,blazer,18,0,0.01200800533689126,0.0,4.160084284705306
0,unigram,fine-tuned,17,0,0.01134089392928619,0.0,4.10534252715313
0,unigram,bert,16,0,0.01067378252168112,0.0,4.047510031723788
0,unigram,codex,77,4,0.0513675783855904,0.0008004802881729037,4.002740787005358
0,unigram,retrieval-augmented,244,17,0.1627751834556371,0.0034020412247348407,3.988585058693702
0,unigram,qlora,14,0,0.009339559706470981,0.0,3.921000087219403
0,unigram,ragas,14,0,0.009339559706470981,0.0,3.921000087219403
0,bigram,claude code,249,3,0.16611074049366245,0.0006003602161296778,5.519660737358098
0,bigram,and fine-tuning,48,0,0.032021347565043365,0.0,5.127916214120783
0,bigram,rag pipelines,164,3,0.1094062708472315,0.0006003602161296778,5.038408449766753
0,bigram,rag and,81,1,0.054036024016010674,0.00020012007204322593,4.97245740088847
0,bigram,langchain llamaindex,73,1,0.04869913275517011,0.00020012007204322593,4.864181306511593
0,bigram,rag vector,36,0,0.02401601067378252,0.0,4.838783329517865
0,bigram,similarity search,35,0,0.02334889926617745,0.0,4.81070152839984
0,bigram,rag architectures,102,2,0.06804536357571714,0.00040024014408645187,4.809711648013239
0,bigram,claude and,33,0,0.022014676450967312,0.0,4.752178857868078
0,bigram,copilot claude,65,1,0.04336224149432955,0.00020012007204322593,4.744180444616964
0,bigram,etc leverage,32,0,0.02134756504336224,0.0,4.721644463686917
0,bigram,claude etc,31,0,0.02068045363575717,0.0,4.690191838020747
0,bigram,like claude,31,0,0.02068045363575717,0.0,4.690191838020747
0,bigram,guardrails model,30,0,0.0200133422281521,0.0,4.657762636107262
0,bigram,inference software,30,0,0.0200133422281521,0.0,4.657762636107262
0,bigram,generation rag,210,7,0.1400933955970647,0.0014008405043025814,4.625410663910122
0,bigram,saas technologies,29,0,0.019346230820547032,0.0,4.6242927724556155
0,bigram,utilization latency,29,0,0.019346230820547032,0.0,4.6242927724556155
0,bigram,cost passion,29,0,0.019346230820547032,0.0,4.6242927724556155
0,bigram,algorithms technologies,29,0,0.019346230820547032,0.0,4.6242927724556155
0,trigram,rag pipelines and,56,0,0.037358238825883926,0.0,5.2846720597766765
0,trigram,github copilot claude,43,0,0.028685790527018012,0.0,5.016847939117954
0,trigram,cursor claude code,42,0,0.028018679119412943,0.0,4.993172314519857
0,trigram,claude code cursor,39,0,0.02601734489659773,0.0,4.918796153758135
0,trigram,claude code github,38,0,0.025350233488992662,0.0,4.89279411721482
0,trigram,code github copilot,37,0,0.024683122081387593,0.0,4.866134870101159
0,trigram,copilot claude code,35,0,0.02334889926617745,0.0,4.81070152839984
0,trigram,latest research and,33,0,0.022014676450967312,0.0,4.752178857868078
0,trigram,claude code and,33,0,0.022014676450967312,0.0,4.752178857868078
0,trigram,llm optimization techniques,32,0,0.02134756504336224,0.0,4.721644463686917
0,trigram,augmented generation rag,32,0,0.02134756504336224,0.0,4.721644463686917
0,trigram,similarity search and,31,0,0.02068045363575717,0.0,4.690191838020747
0,trigram,scalable and responsible,31,0,0.02068045363575717,0.0,4.690191838020747
0,trigram,production systems contribute,31,0,0.02068045363575717,0.0,4.690191838020747
0,trigram,deliver ai-powered products,30,0,0.0200133422281521,0.0,4.657762636107262
0,trigram,our customers interact,30,0,0.0200133422281521,0.0,4.657762636107262
0,trigram,and responsible solutions,30,0,0.0200133422281521,0.0,4.657762636107262
0,trigram,deploying scalable and,30,0,0.0200133422281521,0.0,4.657762636107262
0,trigram,training large language,30,0,0.0200133422281521,0.0,4.657762636107262
0,trigram,and how our,30,0,0.0200133422281521,0.0,4.657762636107262
