cluster_id,cluster_name,n_full,n_no_aggr,share_2026_full,share_2026_no_aggr,orch_density_full,orch_density_no_aggr,ai_binary_full,ai_binary_no_aggr
0,AI-oriented (low-orch),2395,2073,0.939874739039666,0.9474191992281717,1.8592500971150057,1.8112546062263364,1.0,1.0
1,Tech-orchestration (non-AI),7292,6154,0.7210641799232035,0.719694507637309,2.270151016448726,2.2381066758439103,0.0,0.0
