cluster_id,cluster_name,n,n_companies,gini,hhi,top20_share,top5_companies,top5_counts
0,AI-oriented (low-orch),2395,1163,0.44118066263730155,38.62779538094761,0.19624217118997914,Capital One;Google;Jobs via Dice;JPMorgan Chase & Co.;Microsoft,64;57;56;41;26
1,Tech-orchestration (non-AI),7292,3002,0.506675929705667,26.044667861653178,0.15852989577619306,Jobs via Dice;Capital One;Wells Fargo;Alignerr;ClearanceJobs,217;130;80;68;62
2,People-management,1522,845,0.37937047022163095,35.371552592004726,0.19395134779750162,Jobs via Dice;Intuit;Microsoft;ClearanceJobs;Walmart,35;32;25;23;18
3,Low-profile generic,16159,4639,0.6360051918405476,51.933527571915384,0.23688935669617978,Capital One;ClearanceJobs;Jobs via Dice;Northrop Grumman;JPMorgan Chase & Co.,642;550;359;263;235
4,Strategic-language,6325,2674,0.5055323185504336,33.02418023521203,0.18791521670357478,Google;ClearanceJobs;Jobs via Dice;Walmart;JPMorgan Chase & Co.,171;153;122;99;86
