tech_a,tech_b,phi,freq_a,freq_b,source,n_rows_capped
javascript,typescript,0.289860566503594,0.18950772547610492,0.07172116421128279,kaggle_asaniczka,13915
javascript,c_sharp,0.19915316507215425,0.18950772547610492,0.13050664750269494,kaggle_asaniczka,13915
javascript,html,0.4843519286459091,0.18950772547610492,0.08918433345310815,kaggle_asaniczka,13915
javascript,css,0.23314374180977496,0.18950772547610492,0.019044196909809557,kaggle_asaniczka,13915
javascript,react,0.21071524689649357,0.18950772547610492,0.032770391663672294,kaggle_asaniczka,13915
javascript,angular,0.336871713447544,0.18950772547610492,0.09651455264103485,kaggle_asaniczka,13915
javascript,bootstrap,0.21867820427697623,0.18950772547610492,0.020194035213798058,kaggle_asaniczka,13915
javascript,nodejs,0.25335122475972877,0.18950772547610492,0.062450592885375494,kaggle_asaniczka,13915
javascript,aspnet,0.1842657673468057,0.18950772547610492,0.0308300395256917,kaggle_asaniczka,13915
javascript,sql,0.18947210839411954,0.18950772547610492,0.2738771110312612,kaggle_asaniczka,13915
javascript,mysql,0.15309705527484258,0.18950772547610492,0.04685591088753144,kaggle_asaniczka,13915
typescript,html,0.16025899698253462,0.07172116421128279,0.08918433345310815,kaggle_asaniczka,13915
typescript,react,0.17098152225145044,0.07172116421128279,0.032770391663672294,kaggle_asaniczka,13915
typescript,angular,0.22228842041628574,0.07172116421128279,0.09651455264103485,kaggle_asaniczka,13915
typescript,nodejs,0.2666652407189746,0.07172116421128279,0.062450592885375494,kaggle_asaniczka,13915
typescript,graphql,0.21855245836420364,0.07172116421128279,0.021703197987782967,kaggle_asaniczka,13915
go,kubernetes,0.2171617637867299,0.07466762486525333,0.11606180380883938,kaggle_asaniczka,13915
c_sharp,angular,0.17536101419484837,0.13050664750269494,0.09651455264103485,kaggle_asaniczka,13915
c_sharp,dotnet,0.27698216869673,0.13050664750269494,0.016744520301832554,kaggle_asaniczka,13915
c_sharp,aspnet,0.4085309041839338,0.13050664750269494,0.0308300395256917,kaggle_asaniczka,13915
c_sharp,sql,0.29595236783941653,0.13050664750269494,0.2738771110312612,kaggle_asaniczka,13915
scala,kafka,0.1711564276654708,0.025368307581746317,0.055192238591448076,kaggle_asaniczka,13915
scala,hadoop,0.2397834090937261,0.025368307581746317,0.022134387351778657,kaggle_asaniczka,13915
scala,redshift,0.18626768781737008,0.025368307581746317,0.014085519223859144,kaggle_asaniczka,13915
html,css,0.3696371072109247,0.08918433345310815,0.019044196909809557,kaggle_asaniczka,13915
html,angular,0.2785595818250189,0.08918433345310815,0.09651455264103485,kaggle_asaniczka,13915
html,bootstrap,0.18631809845042746,0.08918433345310815,0.020194035213798058,kaggle_asaniczka,13915
html,aspnet,0.16591405082367067,0.08918433345310815,0.0308300395256917,kaggle_asaniczka,13915
html,sql,0.1663016949079002,0.08918433345310815,0.2738771110312612,kaggle_asaniczka,13915
react,nodejs,0.17102717843514412,0.032770391663672294,0.062450592885375494,kaggle_asaniczka,13915
angular,vue,0.18247565235934624,0.09651455264103485,0.011210923463887891,kaggle_asaniczka,13915
angular,bootstrap,0.2177874823918017,0.09651455264103485,0.020194035213798058,kaggle_asaniczka,13915
angular,nodejs,0.17814915020779692,0.09651455264103485,0.062450592885375494,kaggle_asaniczka,13915
angular,aspnet,0.16133902831131153,0.09651455264103485,0.0308300395256917,kaggle_asaniczka,13915
angular,microservices,0.17310021217763585,0.09651455264103485,0.0686309737693137,kaggle_asaniczka,13915
angular,sql,0.1616356154542891,0.09651455264103485,0.2738771110312612,kaggle_asaniczka,13915
bootstrap,aspnet,0.22266661877978575,0.020194035213798058,0.0308300395256917,kaggle_asaniczka,13915
nodejs,graphql,0.1653822217153638,0.062450592885375494,0.021703197987782967,kaggle_asaniczka,13915
nodejs,aws,0.17750265874214213,0.062450592885375494,0.228099173553719,kaggle_asaniczka,13915
django,postgresql,0.18248630950227032,0.013941789435860582,0.06223499820337765,kaggle_asaniczka,13915
dotnet,aspnet,0.17761201221200415,0.016744520301832554,0.0308300395256917,kaggle_asaniczka,13915
aspnet,sql,0.24379775168306014,0.0308300395256917,0.2738771110312612,kaggle_asaniczka,13915
microservices,kafka,0.18085271276267806,0.0686309737693137,0.055192238591448076,kaggle_asaniczka,13915
microservices,aws,0.1803036933351858,0.0686309737693137,0.228099173553719,kaggle_asaniczka,13915
microservices,kubernetes,0.2255532436130348,0.0686309737693137,0.11606180380883938,kaggle_asaniczka,13915
postgresql,mysql,0.29760672992413245,0.06223499820337765,0.04685591088753144,kaggle_asaniczka,13915
postgresql,aws,0.2023785105461909,0.06223499820337765,0.228099173553719,kaggle_asaniczka,13915
postgresql,kubernetes,0.15555606616038495,0.06223499820337765,0.11606180380883938,kaggle_asaniczka,13915
cassandra,kafka,0.24581070438634214,0.012648221343873518,0.055192238591448076,kaggle_asaniczka,13915
cassandra,hadoop,0.15344532925300247,0.012648221343873518,0.022134387351778657,kaggle_asaniczka,13915
kafka,hadoop,0.18182587376340872,0.055192238591448076,0.022134387351778657,kaggle_asaniczka,13915
kafka,airflow,0.1809427555436287,0.055192238591448076,0.01652892561983471,kaggle_asaniczka,13915
kafka,aws,0.18811582303010183,0.055192238591448076,0.228099173553719,kaggle_asaniczka,13915
kafka,kubernetes,0.20620039972316737,0.055192238591448076,0.11606180380883938,kaggle_asaniczka,13915
hadoop,airflow,0.19121413818620842,0.022134387351778657,0.01652892561983471,kaggle_asaniczka,13915
airflow,redshift,0.23800763282071813,0.01652892561983471,0.014085519223859144,kaggle_asaniczka,13915
redshift,aws,0.16465295352018144,0.014085519223859144,0.228099173553719,kaggle_asaniczka,13915
