source_key,companies_total,companies_with_any_j1_entry,companies_with_any_j1_entry_share,companies_with_any_yoe_le2,companies_with_any_yoe_le2_share,companies_ge5,ge5_zero_j1_entry,ge5_zero_j1_entry_share,ge5_zero_yoe_le2,ge5_zero_yoe_le2_share,j1_entry_poster_share_all_median,j1_entry_poster_share_all_p90,j1_entry_poster_share_all_max,j1_entry_poster_share_known_median,j1_entry_poster_share_known_p90,yoe_le2_poster_share_yoe_known_median,yoe_le2_poster_share_yoe_known_p90,yoe_le2_poster_share_yoe_known_max
kaggle_arshkon,2298,147,0.0639686684073107,320,0.1392515230635335,164,130,0.7926829268292683,93,0.5670731707317073,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kaggle_asaniczka,4948,145,0.029304769603880357,781,0.1578415521422797,632,562,0.8892405063291139,367,0.5806962025316456,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,1.0,1.0
scraped_linkedin,7940,664,0.0836272040302267,1555,0.19584382871536524,1500,1191,0.794,796,0.5306666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0
scraped_indeed,3308,261,0.07889963724304716,623,0.18833131801692865,344,278,0.8081395348837209,156,0.45348837209302323,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
