source_key,aggregator_excluded,postings_with_known_company,companies,hhi,gini,top_1_share,top_5_share,top_10_share,top_20_share,top_50_share
kaggle_arshkon,False,4646,2298,0.0015605979546465755,0.4334612028577134,0.011192423590185106,0.04606112785191563,0.07576409814894533,0.1229014205768403,0.2087817477399914
kaggle_asaniczka,False,18129,4948,0.00544077013468735,0.6411799488913841,0.04953389596778642,0.12168349054001876,0.16035081912957141,0.21109824038832808,0.3062496552484969
scraped_linkedin,False,40881,7940,0.0036113105464267606,0.6925442167741636,0.041853183630537416,0.09417577847900002,0.1290575083779751,0.1806462659915364,0.26917149776179644
scraped_indeed,False,11511,3308,0.0076568536072444664,0.6424626221046961,0.04621666232299539,0.16697072365563373,0.22126661454261143,0.28277299973937975,0.38363304665102943
kaggle_arshkon,True,4216,2235,0.0013278456696995996,0.39907585463282524,0.012333965844402278,0.0400853889943074,0.06759962049335863,0.10436432637571158,0.18287476280834913
kaggle_asaniczka,True,15186,4814,0.001906314724329071,0.587650018321491,0.019228236533649416,0.05794811010140919,0.09139997365994995,0.1405241669959173,0.2353483471618596
scraped_linkedin,True,34081,7241,0.00236335823257923,0.672250643315564,0.02221178956016549,0.0720929550189255,0.11064816173234353,0.1655761274610487,0.25125436460197764
scraped_indeed,True,11258,3302,0.007798548244613388,0.6361231891738284,0.04725528513057382,0.17072304139278735,0.2212648783087582,0.2807781133416237,0.37804228104459053
