source_key,company_name_canonical,postings,share_of_source_swe,is_aggregator_any,aggregator_posting_share,industry_mode,mean_yoe,yoe_known_n,mean_description_length,known_seniority_n,entry_share_of_known_seniority,entry_share_of_all_postings,yoe_le2_share_of_yoe_known,ai_mention_share,mean_tech_count
kaggle_arshkon,TEKsystems,23,0.004903005755702409,True,1.0,IT Services and IT Consulting,5.285714285714286,7,2283.478260869565,4,0.0,0.0,0.14285714285714285,0.043478260869565216,3.782608695652174
kaggle_arshkon,Deloitte,22,0.004689831592411,False,0.0,Accounting,5.55,20,3980.090909090909,13,0.07692307692307693,0.045454545454545456,0.0,0.0,4.363636363636363
kaggle_arshkon,Robert Half,20,0.004263483265828182,True,1.0,Staffing and Recruiting,4.25,8,2677.55,7,0.14285714285714285,0.05,0.0,0.05,4.3
kaggle_arshkon,Microsoft,19,0.004050309102536773,False,0.0,Software Development,3.3333333333333335,18,5966.421052631579,7,0.0,0.0,0.5555555555555556,0.5789473684210527,6.157894736842105
kaggle_arshkon,Oracle,19,0.004050309102536773,False,0.0,IT Services and IT Consulting,4.6923076923076925,13,6278.368421052632,13,0.0,0.0,0.15384615384615385,0.0,4.473684210526316
kaggle_arshkon,Dice,18,0.0038371349392453636,True,1.0,Software Development,4.5,14,3196.1111111111113,5,0.0,0.0,0.21428571428571427,0.16666666666666666,5.111111111111111
kaggle_asaniczka,ClearanceJobs,898,0.04953389596778642,True,1.0,,7.29328165374677,774,5244.606904231626,781,0.008962868117797696,0.0077951002227171495,0.060723514211886306,0.12694877505567928,3.4354120267260577
kaggle_asaniczka,Capital One,658,0.03629543824811076,True,0.9483282674772037,,5.008,250,4797.127659574468,607,0.0,0.0,0.052,0.22644376899696048,8.740121580547113
kaggle_asaniczka,Northrop Grumman,295,0.01627227094710133,True,0.010169491525423728,,5.933333333333334,285,6231.549152542373,285,0.0,0.0,0.1368421052631579,0.04067796610169491,2.640677966101695
kaggle_asaniczka,Jobs for Humanity,185,0.010204644492249986,True,1.0,,5.038216560509555,157,4680.086486486486,179,0.0,0.0,0.03821656050955414,0.1837837837837838,7.945945945945946
kaggle_asaniczka,Walmart,170,0.009377240884770257,False,0.0,,3.8947368421052633,114,6914.676470588235,121,0.0,0.0,0.34210526315789475,0.21176470588235294,6.070588235294117
kaggle_asaniczka,ClickJobs.io,165,0.009101439682277015,True,1.0,,4.7164179104477615,134,5067.4,139,0.014388489208633094,0.012121212121212121,0.03731343283582089,0.296969696969697,7.096969696969697
kaggle_asaniczka,Raytheon,143,0.007887914391306747,False,0.0,,5.795774647887324,142,6123.44055944056,141,0.0,0.0,0.0,0.04195804195804196,3.027972027972028
kaggle_asaniczka,Amazon,142,0.007832754150808098,False,0.0,,3.8333333333333335,138,4524.211267605634,53,0.09433962264150944,0.035211267605633804,0.057971014492753624,0.14788732394366197,1.7535211267605635
kaggle_asaniczka,Syrinx Consulting,133,0.007336311986320261,False,0.0,,6.189873417721519,79,2045.6466165413533,131,0.0,0.0,0.05063291139240506,0.045112781954887216,6.654135338345864
kaggle_asaniczka,"Syms Strategic Group, LLC (SSG)",118,0.006508908378840532,False,0.0,,,0,2931.1949152542375,0,,0.0,,0.0,5.0
kaggle_asaniczka,Latitude Inc,108,0.005957305973854046,False,0.0,,3.870967741935484,62,1920.148148148148,31,0.5483870967741935,0.1574074074074074,0.3064516129032258,0.05555555555555555,2.574074074074074
kaggle_asaniczka,Kforce Inc,99,0.005460863809366208,True,1.0,,4.779411764705882,68,3306.40404040404,35,0.08571428571428572,0.030303030303030304,0.19117647058823528,0.04040404040404041,4.171717171717172
kaggle_asaniczka,BLUE ORIGIN,99,0.005460863809366208,False,0.0,,5.373493975903615,83,7268.19191919192,32,0.0625,0.020202020202020204,0.14457831325301204,0.030303030303030304,1.0808080808080809
kaggle_asaniczka,Amazon Web Services (AWS),97,0.005350543328368912,False,0.0,,3.5520833333333335,96,5149.670103092783,24,0.0,0.0,0.03125,0.2268041237113402,2.051546391752577
kaggle_asaniczka,CyberCoders,95,0.005240222847371615,True,1.0,,5.090909090909091,66,3141.3473684210526,46,0.0,0.0,0.0,0.2631578947368421,4.315789473684211
kaggle_asaniczka,Intellectt Inc,86,0.004743780682883778,False,0.0,,6.0754716981132075,53,1604.9302325581396,58,0.05172413793103448,0.03488372093023256,0.11320754716981132,0.046511627906976744,2.895348837209302
kaggle_asaniczka,Lockheed Martin,86,0.004743780682883778,False,0.0,,5.818181818181818,11,2307.0581395348836,67,0.0,0.0,0.0,0.0,0.4883720930232558
kaggle_asaniczka,Palo Alto Networks,86,0.004743780682883778,False,0.0,,5.357142857142857,42,5769.779069767442,28,0.03571428571428571,0.011627906976744186,0.023809523809523808,0.26744186046511625,2.2790697674418605
kaggle_asaniczka,Motion Recruitment,84,0.0046334602018864805,True,1.0,,4.442622950819672,61,1636.3809523809523,31,0.03225806451612903,0.011904761904761904,0.14754098360655737,0.11904761904761904,4.0
kaggle_asaniczka,Discover Financial Services,80,0.004412819239891886,False,0.0,,4.45,20,5062.675,30,0.0,0.0,0.05,0.0,5.85
scraped_linkedin,Jobs via Dice,1711,0.041853183630537416,True,1.0,Software Development,4.9013409961685825,1044,5207.977206312098,717,0.05718270571827057,0.02396259497369959,0.19923371647509577,0.45353594389246055,5.343074225599065
scraped_linkedin,Google,757,0.018517159560676108,False,0.0,"Information Services and Technology, Information and Internet",2.754691689008043,746,4767.603698811096,387,0.01808785529715762,0.009247027741083224,0.5241286863270778,0.9471598414795245,1.834874504623514
scraped_linkedin,JPMorgan Chase & Co.,657,0.016071035444338445,False,0.0,Financial Services,5.12453531598513,538,5819.563165905632,405,0.0,0.0,0.04460966542750929,0.5920852359208524,6.968036529680365
scraped_linkedin,Microsoft,386,0.00944203908906338,True,0.012953367875647668,Software Development,3.683646112600536,373,6428.79792746114,240,0.004166666666666667,0.0025906735751295338,0.38605898123324395,0.8575129533678757,5.769430051813472
scraped_linkedin,Amazon Web Services (AWS),339,0.008292360754384678,False,0.0,IT Services and IT Consulting,3.776758409785933,327,6846.961651917404,99,0.0,0.0,0.07339449541284404,0.5958702064896755,2.7168141592920354
scraped_linkedin,Amazon,335,0.00819451578973117,True,0.03582089552238806,Software Development,3.3746031746031746,315,5631.331343283582,96,0.16666666666666666,0.04776119402985075,0.1492063492063492,0.5164179104477612,2.0925373134328358
scraped_linkedin,Booz Allen Hamilton,303,0.007411756072503119,False,0.0,Software Development,4.0375,240,5634.270627062706,91,0.02197802197802198,0.006600660066006601,0.30833333333333335,0.6897689768976898,7.29042904290429
scraped_linkedin,Wells Fargo,288,0.00704483745505247,False,0.0,"Financial Services, Investment Management, and Banking",3.7103174603174605,252,5888.552083333333,224,0.0,0.0,0.2777777777777778,0.5416666666666666,6.375
scraped_linkedin,Anduril Industries,255,0.006237616496661041,False,0.0,Defense and Space Manufacturing,4.878571428571429,140,8356.219607843137,155,0.012903225806451613,0.00784313725490196,0.12857142857142856,0.996078431372549,3.992156862745098
scraped_linkedin,Leidos,245,0.005993004085027274,True,0.04081632653061224,IT Services and IT Consulting,7.082051282051282,195,7433.244897959184,116,0.2413793103448276,0.11428571428571428,0.2153846153846154,0.2897959183673469,6.783673469387755
scraped_linkedin,Actalent,238,0.0058217753968836375,True,1.0,Business Consulting and Services,4.535483870967742,155,4840.605042016807,33,0.06060606060606061,0.008403361344537815,0.2129032258064516,0.0546218487394958,2.6260504201680672
scraped_linkedin,Walmart,233,0.005699469191066755,False,0.0,Retail,2.1545064377682404,233,8725.02575107296,180,0.0,0.0,0.7381974248927039,0.5665236051502146,6.1587982832618025
scraped_linkedin,Haystack,232,0.005675007949903378,False,0.0,"Technology, Information and Internet",5.346153846153846,182,2012.4870689655172,51,0.09803921568627451,0.021551724137931036,0.14835164835164835,0.30603448275862066,3.788793103448276
scraped_linkedin,Motion Recruitment,229,0.005601624226413248,True,1.0,Staffing and Recruiting,4.97972972972973,148,2311.192139737991,110,0.01818181818181818,0.008733624454148471,0.10810810810810811,0.4279475982532751,5.397379912663755
scraped_linkedin,Capital One,223,0.005454856779432989,True,0.008968609865470852,Financial Services,4.2242152466367715,223,6540.017937219731,213,0.0,0.0,0.10762331838565023,0.5336322869955157,10.022421524663677
scraped_linkedin,hackajob,216,0.005283628091289352,False,0.0,Software Development,5.421686746987952,166,5945.1712962962965,141,0.028368794326241134,0.018518518518518517,0.12048192771084337,0.4537037037037037,6.194444444444445
scraped_linkedin,NVIDIA,188,0.004598713338714806,False,0.0,Computer Hardware Manufacturing,6.392592592592592,135,4125.659574468085,157,0.012738853503184714,0.010638297872340425,0.06666666666666667,1.0,2.7872340425531914
scraped_linkedin,Uber,187,0.00457425209755143,False,0.0,Internet Marketplace Platforms,4.483221476510067,149,3613.8342245989306,112,0.026785714285714284,0.016042780748663103,0.20134228187919462,0.5294117647058824,3.2620320855614975
scraped_linkedin,General Motors,182,0.004451945891734547,True,0.016483516483516484,"Motor Vehicle Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and IT Services and IT Consulting",5.284722222222222,144,7201.7032967032965,149,0.06711409395973154,0.054945054945054944,0.1111111111111111,0.46703296703296704,4.648351648351649
scraped_linkedin,Peraton,181,0.00442748465057117,False,0.0,Civil Engineering,5.859259259259259,135,5879.712707182321,70,0.17142857142857143,0.06629834254143646,0.18518518518518517,0.22099447513812154,6.226519337016574
scraped_indeed,Apple,532,0.044856661045531196,False,0.0,,5.13,400,4801.383458646616,169,0.005917159763313609,0.0018796992481203006,0.11,0.5657894736842105,4.265037593984962
scraped_indeed,JPMorgan Chase & Co.,411,0.034654300168634064,False,0.0,,4.907246376811594,345,5722.1824817518245,292,0.0,0.0,0.0463768115942029,0.681265206812652,6.91970802919708
scraped_indeed,Amazon,409,0.03448566610455312,False,0.0,Internet And Software,3.743935309973046,371,6390.533007334963,124,0.04032258064516129,0.012224938875305624,0.12129380053908356,0.5158924205378973,2.5794621026894866
scraped_indeed,Google,361,0.030438448566610456,False,0.0,,2.9101123595505616,356,4745.6537396121885,190,0.0,0.0,0.47191011235955055,0.9584487534626038,1.9722991689750693
scraped_indeed,Realign,209,0.017622259696458684,False,0.0,,6.8,100,2154.5693779904304,41,0.0,0.0,0.01,0.2727272727272727,7.421052631578948
scraped_indeed,Lockheed Martin,148,0.012478920741989882,False,0.0,,5.465116279069767,43,8104.675675675676,84,0.08333333333333333,0.0472972972972973,0.20930232558139536,0.18243243243243243,3.695945945945946
scraped_indeed,Tata Consultancy Services,146,0.012310286677908937,True,1.0,Consulting And Business Services,6.839285714285714,56,2529.472602739726,25,0.0,0.0,0.0,0.2808219178082192,5.958904109589041
scraped_indeed,NTT DATA,114,0.009612141652613829,False,0.0,,5.232323232323233,99,5507.254385964912,29,0.0,0.0,0.030303030303030304,0.9298245614035088,7.315789473684211
scraped_indeed,Wells Fargo,109,0.009190556492411467,False,0.0,,3.8372093023255816,86,5590.5504587155965,73,0.0,0.0,0.26744186046511625,0.5779816513761468,6.385321100917431
scraped_indeed,Raytheon,108,0.009106239460370995,False,0.0,Aerospace And Defense,5.095744680851064,94,7361.4537037037035,63,0.0,0.0,0.26595744680851063,0.1111111111111111,2.712962962962963
scraped_indeed,Capital One,90,0.007588532883642495,False,0.0,,4.455555555555556,90,6681.055555555556,81,0.0,0.0,0.1111111111111111,0.6777777777777778,9.566666666666666
scraped_indeed,Booz Allen Hamilton,79,0.006661045531197302,False,0.0,,4.19672131147541,61,5680.329113924051,17,0.0,0.0,0.3442622950819672,0.7848101265822784,7.481012658227848
scraped_indeed,Walmart,78,0.00657672849915683,False,0.0,,2.0384615384615383,78,8315.76923076923,55,0.0,0.0,0.7948717948717948,0.5897435897435898,6.012820512820513
scraped_indeed,Northrop Grumman,74,0.006239460370994941,False,0.0,,5.333333333333333,66,6569.040540540541,34,0.0,0.0,0.30303030303030304,0.013513513513513514,3.918918918918919
scraped_indeed,Ford Motor Company,70,0.005902192242833052,False,0.0,,4.428571428571429,63,6390.6,14,0.0,0.0,0.15873015873015872,0.21428571428571427,4.442857142857143
scraped_indeed,CACI International Inc,69,0.00581787521079258,False,0.0,,5.408163265306122,49,6040.521739130435,22,0.09090909090909091,0.028985507246376812,0.14285714285714285,0.2898550724637681,7.565217391304348
scraped_indeed,PNC Financial Services Group,67,0.005649241146711636,False,0.0,,3.925373134328358,67,8025.865671641791,39,0.0,0.0,0.19402985074626866,0.14925373134328357,5.0
scraped_indeed,GEICO,63,0.005311973018549747,False,0.0,,5.037037037037037,54,8859.968253968254,58,0.0,0.0,0.2037037037037037,0.49206349206349204,10.88888888888889
scraped_indeed,Uber,63,0.005311973018549747,False,0.0,,4.785714285714286,42,3142.3809523809523,33,0.0,0.0,0.19047619047619047,0.4126984126984127,3.5555555555555554
scraped_indeed,CGI,55,0.00463743676222597,False,0.0,,5.55,40,8399.0,24,0.20833333333333334,0.09090909090909091,0.1,0.4,7.836363636363636
