source_key,company_name_canonical,postings,share_of_source_swe,is_aggregator_any,aggregator_posting_share,industry_mode,mean_yoe,yoe_known_n,mean_description_length,known_seniority_n,entry_share_of_known_seniority,entry_share_of_all_postings,yoe_le2_share_of_yoe_known,ai_mention_share,mean_tech_count
kaggle_arshkon,Apex Systems,52,0.011085056491153272,True,1.0,IT Services and IT Consulting,4.884615384615385,26,4332.711538461538,28,0.07142857142857142,0.038461538461538464,0.11538461538461539,0.038461538461538464,5.019230769230769
kaggle_arshkon,Capital One,52,0.011085056491153272,False,0.0,Financial Services,4.461538461538462,52,5585.0192307692305,46,0.0,0.0,0.17307692307692307,0.23076923076923078,9.846153846153847
kaggle_arshkon,Motion Recruitment,40,0.008526966531656363,True,1.0,Staffing and Recruiting,6.2727272727272725,22,1681.075,24,0.0,0.0,0.045454545454545456,0.125,3.975
kaggle_arshkon,Tata Consultancy Services,39,0.008313792368364954,True,1.0,IT Services and IT Consulting,6.608695652173913,23,1114.4871794871794,10,0.0,0.0,0.0,0.05128205128205128,3.6666666666666665
kaggle_arshkon,Open Systems Technologies,31,0.006608399062033681,False,0.0,Staffing and Recruiting,5.5,8,540.3225806451613,5,0.0,0.0,0.125,0.06451612903225806,1.7419354838709677
kaggle_arshkon,Amazon,31,0.006608399062033681,False,0.0,Software Development,3.225806451612903,31,4044.1290322580644,13,0.3076923076923077,0.12903225806451613,0.2903225806451613,0.2903225806451613,1.8709677419354838
kaggle_arshkon,Fidelity Investments,29,0.006182050735450863,False,0.0,Financial Services,6.352941176470588,17,6005.931034482759,24,0.0,0.0,0.058823529411764705,0.0,6.931034482758621
kaggle_arshkon,ICE,26,0.005542528245576636,False,0.0,Financial Services,4.8,20,3476.3076923076924,24,0.08333333333333333,0.07692307692307693,0.15,0.038461538461538464,6.653846153846154
kaggle_arshkon,Experis,26,0.005542528245576636,True,1.0,Staffing and Recruiting,4.411764705882353,17,2799.0384615384614,7,0.14285714285714285,0.038461538461538464,0.11764705882352941,0.07692307692307693,3.5
kaggle_arshkon,Compunnel Inc.,26,0.005542528245576636,False,0.0,IT Services and IT Consulting,6.266666666666667,15,1470.423076923077,10,0.0,0.0,0.06666666666666667,0.038461538461538464,6.153846153846154
kaggle_arshkon,CodeMonk,25,0.005329354082285227,False,0.0,IT Services and IT Consulting,5.0,1,3015.4,25,0.0,0.0,0.0,1.0,6.24
kaggle_arshkon,Insight Global,25,0.005329354082285227,True,1.0,Defense and Space Manufacturing,4.846153846153846,13,1595.68,7,0.14285714285714285,0.04,0.15384615384615385,0.04,3.68
kaggle_arshkon,Akkodis,25,0.005329354082285227,True,0.04,IT Services and IT Consulting,4.2,15,2811.24,11,0.18181818181818182,0.08,0.06666666666666667,0.24,3.8
kaggle_arshkon,Actalent,23,0.004903005755702409,True,1.0,Business Consulting and Services,5.0,15,3679.391304347826,4,0.0,0.0,0.06666666666666667,0.0,1.5217391304347827
