source_bucket,n_postings,unique_titles,unique_per_1k,hhi,top1_share,top10_share,singleton_titles,singleton_share
arshkon,3987,2210,554.3014798093805,0.004062047906008045,0.03436167544519689,0.1477301228994231,1889,0.8547511312217194
asaniczka,14200,7204,507.32394366197184,0.003092551081134695,0.038661971830985915,0.12211267605633801,6071,0.8427262631871183
scraped,30279,16150,533.3729647610555,0.003125596898151986,0.03239869216288517,0.13276528286931535,13701,0.848359133126935
