source,n_both,n_exact,mae,pct_disagree3plus,exact_agreement_share
kaggle_arshkon,2895,2388.0,0.531951640759931,0.08117443868739206,0.8248704663212435
kaggle_asaniczka,12779,10122.0,0.686751702011112,0.10290320056342436,0.7920807574927615
scraped,17212,14282.0,0.5311410643736928,0.08162909597954915,0.8297699279572391
