,S1,S2,S3,S4,S5,S4_rule
S1,1.0,0.006659348701061105,0.9216245883644347,0.6848152213684595,0.27413099158433957,0.5427735089645078
S2,1.0,1.0,0.4725274725274725,0.8241758241758241,0.4945054945054945,0.6593406593406593
S3,0.9731859979908817,0.003322772583262499,1.0,0.686886639363264,0.2690673054632563,0.5426164902248667
S4,0.7257639212036606,0.0058166589111214514,0.6893904141461145,1.0,0.3780828292228944,0.7683418644330696
S5,0.7684102564102564,0.009230769230769232,0.7142564102564103,1.0,1.0,0.8043076923076923
S4_rule,0.7215682459383208,0.005837143691020528,0.6831403833057691,0.9638097091156728,0.38145734020819144,1.0
