,S1,S2,S3,S4,S5,S4_rule
S1,1.0,0.016227281805472338,0.9150689035350509,0.433143598961454,0.1610744957060116,0.5464849211104453
S2,1.0,1.0,0.38461538461538464,0.5169230769230769,0.23692307692307693,0.6153846153846154
S3,0.9653919089759798,0.006584492203961231,1.0,0.4169827222924568,0.15281289506953225,0.5532553729456384
S4,0.6694189366463462,0.012963963268770739,0.6108496025927926,1.0,0.3370630449880392,0.7394860714561309
S5,0.7385531135531136,0.017628205128205128,0.6641483516483516,1.0,1.0,0.7438186813186813
S4_rule,0.6228304785750868,0.011381095999544757,0.5976782564160928,0.545325214818187,0.18488590451260456,1.0
