company_name_canonical,source,period,n_postings,mean_desc_len,median_desc_len,entry_share,ai_share,ai_density_per_1k,scope_share,median_size
Qualcomm,kaggle_arshkon,2024-04,5,4816.2,4732.0,0.0,0.2,0.10025062656641603,0.0,42618.0
Qualcomm,scraped,2026-03,12,6622.166666666667,6492.5,0.0,0.0,0.0,0.0,
Quantum World Technologies Inc.,kaggle_arshkon,2024-04,8,1442.5,1274.0,0.0,0.0,0.0,0.125,528.0
Quantum World Technologies Inc.,scraped,2026-03,1,772.0,772.0,0.0,0.0,0.0,0.0,
Qumulo,kaggle_arshkon,2024-04,1,3853.0,3853.0,1.0,0.0,0.0,0.0,516.0
Qumulo,scraped,2026-03,4,4115.25,4079.5,0.75,0.0,0.0,0.0,
Raas Infotek,kaggle_arshkon,2024-04,6,1895.1666666666667,1792.5,0.0,0.0,0.0,0.0,204.0
Raas Infotek,scraped,2026-03,3,1727.0,1424.0,0.0,0.3333333333333333,0.4792715073088905,0.0,
Randstad Digital Americas,kaggle_arshkon,2024-04,6,3356.6666666666665,2597.0,0.0,0.0,0.0,0.0,4121.0
Randstad Digital Americas,scraped,2026-03,9,3372.1111111111113,3033.0,0.2222222222222222,0.0,0.0,0.0,
Randstad USA,kaggle_arshkon,2024-04,1,816.0,816.0,0.0,0.0,0.0,0.0,8993.0
Randstad USA,scraped,2026-03,1,1409.0,1409.0,0.0,0.0,0.0,0.0,
Rang Technologies Inc,kaggle_arshkon,2024-04,3,3540.0,3330.0,0.0,0.0,0.0,0.0,406.0
Rang Technologies Inc,scraped,2026-03,1,4601.0,4601.0,0.0,0.0,0.0,0.0,
Raymond James,kaggle_arshkon,2024-04,2,4953.0,4953.0,0.0,0.0,0.0,0.0,16880.0
Raymond James,scraped,2026-03,2,4029.5,4029.5,0.5,0.0,0.0,0.0,
Raytheon,kaggle_arshkon,2024-04,4,6519.0,6583.0,0.5,0.0,0.0,0.0,44200.0
Raytheon,scraped,2026-03,7,6976.571428571428,7043.0,0.2857142857142857,0.0,0.0,0.0,
"RedRiver Systems, LLC",kaggle_arshkon,2024-04,1,1432.0,1432.0,0.0,0.0,0.0,0.0,33.0
"RedRiver Systems, LLC",scraped,2026-03,4,2894.75,2907.0,0.0,0.0,0.0,0.0,
Redfin,kaggle_arshkon,2024-04,1,6079.0,6079.0,0.0,0.0,0.0,0.0,5338.0
Redfin,scraped,2026-03,1,4358.0,4358.0,0.0,1.0,0.25432349949135297,0.0,
Retool,kaggle_arshkon,2024-04,1,5689.0,5689.0,1.0,1.0,0.7055918151349444,0.0,364.0
Retool,scraped,2026-03,1,6181.0,6181.0,0.0,1.0,0.33112582781456956,0.0,
Ring,kaggle_arshkon,2024-04,1,6636.0,6636.0,0.0,0.0,0.0,0.0,1658.0
Ring,scraped,2026-03,2,6083.0,6083.0,0.0,0.0,0.0,0.0,
Rippling,kaggle_arshkon,2024-04,1,1283.0,1283.0,0.0,0.0,0.0,0.0,3001.0
Rippling,scraped,2026-03,4,5459.5,5507.0,0.0,0.0,0.0,0.0,
Robert Half,kaggle_arshkon,2024-04,18,2717.5555555555557,3093.5,0.3888888888888889,0.0,0.0,0.0,29173.0
Robert Half,scraped,2026-03,2,2613.0,2613.0,0.0,0.0,0.0,0.0,
Roblox,kaggle_arshkon,2024-04,2,5105.5,5105.5,0.0,0.0,0.0,0.0,7456.0
Roblox,scraped,2026-03,6,4585.166666666667,4345.5,0.0,0.0,0.0,0.0,
Roche,kaggle_arshkon,2024-04,1,3640.0,3640.0,0.0,0.0,0.0,0.0,91196.0
Roche,scraped,2026-03,1,8317.0,8317.0,0.0,0.0,0.0,0.0,
Rocket Lab,kaggle_arshkon,2024-04,3,7704.333333333333,7664.0,0.3333333333333333,0.0,0.0,0.0,1240.0
Rocket Lab,scraped,2026-03,3,9314.666666666666,9419.0,0.3333333333333333,0.0,0.0,0.0,
Rose International,kaggle_arshkon,2024-04,8,4383.625,4016.0,0.0,0.0,0.0,0.0,2136.0
Rose International,scraped,2026-03,3,7408.333333333333,7885.0,0.0,0.0,0.0,0.0,
Russell Tobin,kaggle_arshkon,2024-04,5,2111.2,2196.0,0.2,0.0,0.0,0.0,600.0
Russell Tobin,scraped,2026-03,1,4341.0,4341.0,0.0,0.0,0.0,0.0,
S&P Global,kaggle_arshkon,2024-04,2,9122.0,9122.0,0.5,0.0,0.0,0.0,37956.0
S&P Global,scraped,2026-03,1,9899.0,9899.0,0.0,0.0,0.0,0.0,
SAIC,kaggle_arshkon,2024-04,10,3086.6,2511.5,0.6,0.0,0.0,0.0,35929.0
SAIC,scraped,2026-03,1,4903.0,4903.0,0.0,0.0,0.0,0.0,
SAP,kaggle_arshkon,2024-04,1,7989.0,7989.0,1.0,0.0,0.0,0.0,112899.0
SAP,scraped,2026-03,1,8944.0,8944.0,0.0,0.0,0.0,0.0,
SMX,kaggle_arshkon,2024-04,2,3153.0,3153.0,0.5,0.0,0.0,0.0,1648.0
SMX,scraped,2026-03,1,4757.0,4757.0,1.0,0.0,0.0,0.0,
SPAR Information Systems LLC,kaggle_arshkon,2024-04,2,1765.5,1765.5,0.0,0.0,0.0,0.0,118.0
SPAR Information Systems LLC,scraped,2026-03,1,4051.0,4051.0,1.0,1.0,0.2585983966899405,0.0,
SPECTRAFORCE,kaggle_arshkon,2024-04,1,4467.0,4467.0,0.0,0.0,0.0,0.0,1795.0
SPECTRAFORCE,scraped,2026-03,1,5376.0,5376.0,0.0,1.0,0.9523809523809523,0.0,
SS&C Technologies,kaggle_arshkon,2024-04,2,3512.5,3512.5,0.0,0.0,0.0,0.0,21880.0
SS&C Technologies,scraped,2026-03,1,5913.0,5913.0,1.0,0.0,0.0,0.0,
SSi People,kaggle_arshkon,2024-04,3,2237.6666666666665,969.0,0.0,0.0,0.0,0.0,1636.0
SSi People,scraped,2026-03,2,2522.0,2522.0,0.0,0.0,0.0,0.0,
STAFFWORXS,kaggle_arshkon,2024-04,1,1353.0,1353.0,0.0,0.0,0.0,0.0,55.0
STAFFWORXS,scraped,2026-03,1,2329.0,2329.0,0.0,0.0,0.0,0.0,
Salesforce,kaggle_arshkon,2024-04,2,5793.0,5793.0,0.0,0.0,0.0,0.0,75503.0
Salesforce,scraped,2026-03,3,10789.666666666666,11295.0,0.0,1.0,0.4412404602431699,0.0,
Samson Rose,kaggle_arshkon,2024-04,2,2813.0,2813.0,0.0,0.5,0.32690421706440015,0.0,2.0
Samson Rose,scraped,2026-03,1,3432.0,3432.0,0.0,0.0,0.0,0.0,
Saragossa,kaggle_arshkon,2024-04,1,2045.0,2045.0,0.0,0.0,0.0,0.0,96.0
Saragossa,scraped,2026-03,1,1625.0,1625.0,0.0,0.0,0.0,0.0,
Saransh Inc,kaggle_arshkon,2024-04,2,1961.0,1961.0,0.0,0.0,0.0,0.0,67.0
Saransh Inc,scraped,2026-03,1,710.0,710.0,0.0,0.0,0.0,0.0,
Scion Staffing,kaggle_arshkon,2024-04,2,3732.0,3732.0,0.5,0.0,0.0,0.0,51.0
Scion Staffing,scraped,2026-03,4,4561.25,4568.5,0.0,0.25,0.8333333333333334,0.0,
Sibitalent Corp,kaggle_arshkon,2024-04,1,517.0,517.0,0.0,0.0,0.0,0.0,122.0
Sibitalent Corp,scraped,2026-03,1,417.0,417.0,0.0,0.0,0.0,0.0,
Signify Technology,kaggle_arshkon,2024-04,1,1888.0,1888.0,0.0,0.0,0.0,0.0,58.0
Signify Technology,scraped,2026-03,3,3465.3333333333335,2282.0,0.0,0.0,0.0,0.0,
"Sira Consulting, an Inc 5000 company",kaggle_arshkon,2024-04,4,1871.5,2214.5,0.0,0.0,0.0,0.0,359.0
"Sira Consulting, an Inc 5000 company",scraped,2026-03,1,148.0,148.0,1.0,0.0,0.0,0.0,
SiriusXM,kaggle_arshkon,2024-04,1,7920.0,7920.0,1.0,0.0,0.0,0.0,6439.0
SiriusXM,scraped,2026-03,2,8790.0,8790.0,0.0,0.0,0.0,0.0,
Smart IT Frame LLC,kaggle_arshkon,2024-04,5,1117.0,976.0,0.0,0.2,0.5636978579481398,0.2,199.0
Smart IT Frame LLC,scraped,2026-03,2,1526.0,1526.0,0.0,0.0,0.0,0.0,
Snap Inc.,kaggle_arshkon,2024-04,3,4673.0,4566.0,0.3333333333333333,0.0,0.0,0.0,7348.0
Snap Inc.,scraped,2026-03,1,10414.0,10414.0,0.0,0.0,0.0,0.0,
SoFi,kaggle_arshkon,2024-04,1,6098.0,6098.0,0.0,0.0,0.0,0.0,5147.0
SoFi,scraped,2026-03,9,6304.888888888889,6213.0,0.0,0.2222222222222222,0.12471682299795453,0.0,
Solomon Page,kaggle_arshkon,2024-04,3,2537.3333333333335,2708.0,0.0,0.0,0.0,0.0,749.0
Solomon Page,scraped,2026-03,3,3284.0,3038.0,0.0,0.0,0.0,0.0,
Sony Interactive Entertainment,kaggle_arshkon,2024-04,1,4813.0,4813.0,0.0,0.0,0.0,0.0,9305.0
Sony Interactive Entertainment,scraped,2026-03,1,6429.0,6429.0,0.0,0.0,0.0,0.0,
Spectrum,kaggle_arshkon,2024-04,2,4093.5,4093.5,0.5,0.0,0.0,0.0,88208.0
Spectrum,scraped,2026-03,1,7120.0,7120.0,0.0,0.0,0.0,0.0,
Srinav Inc,kaggle_arshkon,2024-04,1,1326.0,1326.0,0.0,0.0,0.0,0.0,691.0
Srinav Inc,scraped,2026-03,1,902.0,902.0,0.0,0.0,0.0,0.0,
"Stanley Black & Decker, Inc.",kaggle_arshkon,2024-04,1,6979.0,6979.0,0.0,0.0,0.0,0.0,25016.0
"Stanley Black & Decker, Inc.",scraped,2026-03,1,9135.0,9135.0,0.0,0.0,0.0,0.0,
State Farm,kaggle_arshkon,2024-04,3,5225.666666666667,5274.0,0.3333333333333333,0.0,0.0,0.0,102647.0
State Farm,scraped,2026-03,4,6744.5,6623.0,1.0,0.0,0.0,0.0,
State Street,kaggle_arshkon,2024-04,5,4497.0,5143.0,0.0,0.0,0.0,0.0,36866.0
State Street,scraped,2026-03,1,5264.0,5264.0,0.0,0.0,0.0,0.0,
Stealth Startup,kaggle_arshkon,2024-04,3,1863.3333333333333,1718.0,0.0,0.0,0.0,0.0,19543.0
Stealth Startup,scraped,2026-03,1,3040.0,3040.0,0.0,0.0,0.0,0.0,
Stefanini North America and APAC,kaggle_arshkon,2024-04,1,3113.0,3113.0,0.0,0.0,0.0,0.0,1596.0
Stefanini North America and APAC,scraped,2026-03,2,3004.0,3004.0,0.5,0.0,0.0,0.0,
"Strategic Education, Inc",kaggle_arshkon,2024-04,1,2775.0,2775.0,1.0,0.0,0.0,0.0,5783.0
"Strategic Education, Inc",scraped,2026-03,1,5175.0,5175.0,0.0,0.0,0.0,0.0,
Strategic Staffing Solutions,kaggle_arshkon,2024-04,1,752.0,752.0,0.0,0.0,0.0,0.0,1032.0
Strategic Staffing Solutions,scraped,2026-03,3,3311.3333333333335,3116.0,0.0,0.0,0.0,0.0,
StubHub,kaggle_arshkon,2024-04,1,6215.0,6215.0,1.0,0.0,0.0,0.0,1338.0
StubHub,scraped,2026-03,11,5782.272727272727,5571.0,0.09090909090909091,0.18181818181818182,0.11898224670000718,0.2727272727272727,
Sumeru Inc,kaggle_arshkon,2024-04,3,2327.0,2020.0,0.0,0.0,0.0,0.0,307.0
Sumeru Inc,scraped,2026-03,1,2583.0,2583.0,1.0,1.0,0.38925652004671074,0.0,
Swisslog,kaggle_arshkon,2024-04,1,2440.0,2440.0,1.0,0.0,0.0,0.0,3213.0
Swisslog,scraped,2026-03,1,4687.0,4687.0,0.0,0.0,0.0,0.0,
Synechron,kaggle_arshkon,2024-04,15,4114.066666666667,3898.0,0.06666666666666667,0.0,0.0,0.0,12818.0
Synechron,scraped,2026-03,7,5456.285714285715,5390.0,0.0,0.0,0.0,0.2857142857142857,
Synergis,kaggle_arshkon,2024-04,1,3466.0,3466.0,0.0,0.0,0.0,0.0,262.0
Synergis,scraped,2026-03,1,3893.0,3893.0,0.0,1.0,1.8789928598271326,0.0,
SynergisticIT,kaggle_arshkon,2024-04,2,3644.0,3644.0,1.0,0.0,0.0,0.0,105.0
SynergisticIT,scraped,2026-03,4,4008.25,4116.5,1.0,0.0,0.0,0.0,
System One,kaggle_arshkon,2024-04,8,2001.625,2146.0,0.125,0.0,0.0,0.0,946.0
System One,scraped,2026-03,2,3159.5,3159.5,0.0,0.0,0.0,0.0,
Systems Integration Solutions,kaggle_arshkon,2024-04,1,802.0,802.0,0.0,0.0,0.0,0.0,66.0
Systems Integration Solutions,scraped,2026-03,1,2179.0,2179.0,0.0,1.0,5.643340857787811,0.0,
T. Rowe Price,kaggle_arshkon,2024-04,1,4848.0,4848.0,0.0,0.0,0.0,0.0,8729.0
T. Rowe Price,scraped,2026-03,1,8302.0,8302.0,0.0,1.0,0.3924646781789639,0.0,
TALENT Software Services,kaggle_arshkon,2024-04,2,872.0,872.0,0.0,0.0,0.0,0.0,224.0
TALENT Software Services,scraped,2026-03,2,2959.5,2959.5,0.0,0.0,0.0,0.0,
TEKsystems,kaggle_arshkon,2024-04,21,2258.2380952380954,2241.0,0.9047619047619048,0.0,0.0,0.0,26749.0
TEKsystems,scraped,2026-03,27,4871.7037037037035,4490.0,0.18518518518518517,0.25925925925925924,0.37771428806555746,0.0,
Talent Groups,kaggle_arshkon,2024-04,13,686.7692307692307,600.0,0.07692307692307693,0.0,0.0,0.0,504.0
Talent Groups,scraped,2026-03,6,2174.0,2500.0,0.16666666666666666,0.0,0.0,0.3333333333333333,
"TalentBurst, an Inc 5000 company",kaggle_arshkon,2024-04,1,2191.0,2191.0,1.0,0.0,0.0,0.0,680.0
"TalentBurst, an Inc 5000 company",scraped,2026-03,1,3790.0,3790.0,1.0,0.0,0.0,0.0,
Tata Consultancy Services,kaggle_arshkon,2024-04,31,1083.1935483870968,1029.0,0.8064516129032258,0.0,0.0,0.0967741935483871,596046.0
Tata Consultancy Services,scraped,2026-03,10,2313.2,2268.0,0.2,0.2,0.516467565696291,0.0,
Tech Consulting,kaggle_arshkon,2024-04,6,3753.0,4009.5,0.5,0.0,0.0,0.0,40.0
Tech Consulting,scraped,2026-03,1,1095.0,1095.0,1.0,0.0,0.0,0.0,
TechDoQuest,kaggle_arshkon,2024-04,4,1181.0,682.5,0.0,0.0,0.0,0.25,93.0
TechDoQuest,scraped,2026-03,2,1656.0,1656.0,0.0,0.0,0.0,0.0,
Tek Inspirations LLC,kaggle_arshkon,2024-04,1,3707.0,3707.0,0.0,0.0,0.0,0.0,358.0
Tek Inspirations LLC,scraped,2026-03,1,2708.0,2708.0,0.0,0.0,0.0,0.0,
Tekskills Inc.,kaggle_arshkon,2024-04,3,1015.0,753.0,0.0,0.0,0.0,0.0,564.0
Tekskills Inc.,scraped,2026-03,1,731.0,731.0,1.0,0.0,0.0,0.0,
Teradyne,kaggle_arshkon,2024-04,1,3716.0,3716.0,0.0,0.0,0.0,0.0,5074.0
Teradyne,scraped,2026-03,2,3863.0,3863.0,0.0,0.0,0.0,0.0,
Tesla,kaggle_arshkon,2024-04,4,3751.5,3602.5,1.0,0.0,0.0,0.0,68352.0
Tesla,scraped,2026-03,2,4243.0,4243.0,0.0,0.0,0.0,0.5,
Teza Technologies,kaggle_arshkon,2024-04,1,3382.0,3382.0,0.0,0.0,0.0,0.0,90.0
Teza Technologies,scraped,2026-03,1,4137.0,4137.0,0.0,0.0,0.0,0.0,
The Aerospace Corporation,kaggle_arshkon,2024-04,1,7367.0,7367.0,0.0,0.0,0.0,0.0,4719.0
The Aerospace Corporation,scraped,2026-03,1,7866.0,7866.0,0.0,0.0,0.0,0.0,
"The Brixton Group, Inc.",kaggle_arshkon,2024-04,1,864.0,864.0,0.0,0.0,0.0,0.0,56.0
"The Brixton Group, Inc.",scraped,2026-03,1,2063.0,2063.0,0.0,0.0,0.0,0.0,
The Depository Trust & Clearing Corporation (DTCC),kaggle_arshkon,2024-04,1,3937.0,3937.0,0.0,0.0,0.0,0.0,6106.0
The Depository Trust & Clearing Corporation (DTCC),scraped,2026-03,4,4960.5,4816.0,0.0,0.0,0.0,0.0,
The Hartford,kaggle_arshkon,2024-04,1,4180.0,4180.0,0.0,0.0,0.0,0.0,19910.0
The Hartford,scraped,2026-03,7,6049.857142857143,6631.0,0.0,0.8571428571428571,2.338733364598665,0.0,
The Mom Project,kaggle_arshkon,2024-04,1,3256.0,3256.0,1.0,0.0,0.0,0.0,926.0
The Mom Project,scraped,2026-03,1,7401.0,7401.0,0.0,0.0,0.0,0.0,
The Trade Desk,kaggle_arshkon,2024-04,2,8416.5,8416.5,0.0,0.0,0.0,0.0,3600.0
The Trade Desk,scraped,2026-03,2,8485.0,8485.0,0.0,0.0,0.0,0.0,
The Walt Disney Company,kaggle_arshkon,2024-04,5,5131.2,4759.0,0.0,0.0,0.0,0.0,169083.0
The Walt Disney Company,scraped,2026-03,10,5500.3,5424.5,0.0,0.2,0.07090874153222423,0.0,
Thomson Reuters,kaggle_arshkon,2024-04,2,6102.0,6102.0,1.0,0.5,0.35081564637782847,0.0,33094.0
Thomson Reuters,scraped,2026-03,3,10751.333333333334,10079.0,0.0,0.6666666666666666,0.327653997378768,0.0,
Tier4 Group,kaggle_arshkon,2024-04,2,1851.0,1851.0,0.0,0.0,0.0,0.0,53.0
Tier4 Group,scraped,2026-03,1,5446.0,5446.0,0.0,0.0,0.0,0.0,
TikTok,kaggle_arshkon,2024-04,14,6238.142857142857,6317.0,0.07142857142857142,0.0,0.0,0.0,64587.0
TikTok,scraped,2026-03,9,6843.444444444444,6899.0,0.7777777777777778,0.2222222222222222,0.15360274675481123,0.0,
Toyota North America,kaggle_arshkon,2024-04,2,5018.0,5018.0,0.0,0.0,0.0,0.0,18247.0
Toyota North America,scraped,2026-03,3,7280.666666666667,6980.0,0.0,0.3333333333333333,0.037069988137603795,0.3333333333333333,
Trane Technologies,kaggle_arshkon,2024-04,1,5035.0,5035.0,1.0,0.0,0.0,0.0,11024.0
Trane Technologies,scraped,2026-03,1,6011.0,6011.0,0.0,0.0,0.0,0.0,
Travelers,kaggle_arshkon,2024-04,1,6189.0,6189.0,0.0,0.0,0.0,0.0,41564.0
Travelers,scraped,2026-03,1,10301.0,10301.0,0.0,1.0,0.5352363960749331,0.0,
Trimble Inc.,kaggle_arshkon,2024-04,1,5175.0,5175.0,0.0,0.0,0.0,0.0,9359.0
Trimble Inc.,scraped,2026-03,6,7459.0,7413.0,0.0,0.0,0.0,0.0,
Trinity Technology Solutions LLC,kaggle_arshkon,2024-04,1,1166.0,1166.0,0.0,0.0,0.0,0.0,28.0
Trinity Technology Solutions LLC,scraped,2026-03,2,1805.0,1805.0,0.0,0.0,0.0,0.0,
Tyler Technologies,kaggle_arshkon,2024-04,2,3225.5,3225.5,0.5,0.0,0.0,0.0,6735.0
Tyler Technologies,scraped,2026-03,1,4202.0,4202.0,0.0,0.0,0.0,0.0,
U.S. Bank,kaggle_arshkon,2024-04,4,6183.25,6462.0,0.0,0.0,0.0,0.0,77486.0
U.S. Bank,scraped,2026-03,5,7972.4,6808.0,0.0,0.2,0.1122334455667789,0.0,
UPS,kaggle_arshkon,2024-04,1,5406.0,5406.0,0.0,0.0,0.0,0.0,148730.0
UPS,scraped,2026-03,1,7212.0,7212.0,0.0,0.0,0.0,0.0,
Uber,kaggle_arshkon,2024-04,8,2672.5,2300.5,0.0,0.0,0.0,0.0,95108.0
Uber,scraped,2026-03,16,2670.0,1980.0,0.25,0.0,0.0,0.0,
Unisys,kaggle_arshkon,2024-04,3,2396.0,2549.0,0.0,0.0,0.0,0.3333333333333333,24394.0
Unisys,scraped,2026-03,2,1960.5,1960.5,0.0,1.0,0.8374183006535947,0.0,
VDart,kaggle_arshkon,2024-04,6,1768.5,1641.5,0.0,0.0,0.0,0.0,1945.0
VDart,scraped,2026-03,4,2023.25,1614.0,0.5,0.0,0.0,0.25,
VIVA USA Inc.,kaggle_arshkon,2024-04,1,3739.0,3739.0,0.0,0.0,0.0,0.0,355.0
VIVA USA Inc.,scraped,2026-03,2,4683.0,4683.0,0.0,0.0,0.0,0.0,
VKore Solutions LLC,kaggle_arshkon,2024-04,1,442.0,442.0,0.0,0.0,0.0,0.0,22.0
VKore Solutions LLC,scraped,2026-03,1,562.0,562.0,1.0,0.0,0.0,0.0,
"VMC Soft Technologies, Inc",kaggle_arshkon,2024-04,6,1759.0,759.5,0.0,0.0,0.0,0.0,32.0
"VMC Soft Technologies, Inc",scraped,2026-03,1,6215.0,6215.0,0.0,0.0,0.0,1.0,
VT Group (VTG),kaggle_arshkon,2024-04,3,1714.3333333333333,1643.0,1.0,0.0,0.0,0.3333333333333333,1006.0
VT Group (VTG),scraped,2026-03,1,5524.0,5524.0,1.0,0.0,0.0,0.0,
Veeva Systems,kaggle_arshkon,2024-04,1,3947.0,3947.0,0.0,0.0,0.0,0.0,8355.0
Veeva Systems,scraped,2026-03,10,4520.4,4354.0,0.2,0.0,0.0,0.0,
Veho,kaggle_arshkon,2024-04,1,4229.0,4229.0,0.0,0.0,0.0,0.0,677.0
Veho,scraped,2026-03,1,2821.0,2821.0,0.0,0.0,0.0,0.0,
Venmo,kaggle_arshkon,2024-04,3,6908.0,6382.0,0.0,0.0,0.0,0.0,615.0
Venmo,scraped,2026-03,10,9551.4,9563.0,0.0,0.0,0.0,0.0,
Veritas Search Group,kaggle_arshkon,2024-04,1,2750.0,2750.0,0.0,0.0,0.0,0.0,2.0
Veritas Search Group,scraped,2026-03,1,3590.0,3590.0,0.0,0.0,0.0,1.0,
Verizon,kaggle_arshkon,2024-04,3,5080.0,5001.0,0.3333333333333333,0.0,0.0,0.0,92499.0
Verizon,scraped,2026-03,7,6022.571428571428,5969.0,0.0,1.0,0.1699136755643413,0.0,
Viasat,kaggle_arshkon,2024-04,5,4162.0,4246.0,0.4,0.0,0.0,0.0,6340.0
Viasat,scraped,2026-03,8,4437.75,4627.0,0.0,0.0,0.0,0.0,
VideoAmp,kaggle_arshkon,2024-04,1,3708.0,3708.0,0.0,0.0,0.0,0.0,517.0
VideoAmp,scraped,2026-03,1,5050.0,5050.0,0.0,0.0,0.0,0.0,
Visa,kaggle_arshkon,2024-04,5,6559.4,5932.0,0.0,0.0,0.0,0.0,25502.0
Visa,scraped,2026-03,4,7074.0,6807.0,0.0,0.0,0.0,0.0,
Visionary Innovative Technology Solutions LLC,kaggle_arshkon,2024-04,1,1091.0,1091.0,0.0,0.0,0.0,0.0,68.0
Visionary Innovative Technology Solutions LLC,scraped,2026-03,3,1227.3333333333333,1516.0,0.3333333333333333,0.0,0.0,0.0,
Vistra Corp.,kaggle_arshkon,2024-04,1,5139.0,5139.0,1.0,0.0,0.0,0.0,1909.0
Vistra Corp.,scraped,2026-03,1,5747.0,5747.0,0.0,0.0,0.0,0.0,
WEX,kaggle_arshkon,2024-04,6,3592.8333333333335,3464.5,0.3333333333333333,0.3333333333333333,0.11652974777756321,0.0,4825.0
WEX,scraped,2026-03,2,3330.5,3330.5,0.5,0.0,0.0,0.0,
WHOOP,kaggle_arshkon,2024-04,3,3320.3333333333335,3112.0,0.0,0.0,0.0,0.0,819.0
WHOOP,scraped,2026-03,2,4422.5,4422.5,0.0,0.0,0.0,0.0,
Walgreens,kaggle_arshkon,2024-04,1,5197.0,5197.0,0.0,0.0,0.0,0.0,84406.0
Walgreens,scraped,2026-03,1,5619.0,5619.0,0.0,0.0,0.0,0.0,
Walmart,kaggle_arshkon,2024-04,2,8015.5,8015.5,0.0,0.0,0.0,0.0,427883.0
Walmart,scraped,2026-03,13,8927.461538461539,7723.0,0.0,0.0,0.0,0.0,
Wells Fargo,kaggle_arshkon,2024-04,16,5427.0625,5260.0,0.0,0.0,0.0,0.0,194312.0
Wells Fargo,scraped,2026-03,8,3893.5,3759.5,0.0,0.625,0.3936198834228657,0.0,
Western Union,kaggle_arshkon,2024-04,3,6100.666666666667,7210.0,0.0,0.0,0.0,0.0,13689.0
Western Union,scraped,2026-03,1,6057.0,6057.0,0.0,0.0,0.0,0.0,
Westinghouse Electric Company,kaggle_arshkon,2024-04,3,4474.666666666667,5133.0,0.3333333333333333,0.0,0.0,0.0,9763.0
Westinghouse Electric Company,scraped,2026-03,3,3991.0,3911.0,1.0,0.0,0.0,0.0,
Wolters Kluwer,kaggle_arshkon,2024-04,1,3763.0,3763.0,0.0,0.0,0.0,0.0,22383.0
Wolters Kluwer,scraped,2026-03,3,6663.666666666667,6918.0,0.0,0.6666666666666666,0.23335951824565893,0.0,
Workday,kaggle_arshkon,2024-04,3,5379.666666666667,5358.0,0.0,0.0,0.0,0.0,20781.0
Workday,scraped,2026-03,5,7538.6,7787.0,0.0,0.2,0.06718172657037286,0.0,
Xylem,kaggle_arshkon,2024-04,1,5738.0,5738.0,0.0,0.0,0.0,0.0,14637.0
Xylem,scraped,2026-03,2,5416.5,5416.5,0.0,0.0,0.0,0.0,
"Yoh, A Day & Zimmermann Company",kaggle_arshkon,2024-04,2,2629.0,2629.0,0.0,0.0,0.0,0.0,1833.0
"Yoh, A Day & Zimmermann Company",scraped,2026-03,6,5479.0,5448.0,0.0,0.16666666666666666,0.10475591870940709,0.0,
"Zillion Technologies, Inc.",kaggle_arshkon,2024-04,5,2539.0,2524.0,0.0,0.0,0.0,0.0,332.0
"Zillion Technologies, Inc.",scraped,2026-03,1,5526.0,5526.0,0.0,0.0,0.0,0.0,
"Zodiac Solutions, Inc",kaggle_arshkon,2024-04,6,1089.8333333333333,1057.5,0.0,0.0,0.0,0.0,235.0
"Zodiac Solutions, Inc",scraped,2026-03,1,640.0,640.0,0.0,0.0,0.0,0.0,
ZoomInfo,kaggle_arshkon,2024-04,1,4237.0,4237.0,0.0,0.0,0.0,0.0,4144.0
ZoomInfo,scraped,2026-03,1,5440.0,5440.0,0.0,0.0,0.0,0.0,
Zoox,kaggle_arshkon,2024-04,2,2786.5,2786.5,0.0,0.0,0.0,0.0,3168.0
Zoox,scraped,2026-03,1,5321.0,5321.0,0.0,0.0,0.0,0.0,
ektello,kaggle_arshkon,2024-04,1,2395.0,2395.0,0.0,0.0,0.0,0.0,89.0
ektello,scraped,2026-03,1,2195.0,2195.0,0.0,0.0,0.0,0.0,
hackajob,kaggle_arshkon,2024-04,10,2521.6,1949.5,0.0,0.0,0.0,0.0,158.0
hackajob,scraped,2026-03,24,6009.541666666667,5903.0,0.041666666666666664,0.16666666666666666,0.2850403608870989,0.0,
myGwork - LGBTQ+ Business Community,kaggle_arshkon,2024-04,22,5216.045454545455,6756.0,0.2727272727272727,0.0,0.0,0.0,133.0
myGwork - LGBTQ+ Business Community,scraped,2026-03,10,7131.6,6761.0,0.0,0.3,0.2433691390518221,0.0,
