period,metric,SWE,adjacent,control,SWE_minus_control,adj_minus_control,SWE_minus_adj
2024-01,ai_strict_binary,0.009818522808759446,0.006687898089171975,0.0017941732089120095,0.008024349599847437,0.004893724880259965,0.0031306247195874715
2024-01,ai_broad_binary,0.14595399635942413,0.12749469214437367,0.011420054869424061,0.13453394149000006,0.11607463727494961,0.01845930421505046
2024-01,has_ai_tech,0.03050361299575266,0.02823779193205945,0.0018985959882666767,0.028605017007485984,0.026339195943792772,0.0022658210636932116
2024-01,tech_count,4.487616526008053,2.0056263269639065,0.08085171016033643,4.406764815847716,1.9247746168035702,2.4819901990441466
2024-01,org_scope_count,1.2639417507860333,1.0920382165605096,0.1668581084288169,1.0970836423572163,0.9251801081316927,0.17190353422552374
2024-01,requirement_breadth,8.448066633570523,5.684819532908705,2.488774551219373,5.9592920823511495,3.1960449816893317,2.7632471006618182
2024-04,ai_strict_binary,0.01385632061394159,0.017946577629382305,0.0017413512885999535,0.012114969325341637,0.01620522634078235,-0.004090257015440715
2024-04,ai_broad_binary,0.16115966744830526,0.16485809682804675,0.008242396099373113,0.15291727134893215,0.15661570072867365,-0.0036984293797414913
2024-04,has_ai_tech,0.04412705180132168,0.048414023372287146,0.0017413512885999535,0.04238570051272173,0.046672672083687194,-0.004286971570965463
2024-04,tech_count,4.814325303773183,2.406093489148581,0.06814488042721152,4.7461804233459715,2.3379486087213697,2.408231814624602
2024-04,org_scope_count,1.2666808782775527,1.1773789649415694,0.2284652890643139,1.0382155892132388,0.9489136758772554,0.08930191333598336
2024-04,requirement_breadth,8.538477936474099,6.130634390651085,2.3769445089389367,6.161533427535161,3.7536898817121487,2.407843545823013
2026-03,ai_strict_binary,0.13429741619052435,0.10155551582335062,0.002832001618286639,0.1314654145722377,0.09872351420506398,0.032741900367173726
2026-03,ai_broad_binary,0.5066997016736613,0.4636152333273735,0.07732375847071912,0.42937594320294215,0.3862914748566544,0.04308446834628782
2026-03,has_ai_tech,0.21600849471608435,0.20042910781333811,0.003641144937797107,0.21236734977828725,0.196787962875541,0.01557938690274624
2026-03,tech_count,6.120746321484552,3.7530842124083676,0.16501466572266613,5.955731655761886,3.5880695466857015,2.3676621090761847
2026-03,org_scope_count,2.3027759518632753,1.8608975505095655,0.48755942146252657,1.8152165304007488,1.373338129047039,0.4418784013537098
2026-03,requirement_breadth,11.908176164231177,9.068299660289648,3.531253160716092,8.376923003515085,5.537046499573556,2.839876503941529
2026-04,ai_strict_binary,0.15281463229719486,0.11835305884314053,0.0024527616279069768,0.15036187066928788,0.11590029721523355,0.03446157345405433
2026-04,ai_broad_binary,0.515352539802881,0.49258209701616934,0.07826126453488372,0.4370912752679973,0.4143208324812856,0.022770442786711642
2026-04,has_ai_tech,0.2312357846853677,0.22187031171861976,0.0034974563953488374,0.22773832829001886,0.21837285532327091,0.009365472966747945
2026-04,tech_count,6.154710007581501,3.784630771795299,0.1640625,5.990647507581501,3.620568271795299,2.370079235786202
2026-04,org_scope_count,2.278478013646702,1.8001333555592598,0.4583484738372093,1.820129539809493,1.3417848817220506,0.4783446580874424
2026-04,requirement_breadth,11.850454890068233,8.95699283213869,3.355877543604651,8.494577346463583,5.601115288534039,2.8934620579295434
