period,group,n,cos_to_2024_01_SWE
2024-01,SWE,200,1.0000000000000002
2024-01,adjacent,200,0.7999050238719756
2024-04,SWE,200,0.7935640675383011
2024-04,adjacent,200,0.7767767280104292
2026-03,SWE,200,0.7372569927527166
2026-03,adjacent,200,0.7522470918487667
2026-04,SWE,200,0.7389191328437348
2026-04,adjacent,200,0.7352012458243838
