group,period,source,ai_strict_binary,ai_broad_binary,has_ai_tech,desc_len_chars,org_scope_count,soft_skill_count,mgmt_strict_count,tech_count,ai_tech_count,requirement_breadth,edu_level
SWE,2024-01,kaggle_asaniczka,0.009818522808759446,0.14595399635942413,0.03050361299575266,3881.4461911853937,1.2639417507860333,1.9718131171051905,0.7148767168624856,4.487616526008053,0.06205527056097965,8.448066633570523,1.0669093717248608
SWE,2024-04,kaggle_arshkon,0.01385632061394159,0.16115966744830526,0.04412705180132168,3305.6418674056704,1.2666808782775527,1.894265615007461,0.5493498188019612,4.814325303773183,0.09443615433809423,8.538477936474099,0.7465359198465146
SWE,2026-03,scraped,0.13429741619052435,0.5066997016736613,0.21600849471608435,4977.4097183597105,2.3027759518632753,2.4561359154573497,0.8942205592354755,6.120746321484552,0.5960964757041007,11.908176164231177,0.9445315265207058
SWE,2026-04,scraped,0.15281463229719486,0.515352539802881,0.2312357846853677,4850.7362111448065,2.278478013646702,2.4086902956785443,0.8557619408642911,6.154710007581501,0.6564158453373768,11.850454890068233,0.9321929492039424
adjacent,2024-01,kaggle_asaniczka,0.006687898089171975,0.12749469214437367,0.02823779193205945,3992.1859872611467,1.0920382165605096,1.9981953290870489,0.582271762208068,2.0056263269639065,0.06804670912951168,5.684819532908705,1.0412951167728237
adjacent,2024-04,kaggle_arshkon,0.017946577629382305,0.16485809682804675,0.048414023372287146,3640.273789649416,1.1773789649415694,2.0313021702838063,0.49791318864774625,2.406093489148581,0.11185308848080133,6.130634390651085,0.820534223706177
adjacent,2026-03,scraped,0.10155551582335062,0.4636152333273735,0.20042910781333811,5213.967459324155,1.8608975505095655,2.561952440550688,0.7908099409976757,3.7530842124083676,0.598426604684427,9.068299660289648,1.0700876095118899
adjacent,2026-04,scraped,0.11835305884314053,0.49258209701616934,0.22187031171861976,5027.992665444241,1.8001333555592598,2.514419069844974,0.739456576096016,3.784630771795299,0.6506084347391232,8.95699283213869,1.0936822803800634
control,2024-01,kaggle_asaniczka,0.0017941732089120095,0.011420054869424061,0.0018985959882666767,3749.855165605035,0.1668581084288169,1.6588033149485955,0.5804672444727125,0.08085171016033643,0.0018985959882666767,2.488774551219373,0.5948111371640672
control,2024-04,kaggle_arshkon,0.0017413512885999535,0.008242396099373113,0.0017413512885999535,3206.525191548642,0.2284652890643139,1.599721383793824,0.4788716043649872,0.06814488042721152,0.0017413512885999535,2.3769445089389367,0.5143951706524262
control,2026-03,scraped,0.002832001618286639,0.07732375847071912,0.003641144937797107,4485.917568524324,0.48755942146252657,2.1917163952665115,0.6841306766461009,0.16501466572266613,0.0052088601193486395,3.531253160716092,0.7188226964701123
control,2026-04,scraped,0.0024527616279069768,0.07826126453488372,0.0034974563953488374,4387.892441860465,0.4583484738372093,2.087981468023256,0.6430323401162791,0.1640625,0.005041787790697675,3.355877543604651,0.6914516715116279
