metric,exclude_aggregator,pre_swe,post_swe,swe_change,pre_ctrl,post_ctrl,ctrl_change,did_swe_vs_ctrl,did_swe_ci_lo,did_swe_ci_hi,pre_adj,post_adj,adj_change,did_adj_vs_ctrl,did_adj_ci_lo,did_adj_ci_hi,did_share_of_swe_change,flag
ai_strict_binary,False,0.010648553900087643,0.14385655928181795,0.1332080053817303,0.0017901803343425037,0.002632208662359416,0.0008420283280169123,0.1323659770537134,0.12870648697083809,0.13579321508238942,0.00897088693297224,0.11024844720496894,0.1012775602719967,0.10043553194397979,0.09501125008404261,0.10616551106645844,0.9936788459101693,swe_specific
ai_strict_binary,True,0.010335784439759346,0.14403920072767817,0.13370341628791882,0.00186840191810325,0.002745473853246652,0.0008770719351434023,0.1328263443527754,0.12933319258253864,0.13682351885095428,0.009460924411156006,0.10945890128046262,0.09999797686930662,0.09912090493416321,0.09326347233893621,0.10541298969476016,0.9934401681012046,swe_specific
ai_broad_binary,False,0.149079754601227,0.5111665565910815,0.36208680198985443,0.011179851695844852,0.07781765972720747,0.06663780803136263,0.2954489939584918,0.28831367468752056,0.30300713641357196,0.13507109004739337,0.47860593512767424,0.34353484508028087,0.2768970370489182,0.2661181984037149,0.2876899751414808,0.8159617868832738,swe_specific
ai_broad_binary,True,0.1477862909446187,0.5267157653824712,0.3789294744378525,0.011431306316671115,0.05988241083685151,0.048451104520180394,0.3304783699176721,0.32298679689314874,0.33740028315951226,0.13600078841036758,0.4926683188764973,0.35666753046612976,0.30821642594594933,0.29722175216621693,0.3192936810111846,0.8721368809009689,swe_specific
has_ai_tech,False,0.033304119193689745,0.2238692791272229,0.19056515993353315,0.0018867096660962661,0.003565446279014118,0.001678736612917852,0.1888864233206153,0.1838579803823699,0.1935789111297932,0.03232904536222072,0.21152518978605936,0.17919614442383863,0.1775174078109208,0.16946038800071042,0.18480104798869232,0.9911907474928608,swe_specific
has_ai_tech,True,0.033269913097135805,0.2289252075936739,0.1956552944965381,0.0019696453717935737,0.0037556010256675904,0.0017859556538740167,0.19386933884266408,0.18885196507862487,0.1987816345308787,0.03340888932689465,0.21334159438248657,0.17993270505559192,0.1781467494017179,0.16979878940809368,0.18664642187045916,0.9908719278030801,swe_specific
desc_len_chars,False,3763.080806310254,4912.017049485091,1148.9362431748368,3708.784177964986,4434.2755204594405,725.4913424944543,423.4449006803825,380.29415985135876,468.1703262522008,3920.8266756939743,5117.723257418909,1196.896581724935,471.4052392304807,410.72055871266036,537.9565504906906,0.36855387163197506,mostly_macro
desc_len_chars,True,3707.145677996606,5112.935506587248,1405.7898285906417,3743.1458918167677,4467.269315444585,724.1234236278174,681.6664049628243,631.3361464100459,727.4306223238053,3935.4127328274367,5314.946819496076,1379.5340866686397,655.4106630408223,589.2650941759042,721.7494313683177,0.48489922967092536,mostly_macro
org_scope_count,False,1.2645048203330411,2.290232626403464,1.0257278060704227,0.17151507173884428,0.4721703756879636,0.3006553039491193,0.7250725021213034,0.700342362854904,0.7532988975309914,1.1093432633716993,1.8294513457556936,0.7201080823839943,0.41945277843487494,0.38644542680270444,0.4549373997468246,0.7068858793046335,swe_specific
org_scope_count,True,1.3121304057181056,2.390452158093953,1.0783217523758473,0.16078380841056983,0.45437592271232097,0.29359211430175114,0.7847296380740961,0.7609318348958357,0.8128936557521961,1.1240760816004731,1.9006608839322594,0.7765848023317863,0.48299268803003514,0.44689467647715353,0.5229965165392431,0.7277323640602772,swe_specific
soft_skill_count,False,1.955872042068361,2.431643061568944,0.47577101950058287,1.6543372383835724,2.1370662837999523,0.48272904541637995,-0.006958025915797084,-0.03496121059435497,0.02426191382517207,2.0049085985104944,2.537353347135956,0.5324447486254615,0.049715703209081585,0.006326907397659687,0.09437716801559379,-0.014624736754880378,mostly_macro
soft_skill_count,True,2.0065305702679077,2.524221707109533,0.5176911368416253,1.6310044271001114,2.1093786422854777,0.47837421518536627,0.039316921656258996,0.007914124213591323,0.07223542558078558,2.0560756873952895,2.6349648905410987,0.5788892031458093,0.100514987960443,0.051173516482661864,0.1466927455372482,0.07594667719468226,mostly_macro
mgmt_strict_count,False,0.6808501314636284,0.8743670653848976,0.19351693392126923,0.5727875038392348,0.6624790619765494,0.08969155813731455,0.10382537578395468,0.0908563208413704,0.11721393326148281,0.5651658767772512,0.7642339544513458,0.19906807767409462,0.10937651953678007,0.08798476731797052,0.1304039080116102,0.5365182967718741,swe_specific
mgmt_strict_count,True,0.6197871136936288,0.9244153633989612,0.3046282497053324,0.5704056180912848,0.6468699008003316,0.07646428270904682,0.2281639669962856,0.21165420525382425,0.24291270873723234,0.5588843993298512,0.8048327137546468,0.2459483144247956,0.16948403171574877,0.14493877330176091,0.19223743834332696,0.7489914911600914,swe_specific
tech_count,False,4.554776511831727,6.138279396296568,1.583502884464841,0.07989118511693212,0.1645130413974635,0.08462185628053139,1.4988810281843097,1.4254229967857346,1.5630825066767968,2.086831415030467,3.7694099378881987,1.6825785228577317,1.5979566665772003,1.5077694100376116,1.6885714917731687,0.9465603396680076,swe_specific
tech_count,True,4.328996760425772,6.072474399225375,1.743477638799603,0.07313458936575579,0.14613173094356238,0.0729971415778066,1.6704804972217964,1.589202614924948,1.74355922356619,2.1079136690647484,3.7672449401073935,1.659331271042645,1.5863341294648385,1.4868905615214847,1.67659421508968,0.958131300365822,swe_specific
ai_tech_count,False,0.0687116564417178,0.6272351459113036,0.5585234894695857,0.0018867096660962661,0.005120842306771955,0.0032341326406756885,0.55528935682891,0.5395877840520111,0.5715754563649527,0.07692958700067705,0.6254313319530711,0.548501744952394,0.5452676123117183,0.5137555975471239,0.5770991044393323,0.9942094957478922,swe_specific
ai_tech_count,True,0.0675168406438011,0.630468589536692,0.5629517488928909,0.0019696453717935737,0.005439146313035821,0.0034695009412422473,0.5594822479516487,0.5403096895354504,0.5775867541529736,0.07962944712722972,0.6214374225526642,0.5418079754254345,0.5383384744841923,0.5062272386384327,0.5697040263164297,0.9938369479301461,swe_specific
requirement_breadth,False,8.466652059596845,11.878378708935692,3.4117266493388474,2.4803211794129263,3.438860971524288,0.9585397921113619,2.4531868572274855,2.3603116557399537,2.55025024988166,5.775220040622885,9.010697032436163,3.235476991813278,2.276937199701916,2.1327869435863183,2.414737881847804,0.7190455477149332,swe_specific
requirement_breadth,True,8.277780634545174,12.0556028285555,3.7778221940103265,2.437196844885825,3.359501670594939,0.922304825709114,2.8555173683012125,2.75499376211863,2.9546729529515066,5.856410761801517,9.217162329615862,3.3607515678143445,2.4384467421052305,2.3005317495359323,2.5981665283144575,0.7558633576849083,swe_specific
edu_level,False,1.0010517090271691,0.9381619823389838,-0.06288972668818527,0.5887323943661972,0.7044029672170375,0.11567057285084037,-0.17856029953902564,-0.1938320357533554,-0.16249887784819406,0.9965301286391334,1.0822981366459627,0.08576800800682938,-0.029902564844010993,-0.055299249240731145,-0.0008438884627440104,2.839260224875023,swe_specific
edu_level,True,0.9730549699182394,0.9918723042164256,0.018817334298186217,0.5800605619932074,0.6950969981092492,0.11503643611604175,-0.09621910181785553,-0.11277404996897658,-0.0752103466545622,1.004730462205578,1.1401280462618752,0.13539758405629732,0.020361147940255564,-0.007723735426751423,0.04784401105456406,-5.113322657350568,swe_specific
