neighbor_seniority_3level,base_rate,neighbor_rate,excess_pp,representation
junior,0.015997629980743593,0.04350877192982456,0.027511141949080966,embedding
mid,0.0011356342270280946,0.0014035087719298245,0.00026787454490172983,embedding
senior,0.5597195477213253,0.5691228070175438,0.009403259296218547,embedding
unknown,0.42314718807090307,0.38596491228070173,-0.037182275790201336,embedding
