group,2024-01|junior,2024-01|mid,2024-01|senior,2024-01|unknown,2024-04|junior,2024-04|mid,2024-04|senior,2024-04|unknown,2026-03|junior,2026-03|mid,2026-03|senior,2026-03|unknown,2026-04|junior,2026-04|mid,2026-04|senior,2026-04|unknown
2024-01|junior,0.9999999403953552,0.8928118348121643,0.9801443219184875,0.9858348369598389,0.9631273746490479,0.951962411403656,0.9511358141899109,0.9652342796325684,0.9468362927436829,0.908377468585968,0.9261765480041504,0.9415292143821716,0.9365015029907227,0.9319791793823242,0.9303768277168274,0.9446163177490234
2024-01|mid,0.8928118348121643,1.0000001192092896,0.8695449233055115,0.8810202479362488,0.855471670627594,0.8553189039230347,0.8262590169906616,0.8476170301437378,0.8581550717353821,0.8140785694122314,0.8324305415153503,0.849218487739563,0.8479275703430176,0.826985239982605,0.8370190858840942,0.8569154143333435
2024-01|senior,0.9801443219184875,0.8695449233055115,1.0000001192092896,0.9970705509185791,0.9573315382003784,0.958699643611908,0.9818518161773682,0.9868813157081604,0.9437689185142517,0.9366294741630554,0.9605958461761475,0.9665246605873108,0.9265491366386414,0.9508473873138428,0.962592601776123,0.9689930081367493
2024-01|unknown,0.9858348369598389,0.8810202479362488,0.9970705509185791,1.0,0.9609224796295166,0.9581931829452515,0.976180374622345,0.9856586456298828,0.9443265199661255,0.9315017461776733,0.9531075358390808,0.9632150530815125,0.9277066588401794,0.9461597800254822,0.9557273387908936,0.9656116962432861
2024-04|junior,0.9631273746490479,0.855471670627594,0.9573315382003784,0.9609224796295166,1.0,0.9314351677894592,0.9649255871772766,0.9722211956977844,0.960654079914093,0.8931882977485657,0.9213038086891174,0.9356297254562378,0.9569838643074036,0.9237724542617798,0.9268531799316406,0.9360721111297607
2024-04|mid,0.951962411403656,0.8553189039230347,0.958699643611908,0.9581931829452515,0.9314351677894592,1.0,0.9398396611213684,0.9529542922973633,0.9105343222618103,0.8826248645782471,0.9121201634407043,0.9217154383659363,0.9002036452293396,0.9203512072563171,0.9143650531768799,0.9250617027282715
2024-04|senior,0.9511358141899109,0.8262590169906616,0.9818518161773682,0.976180374622345,0.9649255871772766,0.9398396611213684,1.0,0.9956769347190857,0.9415073990821838,0.9421236515045166,0.9631149172782898,0.9652540683746338,0.9263314604759216,0.9499519467353821,0.9661098718643188,0.9656564593315125
2024-04|unknown,0.9652342796325684,0.8476170301437378,0.9868813157081604,0.9856586456298828,0.9722211956977844,0.9529542922973633,0.9956769347190857,1.0,0.9468095302581787,0.9368694424629211,0.9588943719863892,0.966632068157196,0.9306057691574097,0.9528329968452454,0.9621568918228149,0.9675463438034058
2026-03|junior,0.9468362927436829,0.8581550717353821,0.9437689185142517,0.9443265199661255,0.960654079914093,0.9105343222618103,0.9415073990821838,0.9468095302581787,0.9999999403953552,0.9171441793441772,0.9630435705184937,0.9727603793144226,0.9899218082427979,0.9339019656181335,0.9652522802352905,0.9717516899108887
2026-03|mid,0.908377468585968,0.8140785694122314,0.9366294741630554,0.9315017461776733,0.8931882977485657,0.8826248645782471,0.9421236515045166,0.9368694424629211,0.9171441793441772,1.0,0.9505681991577148,0.9518875479698181,0.9007089734077454,0.9233196377754211,0.9520931243896484,0.9538419246673584
2026-03|senior,0.9261765480041504,0.8324305415153503,0.9605958461761475,0.9531075358390808,0.9213038086891174,0.9121201634407043,0.9631149172782898,0.9588943719863892,0.9630435705184937,0.9505681991577148,1.0,0.9961216449737549,0.9449856281280518,0.9452243447303772,0.9990670084953308,0.9954456686973572
2026-03|unknown,0.9415292143821716,0.849218487739563,0.9665246605873108,0.9632150530815125,0.9356297254562378,0.9217154383659363,0.9652540683746338,0.966632068157196,0.9727603793144226,0.9518875479698181,0.9961216449737549,1.0,0.9558660387992859,0.9521161913871765,0.9966397285461426,0.998962938785553
2026-04|junior,0.9365015029907227,0.8479275703430176,0.9265491366386414,0.9277066588401794,0.9569838643074036,0.9002036452293396,0.9263314604759216,0.9306057691574097,0.9899218082427979,0.9007089734077454,0.9449856281280518,0.9558660387992859,1.0000001192092896,0.9195790886878967,0.9483733773231506,0.9552415609359741
2026-04|mid,0.9319791793823242,0.826985239982605,0.9508473873138428,0.9461597800254822,0.9237724542617798,0.9203512072563171,0.9499519467353821,0.9528329968452454,0.9339019656181335,0.9233196377754211,0.9452243447303772,0.9521161913871765,0.9195790886878967,1.0,0.9482467174530029,0.9549008011817932
2026-04|senior,0.9303768277168274,0.8370190858840942,0.962592601776123,0.9557273387908936,0.9268531799316406,0.9143650531768799,0.9661098718643188,0.9621568918228149,0.9652522802352905,0.9520931243896484,0.9990670084953308,0.9966397285461426,0.9483733773231506,0.9482467174530029,1.0,0.9962007999420166
2026-04|unknown,0.9446163177490234,0.8569154143333435,0.9689930081367493,0.9656116962432861,0.9360721111297607,0.9250617027282715,0.9656564593315125,0.9675463438034058,0.9717516899108887,0.9538419246673584,0.9954456686973572,0.998962938785553,0.9552415609359741,0.9549008011817932,0.9962007999420166,1.0
