neighbor_seniority_3level,base_rate_embed,neighbor_rate_embed,excess_pp_embed,representation_embed,base_rate_tfidf,neighbor_rate_tfidf,excess_pp_tfidf,representation_tfidf
junior,0.015997629980743593,0.04350877192982456,0.027511141949080966,embedding,0.015997629980743593,0.028771929824561403,0.01277429984381781,tfidf
mid,0.0011356342270280946,0.0014035087719298245,0.00026787454490172983,embedding,0.0011356342270280946,0.0,-0.0011356342270280946,tfidf
senior,0.5597195477213253,0.5691228070175438,0.009403259296218547,embedding,0.5597195477213253,0.49473684210526314,-0.06498270561606212,tfidf
unknown,0.42314718807090307,0.38596491228070173,-0.037182275790201336,embedding,0.42314718807090307,0.47649122807017547,0.0533440399992724,tfidf
