period,tech,rate_in_ai_mentioning,rate_in_non_ai,excess,n_ai,n_non_ai
2024,machine_learning,0.48914858096828046,0.07062119601970825,0.4185273849485722,599,20702
2024,python,0.6010016694490818,0.3052362090619264,0.29576546038715545,599,20702
2024,nlp,0.1986644407345576,0.006955849676359772,0.19170859105819785,599,20702
2024,pytorch,0.2003338898163606,0.009709206839918848,0.19062468297644175,599,20702
2024,tensorflow,0.17362270450751252,0.011351560235726017,0.16227114427178652,599,20702
2024,deep_learning,0.1652754590984975,0.010482079026181045,0.15479338007231647,599,20702
2024,azure,0.27712854757929883,0.16568447492995847,0.11144407264934036,599,20702
2024,aws,0.34056761268781305,0.23422857694908705,0.106339035738726,599,20702
2024,gcp,0.1686143572621035,0.0753550381605642,0.0932593191015393,599,20702
2024,computer_vision,0.09348914858096828,0.009999033909767172,0.08349011467120111,599,20702
2024,go_lang,0.1686143572621035,0.08665829388464882,0.08195606337745467,599,20702
2024,scikit_learn,0.06343906510851419,0.004250797024442083,0.059188268084072106,599,20702
2024,mlops,0.06176961602671119,0.0037677519080282097,0.05800186411868298,599,20702
2024,kubernetes,0.17696160267111852,0.12124432421988214,0.05571727845123638,599,20702
2024,security,0.39232053422370616,0.3384214085595595,0.053899125664146674,599,20702
2024,scala,0.07679465776293823,0.03115641000869481,0.04563824775424342,599,20702
2024,transformers,0.04674457429048414,0.0026084436286349143,0.044136130661849224,599,20702
2024,spark,0.09015025041736227,0.04970534247898754,0.040444907938374734,599,20702
2024,keras,0.03672787979966611,0.0012076127910346827,0.03552026700863142,599,20702
2024,airflow,0.048414023372287146,0.018065887353878853,0.030348136018408294,599,20702
2024,splunk,0.045075125208681135,0.018597236981934114,0.026477888226747022,599,20702
2024,etl,0.07178631051752922,0.045454545454545456,0.026331765062983764,599,20702
2024,databricks,0.04006677796327212,0.015360834701961163,0.024705943261310957,599,20702
2024,sagemaker,0.025041736227045076,0.0019321804656554922,0.023109555761389584,599,20702
2024,docker,0.1318864774624374,0.1099893730074389,0.021897104454998498,599,20702
2024,pinecone,0.018363939899833055,0.0,0.018363939899833055,599,20702
2024,fastapi,0.02003338898163606,0.002222007535503816,0.017811381446132243,599,20702
2024,github_actions,0.028380634390651086,0.011786300840498502,0.016594333550152586,599,20702
2024,pandas,0.02337228714524207,0.006859240653076998,0.016513046492165073,599,20702
2024,numpy,0.021702838063439065,0.005458409815476765,0.0162444282479623,599,20702
2024,rust,0.03171953255425709,0.015988793353299197,0.015730739200957897,599,20702
2024,mlflow,0.01669449081803005,0.0010143947444691333,0.015680096073560915,599,20702
2024,serverless,0.05676126878130217,0.04226644768621389,0.014494821095088282,599,20702
2024,snowflake,0.03672787979966611,0.024152255820693653,0.012575623978972456,599,20702
2024,flask,0.02003338898163606,0.009177857211863589,0.010855531769772471,599,20702
2024,redshift,0.02337228714524207,0.014008308376002318,0.009363978769239752,599,20702
2024,nextjs,0.01669449081803005,0.008260071490677229,0.00843441932735282,599,20702
2024,tailwind,0.01001669449081803,0.0017872669307313304,0.0082294275600867,599,20702
2024,terraform,0.07011686143572621,0.06419669597140373,0.005920165464322474,599,20702
2024,cicd,0.1986644407345576,0.1929282194957009,0.005736221238856698,599,20702
2024,nodejs,0.08514190317195326,0.07946092165008212,0.005680981521871145,599,20702
2024,grafana,0.018363939899833055,0.013187131678098735,0.00517680822173432,599,20702
2024,prometheus,0.015025041736227046,0.011013428654236306,0.0040116130819907395,599,20702
2024,bigquery,0.011686143572621035,0.008308376002318617,0.0033777675703024184,599,20702
2024,argocd,0.00667779632721202,0.0037677519080282097,0.0029100444191838106,599,20702
2024,django,0.015025041736227046,0.012221041445270989,0.002804000290956057,599,20702
2024,neo4j,0.005008347245409015,0.0027533571635590766,0.0022549900818499384,599,20702
2024,pulumi,0.00333889816360601,0.0014491353492416192,0.001889762814364391,599,20702
2024,nuxtjs,0.001669449081803005,0.00043474060477248575,0.0012347084770305194,599,20702
2024,julia,0.001669449081803005,0.00048304511641387304,0.001186403965389132,599,20702
2024,express,0.01335559265442404,0.012317650468553763,0.0010379421858702775,599,20702
2024,r_lang,0.001669449081803005,0.0008211766979035842,0.0008482723838994209,599,20702
2024,playwright,0.00333889816360601,0.002560139116993527,0.0007787590466124829,599,20702
2024,pytest,0.00333889816360601,0.002656748140276302,0.0006821500233297082,599,20702
2024,kafka,0.05676126878130217,0.05646797410878176,0.00029329467252041386,599,20702
2024,cassandra,0.01335559265442404,0.013283740701381509,7.185195304253156e-05,599,20702
2024,gin,0.0,4.830451164138731e-05,-4.830451164138731e-05,599,20702
