period,tech,rate_in_ai_mentioning,rate_in_non_ai,excess,n_ai,n_non_ai
2024,remix,0.0,9.660902328277462e-05,-9.660902328277462e-05,599,20702
2024,kotlin,0.02003338898163606,0.02028789488938267,-0.00025450590774660914,599,20702
2024,elixir,0.001669449081803005,0.0019804849772968795,-0.00031103589549387445,599,20702
2024,erlang,0.0,0.0003381315814897111,-0.0003381315814897111,599,20702
2024,haskell,0.0,0.00038643609313109847,-0.00038643609313109847,599,20702
2024,clojure,0.0,0.0005796541396966477,-0.0005796541396966477,599,20702
2024,dynamodb,0.01669449081803005,0.01738962419089943,-0.0006951333728693818,599,20702
2024,svelte,0.0,0.0007728721862621969,-0.0007728721862621969,599,20702
2024,react,0.1352253756260434,0.13641194087527775,-0.001186565249234356,599,20702
2024,dart,0.0,0.00125591730267607,-0.00125591730267607,599,20702
2024,grpc,0.00667779632721202,0.008260071490677229,-0.0015822751634652086,599,20702
2024,dbt,0.005008347245409015,0.006859240653076998,-0.0018508934076679829,599,20702
2024,java,0.25542570951585974,0.25736643802531156,-0.0019407285094518167,599,20702
2024,mocha,0.001669449081803005,0.0038643609313109843,-0.0021949118495079795,599,20702
2024,lua,0.0,0.0022703120471452036,-0.0022703120471452036,599,20702
2024,csharp,0.00333889816360601,0.0056999323736837025,-0.0023610342100776924,599,20702
2024,elasticsearch,0.025041736227045076,0.027485267123949376,-0.0024435308969043,599,20702
2024,ember,0.0,0.0024635300937107525,-0.0024635300937107525,599,20702
2024,kanban,0.01001669449081803,0.0125591730267607,-0.0025424785359426695,599,20702
2024,rails,0.00667779632721202,0.009226161723504975,-0.0025483653962929545,599,20702
2024,helm,0.00667779632721202,0.0095159887933533,-0.002838192466141279,599,20702
2024,laravel,0.005008347245409015,0.007921939909187518,-0.002913592663778503,599,20702
2024,oauth,0.008347245409015025,0.011448169259008791,-0.0031009238499937666,599,20702
2024,groovy,0.00333889816360601,0.0066660226065114484,-0.0033271244429054383,599,20702
2024,cypress,0.00333889816360601,0.006714327118152836,-0.0033754289545468255,599,20702
2024,flutter,0.0,0.0033813158148971113,-0.0033813158148971113,599,20702
2024,newrelic,0.001669449081803005,0.0051685827456284415,-0.0034991336638254362,599,20702
2024,c_cpp,0.00667779632721202,0.010433774514539657,-0.003755978187327637,599,20702
2024,circleci,0.001669449081803005,0.00627958651338035,-0.0046101374315773444,599,20702
2024,postgresql,0.05843071786310518,0.06313399671529321,-0.004703278852188034,599,20702
2024,redis,0.01669449081803005,0.021447203168775963,-0.004752712350745914,599,20702
2024,jest,0.005008347245409015,0.009999033909767172,-0.004990686664358157,599,20702
2024,cloudformation,0.01001669449081803,0.015505748236885325,-0.005489053746067295,599,20702
2024,vue,0.018363939899833055,0.024007342285769492,-0.005643402385936438,599,20702
2024,graphql,0.015025041736227046,0.02110907158728625,-0.006084029851059205,599,20702
2024,objective_c,0.0,0.006955849676359772,-0.006955849676359772,599,20702
2024,rabbitmq,0.001669449081803005,0.00932277074678775,-0.0076533216649847455,599,20702
2024,ansible,0.038397328881469114,0.04622741764080765,-0.007830088759338535,599,20702
2024,sre,0.01335559265442404,0.021398898657134575,-0.008043306002710535,599,20702
2024,react_native,0.00333889816360601,0.011979518887064052,-0.008640620723458042,599,20702
2024,rest_api,0.03171953255425709,0.04052748526712395,-0.008807952712866857,599,20702
2024,webpack,0.0,0.009902424886484398,-0.009902424886484398,599,20702
2024,bash_shell,0.05175292153589316,0.06178147038933436,-0.010028548853441205,599,20702
2024,bootstrap,0.008347245409015025,0.018500627958651338,-0.010153382549636313,599,20702
2024,junit,0.01001669449081803,0.020626026470872378,-0.010609331980054348,599,20702
2024,datadog,0.0,0.010675297072746594,-0.010675297072746594,599,20702
2024,c_lang,0.04006677796327212,0.05076804173509806,-0.010701263771825939,599,20702
2024,sass_less,0.03005008347245409,0.04284610182591054,-0.012796018353456447,599,20702
2024,devops_practice,0.1419031719532554,0.1552023959037774,-0.013299223950521993,599,20702
2024,selenium,0.008347245409015025,0.02279972949473481,-0.014452484085719785,599,20702
2024,encryption,0.005008347245409015,0.019998067819534344,-0.014989720574125329,599,20702
2024,perl,0.001669449081803005,0.017341319679258043,-0.015671870597455038,599,20702
2024,ios,0.011686143572621035,0.0277750941937977,-0.016088950621176663,599,20702
2024,swift,0.0,0.01618201139986475,-0.01618201139986475,599,20702
2024,assembly,0.00333889816360601,0.01956332721476186,-0.01622442905115585,599,20702
2024,php,0.01001669449081803,0.026422567867838857,-0.016405873377020826,599,20702
2024,gitlab_ci,0.018363939899833055,0.035890252149550765,-0.01752631224971771,599,20702
2024,jquery,0.015025041736227046,0.03289537242778476,-0.01787033069155771,599,20702
2024,android,0.015025041736227046,0.03487585740508164,-0.01985081566885459,599,20702
2024,microservices,0.06176961602671119,0.08206936527871703,-0.02029974925200584,599,20702
2024,ruby,0.008347245409015025,0.028934402473190995,-0.020587157064175972,599,20702
2024,tdd,0.021702838063439065,0.0433774514539658,-0.021674613390526735,599,20702
2024,mysql,0.02671118530884808,0.04873925224615979,-0.02202806693731171,599,20702
2024,mongodb,0.02337228714524207,0.04555115447782823,-0.02217886733258616,599,20702
2024,jenkins,0.05676126878130217,0.08419476379093807,-0.0274334950096359,599,20702
2024,sqlserver,0.04340567612687813,0.07313303062506038,-0.02972735449818225,599,20702
2024,typescript,0.09348914858096828,0.12346633175538595,-0.029977183174417665,599,20702
2024,spring,0.03672787979966611,0.07231185392715679,-0.03558397412749068,599,20702
2024,integration_testing,0.02003338898163606,0.05617814703893344,-0.036144758057297374,599,20702
2024,oracle_db,0.03171953255425709,0.0696068012752391,-0.03788726872098201,599,20702
2024,scrum,0.05342237061769616,0.09226161723504975,-0.038839246617353586,599,20702
2024,unit_testing,0.05175292153589316,0.09298618490967056,-0.041233263373777404,599,20702
2024,angular,0.05342237061769616,0.09863781277171288,-0.04521544215401672,599,20702
2024,html_css,0.05676126878130217,0.10709110230895566,-0.05032983352765349,599,20702
2024,sql,0.21368948247078465,0.2682349531446237,-0.05454547067383905,599,20702
2024,javascript,0.1652754590984975,0.22268379866679547,-0.05740833956829797,599,20702
2024,dotnet,0.04340567612687813,0.10129456091198918,-0.057888884785111054,599,20702
2024,agile,0.21035058430717862,0.28552796831224037,-0.07517738400506174,599,20702
2026,machine_learning,0.528453214513049,0.18975699923357828,0.3386962152794708,7855,22181
2026,python,0.6274984086569064,0.46111536900951267,0.16638303964739376,7855,22181
2026,aws,0.45856142584341186,0.3337090302511158,0.12485239559229605,7855,22181
2026,gcp,0.26429026098026737,0.14503403814075108,0.11925622283951628,7855,22181
2026,azure,0.3261616804583068,0.2117578107389207,0.1144038697193861,7855,22181
2026,pytorch,0.13265436028007638,0.0279067670528831,0.10474759322719328,7855,22181
2026,react,0.2589433481858689,0.15788287272891213,0.10106047545695676,7855,22181
2026,mlops,0.09471674092934437,0.01253324917722375,0.08218349175212063,7855,22181
2026,tensorflow,0.09637173774665818,0.023308236779225465,0.07306350096743272,7855,22181
2026,nlp,0.10070019096117123,0.028583021504891573,0.07211716945627966,7855,22181
2026,deep_learning,0.06963717377466581,0.01699652856047969,0.05264064521418613,7855,22181
2026,nodejs,0.12221514958625079,0.07033046300888147,0.05188468657736932,7855,22181
2026,javascript,0.25919796308084025,0.20999954916369867,0.04919841391714158,7855,22181
2026,fastapi,0.06059834500318269,0.011586492944411884,0.0490118520587708,7855,22181
2026,typescript,0.22546148949713557,0.1834452910148325,0.04201619848230306,7855,22181
2026,transformers,0.04748567791215786,0.007438798972093233,0.040046878940064624,7855,22181
2026,cicd,0.3708465945257798,0.3317704341553582,0.03907616037042161,7855,22181
2026,microservices,0.16791852323360917,0.1302916910869663,0.03762683214664286,7855,22181
2026,go_lang,0.20598345003182686,0.1698300347143952,0.03615341531743166,7855,22181
2026,pinecone,0.03157224697644812,0.0,0.03157224697644812,7855,22181
2026,docker,0.20369191597708466,0.17303097245390198,0.030660943523182688,7855,22181
2026,serverless,0.09089751750477403,0.060592398899959425,0.0303051186048146,7855,22181
2026,nextjs,0.04926798217695735,0.02024254993012037,0.02902543224683698,7855,22181
2026,scikit_learn,0.03488224061107575,0.008746224245976287,0.026136016365099463,7855,22181
2026,dotnet,0.08262253341820497,0.05748162842072044,0.02514090499748453,7855,22181
2026,kubernetes,0.24455760661998727,0.21978269690275462,0.024774909717232646,7855,22181
2026,sagemaker,0.02877148313176321,0.006492042739281367,0.022279440392481843,7855,22181
2026,airflow,0.054614894971355826,0.0333618862990848,0.021253008672271027,7855,22181
2026,mlflow,0.02864417568427753,0.008024886163833912,0.020619289520443618,7855,22181
2026,graphql,0.05792488860598345,0.037734998422072945,0.020189890183910507,7855,22181
2026,databricks,0.06085295989815404,0.04089085253144583,0.019962107366708212,7855,22181
2026,vue,0.04519414385741566,0.026283756368062756,0.018910387489352903,7855,22181
2026,computer_vision,0.03857415658816041,0.019881880889049186,0.01869227569911122,7855,22181
2026,dynamodb,0.04175684277530235,0.023849240340832245,0.017907602434470107,7855,22181
2026,angular,0.09204328453214514,0.07565033136468148,0.016392953167463656,7855,22181
2026,spark,0.09497135582431572,0.07867093458365268,0.01630042124066304,7855,22181
2026,postgresql,0.11113940165499682,0.09530679410306118,0.015832607551935635,7855,22181
2026,snowflake,0.06276257161043922,0.04787881520220008,0.014883756408239135,7855,22181
2026,grpc,0.030808402291534056,0.018033452053559353,0.012774950237974703,7855,22181
2026,datadog,0.03781031190324634,0.025697669176322078,0.01211264272692426,7855,22181
2026,pandas,0.022406110757479312,0.01059465308146612,0.011811457676013193,7855,22181
2026,keras,0.013239974538510503,0.001893512465623732,0.011346462072886771,7855,22181
2026,flask,0.019096117122851686,0.007889635273432217,0.01120648184941947,7855,22181
2026,rest_api,0.06136218968809675,0.050313331229430595,0.011048858458666155,7855,22181
2026,rails,0.021387651177593888,0.011090573012939002,0.010297078164654886,7855,22181
2026,numpy,0.016549968173138127,0.006897795410486452,0.009652172762651675,7855,22181
2026,terraform,0.13329089751750478,0.12479148821063071,0.008499409306874067,7855,22181
2026,redis,0.040483768300445575,0.032144628285469545,0.00833914001497603,7855,22181
2026,tailwind,0.012985359643539147,0.004869032054461025,0.008116327589078123,7855,22181
2026,devops_practice,0.20025461489497134,0.1925071006717461,0.007747514223225255,7855,22181
2026,rust,0.04939528962444303,0.0418376087642577,0.00755768086018533,7855,22181
2026,express,0.02266072565245067,0.01623010684820342,0.006430618804247251,7855,22181
2026,bigquery,0.022915340547422024,0.016951444930345793,0.005963895617076231,7855,22181
2026,playwright,0.01769573520050923,0.011766827464947477,0.0059289077355617545,7855,22181
2026,github_actions,0.05283259070655633,0.04697714259952211,0.005855448107034221,7855,22181
2026,sql,0.24341183959261617,0.23790631621658176,0.00550552337603441,7855,22181
2026,dbt,0.019732654360280075,0.014471845272981381,0.005260809087298694,7855,22181
2026,scala,0.041247612985359644,0.036111987737252604,0.00513562524810704,7855,22181
2026,sre,0.0547422024188415,0.050132996708895,0.0046092057099465025,7855,22181
2026,cloudformation,0.03653723742838956,0.03241513006627294,0.004122107362116621,7855,22181
2026,neo4j,0.006238064926798218,0.002118930616293224,0.004119134310504993,7855,22181
2026,django,0.018586887332908975,0.015193183355123754,0.0033937039777852205,7855,22181
2026,mongodb,0.048631444939528964,0.04535413191470177,0.003277313024827193,7855,22181
2026,oauth,0.016168045830681096,0.0139308417113746,0.0022372041193064966,7855,22181
2026,pytest,0.009675366008911522,0.007844551643298319,0.001830814365613203,7855,22181
2026,rabbitmq,0.017441120305537874,0.015914521437266127,0.0015265988682717467,7855,22181
2026,html_css,0.06938255887969447,0.06789594698165097,0.0014866118980434995,7855,22181
2026,ruby,0.02673456397199236,0.02529191650511699,0.00144264746687537,7855,22181
2026,newrelic,0.005983450031826862,0.004598530273657635,0.0013849197581692271,7855,22181
2026,sass_less,0.047358370464672186,0.04612055362697805,0.001237816837694139,7855,22181
2026,svelte,0.002546148949713558,0.0014426761642847483,0.0011034727854288098,7855,22181
2026,kafka,0.09344366645448758,0.09287227807583066,0.0005713883786569174,7855,22181
2026,erlang,0.0006365372374283895,9.016726026779677e-05,0.0005463699771605928,7855,22181
2026,remix,0.001273074474856779,0.0007664217122762725,0.0005066527625805066,7855,22181
2026,nuxtjs,0.0011457670273711013,0.0009016726026779676,0.00024409442469313367,7855,22181
2026,dart,0.001527689369828135,0.0014877597944186465,3.9929575409488466e-05,7855,22181
2026,clojure,0.00038192234245703374,0.0004508363013389838,-6.891395888195006e-05,7855,22181
2026,webpack,0.00789306174411203,0.007979802533700014,-8.674078958798362e-05,7855,22181
2026,julia,0.00038192234245703374,0.0004959199314728822,-0.00011399758901584842,7855,22181
2026,laravel,0.001654996817313813,0.0018033452053559352,-0.00014834838804212228,7855,22181
2026,gin,0.0002546148949713558,0.0004508363013389838,-0.00019622140636762797,7855,22181
2026,mocha,0.0019096117122851686,0.002118930616293224,-0.00020931890400805548,7855,22181
2026,circleci,0.007001909611712286,0.007213380821423741,-0.0002114712097114552,7855,22181
2026,flutter,0.004328453214513049,0.004553446643523737,-0.0002249934290106878,7855,22181
2026,react_native,0.012476129853596436,0.012713583697759344,-0.0002374538441629083,7855,22181
2026,pulumi,0.006238064926798218,0.006492042739281367,-0.0002539778124831492,7855,22181
2026,elixir,0.0017823042647994907,0.0020738469861593255,-0.0002915427213598348,7855,22181
2026,lua,0.0007638446849140675,0.0011270907533474596,-0.0003632460684333921,7855,22181
2026,r_lang,0.0002546148949713558,0.0006311708218745773,-0.0003765559269032215,7855,22181
2026,haskell,0.00038192234245703374,0.000946756232811866,-0.0005648338903548322,7855,22181
2026,ember,0.0011457670273711013,0.0017582615752220368,-0.0006124945478509355,7855,22181
2026,csharp,0.0007638446849140675,0.001532843424552545,-0.0007689987396384774,7855,22181
2026,prometheus,0.0380649267982177,0.0388620891754204,-0.0007971623772027037,7855,22181
2026,mysql,0.04926798217695735,0.05130517109237636,-0.0020371889154190068,7855,22181
2026,redshift,0.016677275620623808,0.018799873765835626,-0.002122598145211818,7855,22181
2026,helm,0.019732654360280075,0.02204589513547631,-0.0023132407751962347,7855,22181
2026,jest,0.008402291534054742,0.011180740273206799,-0.0027784487391520566,7855,22181
2026,cassandra,0.013621896880967536,0.01641044136873901,-0.002788544487771473,7855,22181
2026,kanban,0.008784213876511775,0.011856994725215274,-0.0030727808487034988,7855,22181
2026,php,0.008147676639083386,0.011406158423876291,-0.003258481784792905,7855,22181
2026,c_cpp,0.002928071292170592,0.006266624588611875,-0.0033385532964412827,7855,22181
2026,cypress,0.010057288351368555,0.013434921779901717,-0.0033776334285331618,7855,22181
2026,argocd,0.011712285168682368,0.015193183355123754,-0.0034808981864413863,7855,22181
2026,etl,0.064035646085296,0.06825661602272215,-0.0042209699374261556,7855,22181
2026,groovy,0.0024188415022278805,0.006987962670754249,-0.004569121168526369,7855,22181
2026,tdd,0.03411839592616168,0.03872683828501871,-0.004608442358857032,7855,22181
2026,bootstrap,0.004073838319541693,0.009016726026779677,-0.004942887707237983,7855,22181
2026,grafana,0.04022915340547422,0.045624633695505165,-0.005395480290030945,7855,22181
2026,splunk,0.0196053469127944,0.02529191650511699,-0.005686569592322593,7855,22181
2026,c_lang,0.00038192234245703374,0.006176457328344078,-0.005794534985887044,7855,22181
2026,junit,0.014131126670910248,0.02033271719038817,-0.006201590519477922,7855,22181
2026,elasticsearch,0.022915340547422024,0.029394526847301743,-0.00647918629987972,7855,22181
2026,unit_testing,0.06772756206238065,0.07438798972093233,-0.006660427658551682,7855,22181
2026,jquery,0.004201145767027371,0.01086515486226951,-0.006664009095242138,7855,22181
2026,objective_c,0.00305537873965627,0.009828231369189847,-0.006772852629533577,7855,22181
2026,perl,0.009293443666454487,0.0166358595194085,-0.007342415852954014,7855,22181
2026,selenium,0.011966900063653724,0.02114422253279834,-0.009177322469144617,7855,22181
2026,assembly,0.003182686187141948,0.014922681574320364,-0.011739995387178416,7855,22181
2026,swift,0.014258434118395925,0.02610342184752716,-0.011844987729131236,7855,22181
2026,kotlin,0.029026098026734563,0.04314503403814075,-0.01411893601140619,7855,22181
2026,encryption,0.02380649267982177,0.038050583833010236,-0.014244091153188466,7855,22181
2026,integration_testing,0.030171865054105663,0.046706640818718725,-0.016534775764613062,7855,22181
2026,ios,0.018077657542966263,0.034669311572967855,-0.016591654030001592,7855,22181
2026,sqlserver,0.03042647994907702,0.04720256075019161,-0.016776080801114587,7855,22181
2026,oracle_db,0.03640992998090388,0.05382985437987467,-0.01741992439897079,7855,22181
2026,gitlab_ci,0.039083386378103116,0.05869888643433569,-0.019615500056232575,7855,22181
2026,spring,0.058052196053469125,0.07822009828231369,-0.020167902228844563,7855,22181
2026,android,0.02380649267982177,0.04427212479148821,-0.02046563211166644,7855,22181
2026,java,0.2832590706556333,0.30422433614354627,-0.020965265487912943,7855,22181
2026,scrum,0.05499681731381286,0.08290879581623913,-0.027911978502426264,7855,22181
2026,jenkins,0.06429026098026734,0.09566746314413237,-0.031377202163865026,7855,22181
2026,ansible,0.019732654360280075,0.05351426896893738,-0.03378161460865731,7855,22181
2026,agile,0.23309993634627627,0.27667823813173437,-0.0435783017854581,7855,22181
2026,bash_shell,0.03666454487587524,0.08340471574771201,-0.04674017087183677,7855,22181
2026,security,0.396435391470401,0.4515576394211262,-0.05512224795072518,7855,22181
