period,group,n,mean_tech_count,mean_text_len,mean_density_per_1k,median_tech_count,median_density_per_1k
2024,ai_mentioning,599,8.888146911519199,2218.125208681135,4.630414896502999,8.0,4.058441558441558
2024,non_ai,20702,5.864409235822626,1964.925369529514,3.924920014430572,5.0,2.8309676448437386
2026,ai_mentioning,7855,12.168300445576067,3805.7642266072567,3.6772688224399213,11.0,3.126628452318916
2026,non_ai,22181,7.576078625850953,3295.243451602723,2.753873354006773,6.0,2.1186440677966103
