metric,delta_overall,delta_bottom3_deciles,delta_top3_deciles
clean_len,-424.1728710837673,-372.91108003616756,-305.1439899104283
requirement_breadth,-0.01269358257102402,-0.5942434767752163,0.6227961743939175
tech_count,0.5911236793470208,-0.07662796501961615,1.41824967687292
credential_stack_depth,-0.7456339750305652,-0.7537984390062267,-0.720098688256761
any_ai_broad,0.15895388095662583,0.12796954335274682,0.22583160929845766
scope_density,0.0532881404425495,0.036906316727023006,0.07119213322693875
