method,variant,n_topics,noise_share,rough_coherence_npmi,stability_ari_mean,stability_ari_min,notes,reconstruction_error_mean
BERTopic,min_topic_size=30 seed=20260416,3,0.001875,0.12156288011262993,0.34071390590071143,0.018730111411738398,UMAP + HDBSCAN; -1 is the HDBSCAN outlier class.,
BERTopic,min_topic_size=30 seed=101,26,0.417625,0.22541638069779632,0.34071390590071143,0.018730111411738398,UMAP + HDBSCAN; -1 is the HDBSCAN outlier class.,
BERTopic,min_topic_size=30 seed=303,3,0.002,0.12959192656807156,0.34071390590071143,0.018730111411738398,UMAP + HDBSCAN; -1 is the HDBSCAN outlier class.,
BERTopic,min_topic_size=20 seed=20260416,3,0.001875,0.12156288011262993,,,Parameter sensitivity run; no seed stability.,
BERTopic,min_topic_size=50 seed=20260416,3,0.003875,0.14077384636354393,,,Parameter sensitivity run; no seed stability.,
NMF,k=5,5,0.0,0.16903963329922564,0.9997918192899354,0.9996877289349031,Hard assignment by max component weight; no explicit noise class.,87.01312422804095
NMF,k=8,8,0.0,0.21116582348646493,0.999298461910544,0.9989476893644884,Hard assignment by max component weight; no explicit noise class.,86.63904273534006
NMF,k=12,12,0.0,0.3671594116524475,0.9960854688925079,0.9948824577178695,Hard assignment by max component weight; no explicit noise class.,86.20978154674198
NMF,k=15,15,0.0,0.3970506626555996,0.7225214404379595,0.6382958357422139,Hard assignment by max component weight; no explicit noise class.,85.94757464301286
