variant,share_2024_04,share_2026_03,pp_change_2024_04_to_2026_03,relative_change_pct,same_direction_as_final,within_2x_final
final_all_nonunknown,0.20417326994189117,0.13838184509126789,-6.579142485062328,-32.22332917004654,True,True
high_confidence,0.20548309821666222,0.13861386138613863,-6.68692368305236,-32.54245113630533,True,True
incl_weak_signals,0.20417326994189117,0.13838184509126789,-6.579142485062328,-32.22332917004654,True,True
native_only_nonunknown,0.22364716922114483,0.13569648296870673,-8.79506862524381,-39.325642510355884,True,True
