title_norm,scraped_n,arshkon_n
senior data engineer - hybrid,1,0
software engineer ai platform (all industry levels),1,0
associate principal/forensic ai engineer (forensic services practice),1,0
lead software engineer - ai engineering & operations,1,0
senior software engineer - ai engineering & operations,1,0
lead data engineer revenue engine,1,0
lead data engineer (abinitio development),1,0
senior python data platform engineer (remote),1,0
servicenow developer (ai & intelligent automation focus),1,0
software engineer - enterprise ai,1,0
senior machine learning engineer sponsored ads,1,0
c++ senior engineer - market data,1,0
lead data engineer supply chain data services,1,0
systems engineer - enterprise storage & data protection,1,0
research data engineer,1,0
senior software engineer genai platform,1,0
lead engineer data engineering,1,0
software engineer 2 - data domain,1,0
senior software engineer (ai infra) – seattle wa (usa),1,0
solution data engineer – dg infomatica engineer,1,0
fall 2026 co-op - software engineer (ai/machine learning),1,0
embedded machine learning engineer (ai/machine learning),1,0
machine learning engineer - thousandeyes,1,0
ai software engineer (analytical agents) hybrid,1,0
data engineer (1022),1,0
research platform – data platform engineer,1,0
senior python developer genai innovation labs - vp,1,0
gen ai-machine learning engineer avp,1,0
agentic ai engineer - vice president,1,0
senior machine learning engineer vice president,1,0
machine learning engineer vice president,1,0
lead software engineer genai products - vice president - irving,1,0
software engineer 2 – agentic ai engineer,1,0
software engineer - market data,1,0
backend software engineer - reference data services,1,0
senior software engineer - studio - java ai,1,0
senior software engineer - machine learning systems,1,0
: aws data engineer. - w2,1,0
ai engineer / python developer (langchain / langgraph),1,0
w2 ai/machine learning engineer – llm & aws integration,1,0
w2 full stack java developer (kotlin + react + ai tools),1,0
data engineer - boston,1,0
aws data engineer (etl snowflake dbt matillion),1,0
azure data engineer with pyspark,1,0
founding backend engineer - ai & data,1,0
founding backend engineer – ai & data,1,0
senior software engineer - ai infra visibility,1,0
data/modeling engineer (machine learning data engineer),1,0
java development (full stack + ai/cloud) - telecom domain,1,0
data engineer – iceberg migration,1,0
gen ai engineer(only w2 & fl local),1,0
staff software engineer anywhere cloud - ai systems & runtimes,1,0
distributed systems engineer - data platform (delivery database retrieval),1,0
distributed systems engineer - data platform - analytics and alerts,1,0
data scientist/machine learning engineer,1,0
full stack engineer (ai-native | python / react),1,0
machine learning/ai engineer intern,1,0
senior data engineer / etl developer,1,0
senior / principal software engineer (compiler & ai tooling ),1,0
full stack gen ai engineer,1,0
aws data lead engineer,1,0
senior software engineer big data,1,0
founding machine learning engineer | evaluating frontier medical ai | $150k–$200k | sf,1,0
founding engineer | ai os for leaders (gov + enterprise) | $150k–$180k | sf,1,0
senior software engineer ($250k - $300k + equity) at yc-backed ai data infrastructure startup,1,0
full stack engineer ($185k - $250k + 0.1% - 0.3% equity) at founders fund-backed ai enterprise startup,1,0
software engineer ($180k - $220k + equity) at yc-backed ai data infrastructure startup,1,0
founding engineer ($200k - $250k + up to 1% equity) at yc-backed ai gtm startup,1,0
mid-level generative ai / llm-focused software developer (ai engineer),1,0
senior software engineer with data intelligence,1,0
java developer with python and ai machine learning,1,0
staff software engineer - agentic ai systems,1,0
senior software engineer - agentic ai systems,1,0
senior ai platform engineer atlas ai,1,0
principal full stack engineer atlas ai,1,0
senior backend software engineer atlas ai,1,0
data engineer - gtm & product,1,0
data engineer - finance,1,0
senior staff software engineer machine learning inference,1,0
senior data engineer - onsite,1,0
senior machine learning systems engineer frameworks & tooling,1,0
applied ai engineer – agentic workflows,1,0
senior software engineer agent infrastructure,1,0
software engineer - manufacturing data systems (application development),1,0
intern - automation and machine learning engineer,1,0
ai software engineer - new college graduate,1,0
applied ai platform & devops engineer,1,0
ai engineer/ forward deployed engineer,1,0
application engineer / ai/m l engineer,1,0
data engineer with guidewire experiece,1,0
platform engineer unstructured ai,1,0
senior ai engineer unstructured ai,1,0
full stack agentic engineer,1,0
etl data engineer - informatica,1,0
machine learning engineer (golang),1,0
data engineer 3- onsite 4 days x week in philadelphia,1,0
engineer 3 data engineering,1,0
ai agentic software engineer,1,0
lead data engineer & modeler ai - hybrid,1,0
senior software engineer - ai agentic,1,0
software engineer 2 - ai specialization,1,0
lead software engineer - ai solutions,1,0
ai engineer @ reston va,1,0
senior data engineer / data warehouse architect @ houston tx,1,0
ai/machine learning engineer (llm & generative ai) - aiengg #nj,1,0
senior full stack developer (google cloud platform + react + ai agents focus) - sfsd 26-02824,1,0
ai/machine learning engineer --- chadc5722037,1,0
data engineer -- shadc5784192,1,0
data engineer python + aws,1,0
generative ai engineer - demand science portfolio,1,0
full stack agentic ai developers,1,0
fulltime: ai engineer,1,0
cloud engineer with ai technologies sunrise fl - onsite,1,0
machine learning engineer - ai operations,1,0
senior software engineer - ai/machine learning (python) - hybrid,1,0
senior data scientist / machine learning engineer,1,0
ai software engineer- ai/aws - tampa (hybrid)($150k)),1,0
staff software engineer ai forward deployed,1,0
staff engineer (ai),1,0
senior software engineer - agentic ai - dallas - on site,1,0
artificial intelligence/machine learning engineer level: specialist,1,0
ai developer/engineer,1,0
senior ai developer/engineer,1,0
intern - ai engineer,1,0
data engineer / ai consultant,1,0
software engineer (ai engineer) - mid level - fully cleared with polygraph required,1,0
senior gtm software engineer (ai enablement),1,0
backend software developer (ai-powered cad startup),1,0
senior full stack engineer – ai-enabled (java / python / angular / aws),1,0
software engineer – ai-enabled full stack (node.js / react / aws),1,0
mid full stack engineer – ai-enabled (java / python / angular / aws),1,0
ai engineer - python,1,0
data engineer - gcp,1,0
gen ai engineer (python),1,0
automotive ai engineer,1,0
ai ux software engineer,1,0
senior software engineer data center infrastructure tooling,1,0
software engineer - data infrastructure services,1,0
senior software engineer - data infrastructure services,1,0
software engineer inference ai/machine learning,1,0
principal software engineer – ai/hpc middleware,1,0
senior software engineer ? ai middleware,1,0
software engineer ai/machine learning platforms (early career),1,0
staff data engineer search and discovery,1,0
senior data engineer - applied research & decision support,1,0
senior full stack developer - ai specialization,1,0
hr data engineer,1,0
senior google ai engineer,1,0
data engineer - mid with security clearance,1,0
engineer- data - 3,1,0
full stack engineer (ai & automation – recruiting platforms) | remote,1,0
ai software engineer – interview tools & automation | remote,1,0
software engineer – ai-powered interview systems (full stack) | remote,1,0
senior ai / machine learning engineer (llm & autonomous systems),1,0
ai engineer (llm & autonomous systems),1,0
ai full stack engineer manager,1,0
ai devops and cloud infrastructure engineer,1,0
data engineer - (hybrid),1,0
full stack product manager - internal ai applications,1,0
senior software engineer managed ai - ai model lifecycle,1,0
data center systems engineer r&d,1,0
data center systems engineer (mdc),1,0
senior product engineer (ai & growth systems),1,0
ai software engineer (llm generative ai java python) -local,1,0
artificial intelligence and machine learning engineer,1,0
principal cloud & systems engineer radiology ai,1,0
senior software engineer applied machine learning,1,0
ai / machine learning engineer (wisrd platform – isr & tactical edge ai),1,0
data engineer with petabyte,1,0
senior data engineer mn/wi local hybrid in person interview,1,0
healthcare data engineer with claims or provider experience in mn or wi - hybrid - must be local,1,0
senior data engineer-mn/wi local hybrid,1,0
healthcare data engineer with claims or provider experience in minneapolis mn or madisonwi - must be local - inperson interview -(relocation candidates dont apply),1,0
snowflake data engineer-location: nyc | fully onsite local to ny/nj/ct-w2 role,1,0
senior gen ai engineer/ agentic systems-charlotte nc & dallas tx --- onsite role-need locals -w2 role,1,0
iics senior data engineer-onsite @ mclean va-need locals,1,0
full stack developer - ai,1,0
ai product engineer (full stack/ prototyping focus),1,0
senior data/cloud engineer,1,0
full stack data engineer- python and sql,1,0
senior software engineer autonomy - perception deep learning,1,0
need - ai/machine learning engineer / ai/machine learning lead /ai/machine learning architect - austin texas (hybrid) - local only,1,0
ai/machine learning engineer / ai/machine learning lead /ai/machine learning architect - local to austin texas - hybrid job,1,0
ai/machine learning engineer / ai/machine learning lead /ai/machine learning architect - austin texas (hybrid),1,0
ai/machine learning engineer/machine learning engineer at austin tx (locals only),1,0
need - artificial intelligence/machine learning engineer 2- austin tx onsite - locals only,1,0
ai/machine learning engineer for austin tx onsite job (need local to austin),1,0
marketing data engineer,1,0
senior machine learning engineer infrastructure intelligence,1,0
staff software engineer machine learning platform,1,0
ai-driven software engineer - claude code lead,1,0
full stack data engineer -(telecom domain),1,0
data engineer (python sql aws) -w2,1,0
staff frontend / full stack engineer – ai storage platforms,1,0
software engineer ($2500000 | ai | insurtech),1,0
senior staff software engineer - advanced analytics platform (rust + ai),1,0
senior machine learning engineer - energy,1,0
senior data engineer - business delivery,1,0
data engineer-lead - project planning and execution,1,0
pca data engineer,1,0
data engineer – hybrid @ los altos ca.,1,0
senior software engineer c/ficco data,1,0
software engineer market data - cumberland,1,0
full stack developer (power automate + ai),1,0
software engineer – ai core team,1,0
2026 summer internship - ai engineer,1,0
python ai/ machine learning engineer,1,0
ai lead engineer,1,0
ai engineer (agentic workflows / ai workbench),1,0
data engineer – enterprise analytics,1,0
software engineer – artificial intelligence i,1,0
senior data engineer -enterprise data platform ( microsoft fabric),1,0
senior data engineer in boston-microsoft fabric | investment / private equity,1,0
machine learning engineering senior engineer,1,0
application engineer - data center/chillers,1,0
data engineer (financial services),1,0
clinical informatics services data engineer intern,1,0
internship - cfd/ai engineer,1,0
internship core modeling ai/machine learning software engineer,1,0
senior devops engineer with ai/machine learning,1,0
data engineer (pyspark aws),1,0
remote software engineer - ai trainer,1,0
contract full stack developer - ai trainer,1,0
react native developer - ai trainer,1,0
android software engineer - ai trainer,1,0
contract software engineer - ai trainer,1,0
embedded systems engineer - ai trainer,1,0
software engineer artificial intelligence,1,0
staff backend software engineer- (ai platform),1,0
senior staff full stack engineer agentic applications,1,0
senior staff software engineer - unity catalog data governance,1,0
staff ai engineer - cloud finops,1,0
staff ai engineer - notebooks,1,0
senior ai engineer - apm experiences,1,0
senior software engineer - ai code gen - agent engineer,1,0
staff software engineer - machine learning observability,1,0
senior oracle data engineer _ king of prussia pa (w2/direct client),1,0
senior data engineer – oracle (enterprise data platforms),1,0
senior batch/data engineer,1,0
founding ai engineer (fintech/llm),1,0
founding ai engineer (engineering productivity),1,0
amari ai — senior frontend engineer,1,0
amari ai — senior backend engineer,1,0
software engineer (kp backed ai start-up),1,0
senior backend engineer | series b ai startup,1,0
staff backend engineer (series b ai startup | general catalyst),1,0
ai product engineer / ai product developer,1,0
forward-deployed ai engineer (fde),1,0
machine learning engineer / ai engineer,1,0
data engineer (ai pipelines),1,0
senior software engineer voice agent,1,0
staff software engineer agent orchestration,1,0
staff software engineer machine learning infrastructure,1,0
senior software ai engineer (agentic platform),1,0
founding machine learning engineer (medical ai),1,0
senior software engineer hpc & optimization (ai-ran),1,0
staff software engineer machine learning (computer vision),1,0
ai technologist,1,0
software principal engineer - data path,1,0
principal software engineer (data warehousing-lakehouse and analytics solutions),1,0
principal software engineer (full stack + data + ai specialist),1,0
backend developer and data management,1,0
senior data engineer (ts/sci required),1,0
manager - genai full stack developer,1,0
data engineer | ts/sci clearance required,1,0
ai data engineer - consultant,1,0
system software engineer - ai,1,0
software development engineer in test - ai,1,0
senior data engineer - data operations / braze crm,1,0
senior software development engineer ai,1,0
distinguished engineer ai,1,0
data engineer operations digital decision science,1,0
senior data engineer – engineering analytics,1,0
senior aws data engineer – etl & data warehouse (redshift),1,0
embedded software engineer - data center power,1,0
lead data engineer (cloud & ai),1,0
associate director ai engineer,1,0
high value payment data services java engineer - vice president,1,0
java engineer high value payment data services - vice president,1,0
senior ai devops and cloud infrastructure engineer - vice president,1,0
ai engineer - vice president,1,0
data engineer - databricks & salesforce migration,1,0
data engineer (oracle pl/sql + etl),1,0
full stack software developer - robotics & ai systems,1,0
machine learning engineer foundation model,1,0
data engineer - nc- only w2,1,0
data engineer - no visa candidate -only and usc-w2,1,0
machine learning engineer / mlops engineer,1,0
senior data analytics software engineer,1,0
aws data engineer (no multi cloud only aws),1,0
google cloud platform devops engineer- gen ai,1,0
senior full stack engineer 2 - ai/machine learning,1,0
forward deployed ai engineer- onsite,1,0
senior data engineer on w2 only,1,0
senior data engineer analytics,1,0
senior software engineer machine learning (commerce),1,0
principal data product engineer,1,0
frontend product engineer ai applications,1,0
senior software engineer data sync,1,0
senior microsoft fabric data engineer,1,0
full stack engineer (gen ai),1,0
data engineer (python) need local and only w2 consultant,1,0
software engineer 3 ai developer tools,1,0
principal software engineer ai tools and security (us west coast),1,0
principal software engineer ai cloud,1,0
senior software engineer ai tools and security,1,0
senior software engineer ai developer tools,1,0
applied ai software engineer,1,0
machine learning engineer marketplace optimization,1,0
staff machine learning engineer - dashpass,1,0
staff machine learning engineer money (founding machine learning lead),1,0
machine learning engineer - new verticals - search & recommendations,1,0
ai engineer - agentic ai,1,0
staff ai data engineer - rockerbox,1,0
senior software engineer 2 - ai tooling and interfaces - rockerbox,1,0
software engineer (ai-assisted developer tooling; swe3) [d.26.00 with security clearance,1,0
senior newsroom ai & machine learning engineer,1,0
senior machine learning engineer platform,1,0
ai engineer (full stack) - r&d it,1,0
urgent need for data engineer - data platforms(need 20+ years exp) no h1b,1,0
senior ai/machine learning engineer (llm & autonomous agents) new!,1,0
senior generative ai engineer (llm rag & autonomous agents) new!,1,0
generative ai engineer (llm & agentic systems) new!,1,0
senior data engineer with 12+ years,1,0
ai full stack engineer - ct/mn - onsite,1,0
senior aws cloud & agentic ai engineer at jupiter fl (hybrid),1,0
healthcare senior nlp / llm engineer (mlops & aws)-onsite roleneed local to tx,1,0
senior data engineer with pyspark and microservices,1,0
senior ai architect & engineer,1,0
healthcare senior data engineer analytics hub,1,0
ai engineer [trading analytics & data engineering],1,0
platform engineer [data bricks],1,0
data engineer mid,1,0
junior data engineer - intern,1,0
snowflake data engineer (aws),1,0
senior data devops engineer,1,0
data engineering engineer 3,1,0
senior ai engineer - agentic platform lead,1,0
lead data engineer palantir,1,0
machine learning ops engineer 2,1,0
software engineer (gen ai),1,0
staff ai/machine learning platform engineer,1,0
senior ai devops engineer,1,0
summer intern data engineer/software engineer,1,0
data engineer - autonomous vehicle ai research infrastructure,1,0
senior azure data engineer - intelligent process automation & agentic workflows,1,0
full stack ai/machine learning engineer,1,0
ai engineer (new york),1,0
senior principal engineer ai / machine learning,1,0
software engineer -gen ai,1,0
artificial intelligence/machine learning engineer with security clearance,1,0
machine learning engineer - genai llm agentic ai,1,0
senior machine learning engineer - genai llm agentic ai,1,0
staff software engineer - agentic ai product,1,0
senior software engineer - ai agentic product dev,1,0
software engineer - ai agentic product dev team (us),1,0
devops engineer – data platforms postgresql (on-site),1,0
data scientist (or ai engineer) - hybrid,1,0
scientific lead - forward deployed ai engineer applied intelligence for discovery,1,0
technical lead - software developer data foundry,1,0
advisor - lab automation software engineer ai-integration,1,0
senior data engineer spark scala aws. hybrid rhode island,1,0
salesforce cloud engineer – healthcare ai,1,0
aws machine learning engineer,1,0
ai prompt engineer,1,0
founding data engineer (core data platform),1,0
software engineer in test 3 - data analytics,1,0
senior product engineer ai systems,1,0
data engineer/ data bricks -hands on manager,1,0
founding engineer (backend / ai infrastructure),1,0
senior backend engineer (startups python llm-powered/ agentic systems),1,0
only locals f2f must data engineer whippany nj,1,0
aws devops engineer with ai exp. at charlotte nc (onsite) - cg,1,0
ai/machine learning engineer- plano tx (hybrid),1,0
al/machine learning cloud engineer,1,0
ai cloud engineer,1,0
machine learning engineer physical ai,1,0
senior azure ai platform engineer,1,0
cloud data engineer – edw,1,0
lead machine learning & data engineer,1,0
systems engineer ai&t,1,0
software data engineer - 2669 pittsburgh pennsylvania,1,0
it data engineering,1,0
lead power systems engineer data centers,1,0
machine learning engineer(w2 only),1,0
java / python backend engineer (ai-driven saas),1,0
machine learning engineer | python | pytorch | distributed training | optimisation | gpu | hybrid san jose ca,1,0
machine learning engineer - drug discovery,1,0
ai enabled java developer,1,0
analyst lead data engineering,1,0
software data engineer - 2669,1,0
ai engineer with agentic ai exp (berkeley heights nj / alpharetta ga ),1,0
software engineer with ai experience - atlanta ga,1,0
data engineer (gcp),1,0
senior machine learning engineer (mle),1,0
lead sap data engineer (hybrid or remote),1,0
enterprise - software engineer - ai/machine learning terraform c++,1,0
automation & ai engineer,1,0
ai and distributed systems backend engineer - manager - consulting - location open,1,0
service delivery center ai&d ai engineer - senior - tampa,1,0
databricks data engineer - manager - consulting - miami,1,0
fintech - ai finance - frontend software developer - senior,1,0
databricks data engineer - manager - consulting - location open,1,0
ai and distributed systems full stack engineer - manager - consulting - location open,1,0
service delivery center ai & data machine learning engineer (mle) - senior - tampa,1,0
data engineering senior analyst,1,0
databricks data engineer - senior - consulting - location open,1,0
ai and distributed systems full stack engineer - senior - consulting - location open,1,0
ct_nitro experimental ai engineer,1,0
service delivery center ai & data machine learning engineer (mle) - senior,1,0
software developer (ai agent engineer) in austin tx (hybrid) local to austin,1,0
ai agent engineer (in-person interview),1,0
system engineer- enterprise data engineer,1,0
product engineer 2 - data reviewer,1,0
technical consultant- enterprise data engineer,1,0
senior software engineer – generative ai & assistants arcgis pro,1,0
c/c++ software development engineer 2 - data management,1,0
senior software engineer 2 machine learning enablement,1,0
machine learning platform engineer 2 feature & embeddings infra,1,0
machine learning engineer search,1,0
senior software engineer i data enablement,1,0
staff machine learning engineer - llms & document ai,1,0
senior machine learning engineer - systems,1,0
machine learning engineer 1 & 2 - systems,1,0
senior devops data engineer,1,0
senior data infrastructure engineer,1,0
software engineer — backend (ai / machine learning systems),1,0
data engineer (dbt / aws redshift) – pharma commercial,1,0
java full stack developer with ai,1,0
staff data engineer - science,1,0
senior scientific data engineer,1,0
aws data engineer/ architect,1,0
ai/machine learning software engineer remote,1,0
ai/machine learning software engineer (remote),1,0
remote senior ai/machine learning software engineer,1,0
ai/machine learning devops engineer (remote),1,0
remote software engineer - ai/machine learning,1,0
remote ai/machine learning software developer,1,0
remote cloud data engineer,1,0
principal ai & software engineer – agentic enterprise systems,1,0
data engineer - fundamentals,1,0
software development engineer 3 - ai engineer,1,0
software development engineer 3 - data platform,1,0
principal machine learning scientist,1,0
deep learning software engineer,1,0
data engineer 3/senior (ai and gen ai),1,0
ai software engineer summer intern (remote & paid),1,0
senior software engineer (generative ai/machine learning) (10029),1,0
ai principal machine learning engineer (10026),1,0
ai senior machine learning engineer -gen ai machine learning graph machine learning (10189),1,0
ai principal machine learning engineer (10189),1,0
data systems engineer (toxicology & environmental),1,0
principle ai engineer,1,0
lead software engineer - infrastructure data platforms,1,0
lead genai backend platform software engineer,1,0
data engineer senior manager site reliability engineer,1,0
data engineer senior manager,1,0
full stack ai product engineer (agents & platform),1,0
data engineer r&d it,1,0
machine learning engineer fox forward deployed,1,0
software engineer data products,1,0
senior cloud data engineer/architect in new york city (hybrid role),1,0
azure data engineer/architect in houston tx,1,0
systems engineer system operations data center | technology | remote,1,0
full stack developer 2 data & analytics software solutions | forensic and litigation consulting,1,0
it ai/machine learning engineer - onsite - irvine ca,1,0
ai engineer with strong aws experience,1,0
senior staff data engineer - platform data and analytics,1,0
senior data scientist / machine learning engineer - listing quality,1,0
data engineer (business analyst 4),1,0
senior software engineer streaming data platform,1,0
staff software engineer - streaming data platform,1,0
senior staff data platform engineer,1,0
advisor software engineer (ai/machine learning & aws),1,0
data engineering engineer,1,0
senior software developer i (artificial intelligence/machine learning) – division of information technology,1,0
data engineer | $150k+,1,0
senior software engineer ai team (oakland ca),1,0
full stack application developer with ai/machine learning,1,0
principal software engineer machine learning,1,0
1.68 agentic ai/machine learning engineer - multimodal,1,0
robotics test & data engineer mapping,1,0
staff ai software engineer edge model optimization & deployment,1,0
2.53 3d machine learning engineer,1,0
1.65 senior machine learning platform engineer,1,0
product engineer – ai operations,1,0
software engineer ai product,1,0
software engineer ai platforms,1,0
ai training infrastructure engineer,1,0
helix ai engineer pretrainingnew,1,0
helix ai engineer reinforcement learningnew,1,0
data engineer - ai/machine learning,1,0
ai engineer - hybrid role in atlnata,1,0
machine learning engineer (hardware),1,0
principal machine learning engineer (trading),1,0
software engineer ai infrastructure,1,0
senior data engineer (remote in ca),1,0
senior data engineer – devops [gitlab terraform],1,0
senior data engineer – snowflake admin/integration dbt,1,0
lead data engineer – qlik/ snowflake/ dbt,1,0
senior data engineer – qlik dbt snowflake,1,0
lead software engineer (full stack | ai-enabled development),1,0
network monitoring system developer – level 2 (cyber / data engineer),1,0
level 1 software developer - ai,1,0
software development engineer (ai & machine learning),1,0
data engineer (cloud data platforms),1,0
ai enabled cloud & devops senior engineer,1,0
senior cybersecurity data engineer,1,0
data scientist - ai / python developer,1,0
ai engineer – data and ai,1,0
senior full stack engineer - ai,1,0
lead data engineer associate director,1,0
senior software engineer full stack - ai,1,0
senior staff software engineer - binary log data replication,1,0
principal software engineer - ai tooling & adoption,1,0
(senior) data engineer,1,0
(senior) machine learning engineer,1,0
data center security software principal engineer,1,0
senior product engineer - ai,1,0
palantir foundry- data engineer,1,0
senior staff engineer data,1,0
senior software engineer backend/investigative agent,1,0
software engineer 3 full stack/investigative agent,1,0
senior azure data engineer - nj nc,1,0
lead software engineer – ai/rag platform,1,0
data product engineer,1,0
senior software engineer ai – san francisco,1,0
staff software engineer ai – san francisco,1,0
junior ai/machine learning engineer (remote),1,0
junior applied ai engineer- hris,1,0
applied ai engineer- machine learning for manufacturing (computational design & geometry processing),1,0
machine learning engineer (optimization & prediction),1,0
lead data engineer - local preferred,1,0
data engineer with servicenow,1,0
software engineer 2 data services,1,0
ai data platform engineer,1,0
software engineer – azure databricks & agentic ai,1,0
principal python engineer ai team lead,1,0
senior full stack engineer data science,1,0
software engineer technical lead (gen ai engineering),1,0
software engineer professional (salesforce / ai enabled),1,0
full stack developer (java ai llm 1 month contract to hire),1,0
ai research computing infrastructure engineer,1,0
software engineer (edge data & telemetry),1,0
scientist i ai engineer,1,0
principal software engineer (.net + data) - remote - usa,1,0
agentic full stack developer (claude ai 4.x) - remote - usa,1,0
staff data engineer (databricks) - remote - usa,1,0
senior machine learning engineer - remote - usa,1,0
senior software engineer data pipeline,1,0
ai engineer - agent team,1,0
fulltime role - senior big data engineer,1,0
ai python developer,1,0
ai engineer software,1,0
ai engineer data science,1,0
backend engineer (big data & aws) @ w2,1,0
hybrid ::full stack engineer with c# & .net (ai-augmented pair) at texas california / canada,1,0
frontend developer – react + next.js (ai-enabled),1,0
senior machine learning engineer (3968),1,0
aws cloud data engineer,1,0
lead devops engineer (gcp & aws) — machine learning/ai for medical imaging (no opt or h1b),1,0
senior software engineer – ai backend & agent frameworks,1,0
ai design engineer,1,0
senior software engineer - applied ai,1,0
staff software engineer - ai/machine learning infra,1,0
senior staff software engineer- ai,1,0
staff engineer - applied ai,1,0
full stack & ai engineering intern - denver,1,0
data engineer lead/architect,1,0
software development engineer 3 - genai,1,0
data engineer 3 - data & ai enablement,1,0
data engineer 2 - adobe experience platform,1,0
data engineer 2 - abs data analytics & finance reporting,1,0
staff software engineer – data team (menlo park ca) #4433,1,0
staff software engineer – data team (durham nc) #4433,1,0
senior gen ai platform engineer,1,0
senior operations & data engineer (snowflake specialist); cloud engineer (hybrid onsite),1,0
senior operations & data engineer(informatica specialist)cloud engineer(hybrid onsite),1,0
genai software engineer,1,0
bi-lingual-senior data engineer,1,0
bi-lingual data engineer,1,0
data science ai engineer advisor,1,0
ai engineer - need local to bellevue/seattle,1,0
job for data engineer at madison nj ( need local),1,0
data engineer - need local to madison nj,1,0
fp&a data engineer,1,0
gen ai/machine learning engineer,1,0
senior software engineer - machine learning backend,1,0
data science/ ai prompt engineer - temp to hire,1,0
data engineer lead - contract,1,0
data engineer associate - contract,1,0
staff software engineer — ai,1,0
lead ai engineer (hands-on),1,0
ai engineer – genai & agentic systems,1,0
ai/llm engineer,1,0
senior machine learning engineer perception r&d,1,0
backend - software data engineer,1,0
senior backend engineer (java/machine learning/ai) - askgartner,1,0
lead ai engineer (machine learning ops),1,0
associate software engineer - agentic ai framework (python aws),1,0
senior software engineer (python etl) - master data management (mdm),1,0
senior site reliability engineer - machine learning,1,0
data & ai architect / lead data engineer,1,0
ai engineer (agent systems & llms),1,0
machine learning engineer foundation models (prescient / ai for drug discovery),1,0
senior machine learning engineer - ai - lab automation software,1,0
senior machine learning engineer ai agents for science ai for drug discovery,1,0
senior machine learning engineer ai enablement,1,0
machine learning engineer/senior machine learning engineer - infra,1,0
data engineer senior (etl) advisor-raleigh nc-eligible for public trust,1,0
2026 summer intern – ai/machine learning engineer cloud and developer infrastructure (masters),1,0
senior software engineer data platform (autonomous vehicles),1,0
senior machine learning engineer – perception & embodied ai,1,0
senior data engineer - gpsc insights engineering,1,0
staff machine learning engineer machine learning compute platform,1,0
software engineer data platform (autonomous vehicles),1,0
senior software engineer i machine learning ops,1,0
principal applied ai engineer finance,1,0
senior ai/machine learning engineer (llms & agentic ai),1,0
senior data engineer ad-tech,1,0
senior software engineer (prompt engineer python/genai),1,0
databricks data engineer - remote,1,0
machine learning engineer - local to ca only - w2 - 4days remote & 1day onsite,1,0
machine learning engineer-must be local to ca,1,0
ai/machine learning engineer - gtri-icl,1,0
data engineer/senior data engineer (not open to visa holders),1,0
ai engineer (on-site calabasas office - immediate hire) development calabasas ca,1,0
full stack developer (java google cloud platform vertex ai),1,0
role: al/ machine learning engineer,1,0
aws cloud devops & ai engineer,1,0
machine learning engineer ai assistant & autonomous ai agents,1,0
software engineer ai & security,1,0
software engineer agentic runtime,1,0
software engineer data foundations,1,0
python software engineer (ai/genai focus),1,0
java backend developer (ai claude),1,0
data engineer - must be able to convert fulltime - cth,1,0
lead data engineer - w2 - onsite 4 days a week must be local to columbus oh (posted by sam),1,0
data and ai devops engineer,1,0
global tapeout and mask operations biz app and data engineer (2026 new college graduate),1,0
senior aws data engineer irc290838,1,0
lead data engineer irc293646,1,0
junior databricks data engineer - security analytics,1,0
cloud data engineer (hybrid),1,0
ct - full stack ai engineer,1,0
gogo summer 2026 graduate intern –ai engineer,1,0
software engineer - ai capabilities integration,1,0
principal ai engineer medical devices jn -042026-174220,1,0
data engineer jn -042026-174359,1,0
senior software engineer embedded systems quantum ai,1,0
staff software engineer ai/machine learning genai google workspace,1,0
software engineer 3 full stack google cloud ai,1,0
machine learning software engineer geminiapp agents deepmind,1,0
software engineer autorepair for ai coding agents,1,0
software engineer 3 infrastructure google cloud ai,1,0
datascience/ machine learning engineer,1,0
staff software engineer – foundational data systems for ai,1,0
senior software engineer – foundational data systems for ai,1,0
ai data & technology - ai-machine learning engineer,1,0
senior machine learning engineer (llm),1,0
founding research machine learning engineer,1,0
founding data engineer (machine learning pipelines),1,0
founding engineer machine learning infra (ai systems),1,0
applied ai engineer — greylock investment team,1,0
founding machine learning engineer – search & agents,1,0
forward-deployed data engineer,1,0
senior applied machine learning engineer on-device,1,0
ai engineer - expression of interest,1,0
senior ai engineer copilot for microsoft 365 adoption & enablement - scottsdale az,1,0
lead data engineer - ai/machine learning,1,0
ai-native software engineer,1,0
data engineer (border security),1,0
ai development lead,1,0
cleared data engineer,1,0
software engineer 3 (ai/machine learning),1,0
staff software engineer – data platform,1,0
software engineer 3 - ai services,1,0
security software engineer product and ai,1,0
staff applied ai/machine learning engineer,1,0
staff applied ai/ machine learning engineer,1,0
staff applied ai and machine learning engineer payments & risk,1,0
data engineer with python/aiml at irving tx & rutherford nj,1,0
spanish ai engineer,1,0
senior ai full stack engineer with agentic workflows & rag,1,0
audio machine learning engineer (research),1,0
senior data engineer - apis,1,0
staff data engineer - apis,1,0
lead ai engineer palantir foundry,1,0
staff data engineer - data quality,1,0
senior full stack developer with angular github copilot ai,1,0
senior staff software engineer (rust & ai) – 4624,1,0
principal machine learning engineer (4620),1,0
principal ai infrastructure engineer (part-time),1,0
machine learning engineer – fine-tuning and on-device ai,1,0
data engineer (w2 contract),1,0
data engineer with databricks and pyspark,1,0
software engineer - ai agent developer,1,0
software engineer - data center emulator,1,0
backend data engineer – apis & etl,1,0
frontend developer – data visualization & gis,1,0
ai full stack developer - phoenix az,1,0
machine learning engineer integrity,1,0
machine learning engineer chakra,1,0
machine learning engineer - evaluation,1,0
