pair,cosine
entry24_vs_entry26,0.9531415463845853
entry26_vs_midsr24,0.9376742492090415
entry26_vs_midsr26,0.9578694382919453
entry24_vs_midsr24,0.972773500038123
midsr24_vs_midsr26,0.941608447707065
all24_vs_all26,0.9505828260528872
