Topic,Count,Name,Representation,Representative_Docs
-1,2223,-1_software_systems_experience_work,"['software', 'systems', 'experience', 'work', 'engineering', 'technical', 'development', 'design', 'team', 'code']","[""hiring Software Engineer, Sustaining Engineering ... * fast-paced engineering role Linux-based software-defined infrastructure applications, covering layers stack, including bare metal, virtualization (KVM) containerization (Docker, LXC/LXD), storage (Ceph Linux filesystems), networking (OVS, OVN Core networking), OpenStack Kubernetes, open source applications running top them. role opportunity technologist passion Linux open source build career drive success customers, community company. affinity open source development, great communication skills, passion troubleshooting fixing issues technology used millions across world, enjoy working best people industry . role deals critical issues open source stack require software engineering upstream fixes. engineers able work productively any level stack kernel, wide range languages, understand address software issues hand. group critical success enterprise customers, partners Ubuntu itself. help troubleshooting driving issues resolution workarounds, guidance, fixes released upstream Ubuntu. role entails | * Resolving complex customer problems related Ubuntu, OpenStack, Kubernetes open source software * Maintaining close working relationship 's field, support product engineering teams * Participating upstream communities * Developing fixes, backporting patches, working upstream inclusion * Reviewing code produced engineers * Demonstrating good judgement technical methods techniques * Prioritizing work managing time effectively priorities * Participating team discussions improve processes, tools, documentation * Maintaining clear, technical concise communications * Working home travel internationally 10% work time team meetings, events conferences looking * Professional experience software engineer * Background Computer Science, STEM similar * Strong experience Linux, OpenStack, Kubernetes cloud technologies * Strong development-level experience Python, Go, C, C\\+\\+ Linux * Ability troubleshoot gdb tools * Familiarity git source code repositories branches * exceptional academic track record high school preferably university * Willingness travel 4 times year internal events Nice-to-have skills | * love technology working brilliant people * curious, flexible, articulate, accountable * value soft skills passionate, enterprising, thoughtful, self-motivated * interest in, experience following: Ubuntu Linux - kernel userspace, Kubernetes, OpenStack, Ceph, QEMU/KVM, LXC/LXD, Python, Go, C, Postgresql, Mongo, Debian packaging, distributed systems"", ""hiring Software Engineer, Sustaining Engineering ... * fast-paced engineering role Linux-based software-defined infrastructure applications, covering layers stack, including bare metal, virtualization (KVM) containerization (Docker, LXC/LXD), storage (Ceph Linux filesystems), networking (OVS, OVN Core networking), OpenStack Kubernetes, open source applications running top them. role opportunity technologist passion Linux open source build career drive success customers, community company. affinity open source development, great communication skills, passion troubleshooting fixing issues technology used millions across world, enjoy working best people industry . role deals critical issues open source stack require software engineering upstream fixes. engineers able work productively any level stack kernel, wide range languages, understand address software issues hand. group critical success enterprise customers, partners Ubuntu itself. help troubleshooting driving issues resolution workarounds, guidance, fixes released upstream Ubuntu. role entails | * Resolving complex customer problems related Ubuntu, OpenStack, Kubernetes open source software * Maintaining close working relationship 's field, support product engineering teams * Participating upstream communities * Developing fixes, backporting patches, working upstream inclusion * Reviewing code produced engineers * Demonstrating good judgement technical methods techniques * Prioritizing work managing time effectively priorities * Participating team discussions improve processes, tools, documentation * Maintaining clear, technical concise communications * Working home travel internationally 10% work time team meetings, events conferences looking * Professional experience software engineer * Background Computer Science, STEM similar * Strong experience Linux, OpenStack, Kubernetes cloud technologies * Strong development-level experience Python, Go, C, C\\+\\+ Linux * Ability troubleshoot gdb tools * Familiarity git source code repositories branches * exceptional academic track record high school preferably university * Willingness travel 4 times year internal events Nice-to-have skills | * love technology working brilliant people * curious, flexible, articulate, accountable * value soft skills passionate, enterprising, thoughtful, self-motivated * interest in, experience following: Ubuntu Linux - kernel userspace, Kubernetes, OpenStack, Ceph, QEMU/KVM, LXC/LXD, Python, Go, C, Postgresql, Mongo, Debian packaging, distributed systems"", ""**Engineering Foundry/Software Engineering Development - Full-stack Developer/Consultant/Software Engineer - II** Join AI \\& Engineering team transforming technology platforms, driving innovation, helping make significant impact clients' success. work alongside talented professionals reimagining re-engineering operations processes critical business. contributions help clients improve financial performance, accelerate new digital ventures, fuel growth innovation. AI \\& Engineering leverages cutting-edge engineering capabilities build, deploy, operate integrated/verticalized sector solutions software, data, AI, network, hybrid cloud infrastructure. solutions powered engineering business advantage, transforming mission-critical operations. enable clients stay ahead latest advancements transforming engineering teams modernizing technology \\& data platforms. delivery models tailored meet client's unique requirements. Engineering Service provides complete design, implementation, technology operations, leveraging core engineering expertise. transform engineering teams, modernize technology, deliver complex programs product engineering approach. flexible delivery models-traditional teams, pools, pods-are tailored client's needs, offering engineering-led advisory, implementation, operational capabilities accelerate innovation. Recruiting role ends 4/30/2026\\. **Work Do** hands-on full-stack developer builds, tests, ships reliable software part agile engineering team. contribute design implementation cloud-native applications AI-augmented features, growing technical depth across stack. work alongside senior engineers grow technical skills making meaningful contributions projects. **Key Responsibilities** * Design, build, test, maintain scalable full-stack features across front-end back-end systems, following project engineering standards conventions. * Write clean, well-documented, maintainable code; participate code reviews contribute constructive technical feedback peers. * Develop maintain back-end microservices scalable APIs; implement CI/CD pipelines, containerized workloads, infrastructure-as-code part client engagements. * Integrate LLM APIs (OpenAI, Anthropic Claude, Google Gemini, Azure OpenAI) build intelligent, context-aware features within client applications. * Implement agentic AI patterns - tool-calling agents, RAG pipelines, prompt chaining, memory management - within full-stack applications senior engineer guidance. * Collaborate prototyping iterating AI-powered workflows automation solutions, contributing practice's growing AI delivery capability. * Participate actively code reviews, providing incorporating constructive feedback. * Collaborate product managers, designers, fellow engineers translate requirements into technical solutions. * Identify, diagnose, resolve bugs performance issues development production environments. * Assist breaking technical requirements into well-scoped tasks estimates. * Support junior engineers pairing, knowledge sharing, informal mentorship. * Write maintain unit, integration, end-to-end tests ensure software reliability. * Participate on-call rotations contribute incident response post-mortems. **Qualifications** * 6\\+ years professional software engineering experience focus full-stack development. * 4\\+ years full system lifecycle development experience, requirements production deployment. * 4\\+ years hands-on full-stack experience proficiency least one back-end language (Python, Java, .NET, Go, Node.js) modern front-end framework (React, Angular, Vue.js). * 4\\+ years client-facing development role, demonstrated ability engage professionally external stakeholders. * 3\\+ years building consuming RESTful APIs and/or GraphQL services professional, team-based delivery environment. * Solid understanding software engineering fundamentals including data structures, algorithms, OOP principles. * Familiarity relational NoSQL databases comfort writing efficient queries. * Working knowledge version control systems (Git) collaborative development workflows. * Understanding testing practices experience writing automated test suites. * Strong verbal written communication skills ability work effectively team environment. * Working knowledge least one major cloud platform (AWS, Azure, GCP), including deployment, managed services, basic infrastructure configuration. * Hands-on experience integrating least one LLM platform generative AI API (OpenAI, Azure OpenAI, Anthropic, Google Vertex AI, equivalent). * Bachelor's degree Computer Science, Engineering, related discipline - equivalent professional experience. * Ability travel 50% based work clients industries/sectors serve. **Sponsorship:** * Limited immigration sponsorship may available. **In addition, successful Consultant candidates following preferred background:** * Experience containerization orchestration tools Docker Kubernetes. * Familiarity CI/CD pipelines DevOps practices. * Experience working Agile/Scrum environment using tools like Jira Linear. * Contributions open-source projects personal portfolio demonstrating technical initiative. * Interest mentoring others taking increased technical responsibility time. * Industry-recognized cloud certifications (AWS Certified Developer, Azure Developer Associate, GCP Professional Developer, equivalent). **Wages \\+ Salary** wage range role takes into account wide range factors considered making compensation decisions including limited skill sets; experience training; licensure certifications; business organizational needs. disclosed range estimate adjusted applicable geographic differential associated location position may filled. , typical individual hired near top range role compensation decisions dependent facts circumstances case. reasonable estimate current range $84,400 $155,400\\. may also eligible participate discretionary annual incentive program, subject rules governing program, whereby award, any, depends various factors, including, without limitation, individual organizational performance.""]"
0,1018,0_software_technical_development_design,"['software', 'technical', 'development', 'design', 'team', 'business', 'experience', 'years', 'solutions', 'code']","[""**Minimum qualifications:** | * Bachelor's degree equivalent practical experience. * 2 years experience programming C\\+\\+, Python, Java. * 2 years experience programming JavaScript TypeScript. * 2 years experience front-end frameworks, full-stack development API development. **Preferred qualifications:** | * Master's degree PhD Computer Science related technical fields. * 2 years experience data structures algorithms either academic industry setting. * 2 years experience performance, large scale systems data analysis, visualization tools, debugging. * Experience developing accessible technologies. * Proficiency code system health, diagnosis resolution, software test engineering. 's software engineers develop next-generation technologies change billions users connect, explore, interact information one another. products need handle information massive scale, extend well beyond web search. We're looking engineers bring fresh ideas areas, including information retrieval, distributed computing, large-scale system design, networking data storage, security, artificial intelligence, natural language processing, UI design mobile; list goes growing every day. software engineer, work specific project critical ’s needs opportunities switch teams projects fast-paced business grow evolve. need engineers versatile, display leadership qualities enthusiastic take new problems across full-stack continue push technology forward. technical expertise manage project priorities, deadlines, deliverables. design, develop, test, deploy, maintain, enhance software solutions. **Responsibilities** | * Write product system development code. * Participate in, lead design reviews peers stakeholders decide amongst available technologies. * Review code developed developers provide feedback ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, efficiency). * Contribute existing documentation educational content adapt content based product/program updates user feedback. * Triage product system issues debug/track/resolve analyzing sources issues impact hardware, network, service operations quality."", ""**Minimum qualifications:** | * Bachelor’s degree equivalent practical experience. * 2 years experience software development one programming languages, 1 year experience advanced degree. * 2 years experience full stack development, across back-end Java, Python, GO, C\\+\\+ codebases, front-end experience including JavaScript TypeScript, HTML, CSS equivalent. **Preferred qualifications:** | * Master's degree PhD Computer Science related technical field. * 2 years experience performance, large scale systems data analysis, visualization tools, debugging. * 2 years experience data structures algorithms either academic industry setting. * Experience developing accessible technologies. * Proficiency code system health, diagnosis resolution, software test engineering. 's software engineers develop next-generation technologies change billions users connect, explore, interact information one another. products need handle information massive scale, extend well beyond web search. We're looking engineers bring fresh ideas areas, including information retrieval, distributed computing, large-scale system design, networking data storage, security, artificial intelligence, natural language processing, UI design mobile; list goes growing every day. software engineer, work specific project critical ’s needs opportunities switch teams projects fast-paced business grow evolve. need engineers versatile, display leadership qualities enthusiastic take new problems across full-stack continue push technology forward. technical expertise manage project priorities, deadlines, deliverables. design, develop, test, deploy, maintain, enhance software solutions. Cloud accelerates every organization’s ability digitally transform business industry. deliver enterprise-grade solutions leverage ’s cutting-edge technology, tools help developers build sustainably. Customers 200 countries territories turn Cloud trusted partner enable growth solve critical business problems. **Responsibilities** | * Write product system development code. * Participate in, lead design reviews peers stakeholders decide amongst available technologies. * Review code developed developers provide feedback ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, efficiency). * Contribute existing documentation educational content adapt content based product/program updates user feedback. * Triage product system issues debug/track/resolve analyzing sources issues impact hardware, network, service operations quality."", ""**Minimum qualifications:** | * Bachelor’s degree equivalent practical experience. * 2 years experience software development one programming languages, 1 year experience advanced degree. * 2 years experience full stack development, across back-end Java, Python, GO, C\\+\\+ codebases, front-end experience including JavaScript TypeScript, HTML, CSS equivalent. **Preferred qualifications:** | * Master's degree PhD Computer Science related technical field. * 2 years experience performance, large scale systems data analysis, visualization tools, debugging. * 2 years experience data structures algorithms either academic industry setting. * Experience developing accessible technologies. * Proficiency code system health, diagnosis resolution, software test engineering. 's software engineers develop next-generation technologies change billions users connect, explore, interact information one another. products need handle information massive scale, extend well beyond web search. We're looking engineers bring fresh ideas areas, including information retrieval, distributed computing, large-scale system design, networking data storage, security, artificial intelligence, natural language processing, UI design mobile; list goes growing every day. software engineer, work specific project critical ’s needs opportunities switch teams projects fast-paced business grow evolve. need engineers versatile, display leadership qualities enthusiastic take new problems across full-stack continue push technology forward. technical expertise manage project priorities, deadlines, deliverables. design, develop, test, deploy, maintain, enhance software solutions. Cloud accelerates every organization’s ability digitally transform business industry. deliver enterprise-grade solutions leverage ’s cutting-edge technology, tools help developers build sustainably. Customers 200 countries territories turn Cloud trusted partner enable growth solve critical business problems. **Responsibilities** | * Write product system development code. * Participate in, lead design reviews peers stakeholders decide amongst available technologies. * Review code developed developers provide feedback ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, efficiency). * Contribute existing documentation educational content adapt content based product/program updates user feedback. * Triage product system issues debug/track/resolve analyzing sources issues impact hardware, network, service operations quality.""]"
1,912,1_ai_learning_machine learning_machine,"['ai', 'learning', 'machine learning', 'machine', 'ml', 'models', 'model', 'aiml', 'agentic', 'agents']","['**Job Summary** Join team AI/ML Engineer play pivotal role driving mission-critical government initiatives also contributing proprietary AI infrastructure, you’ll harness advanced large language models (LLMs), retrieval-augmented generation (RAG), multi-agent orchestration deliver secure, scalable, impactful machine learning systems. You’ll work closely cross-functional experts, leveraging frontier AI platforms latest agentic AI tooling. **Key Responsibilities** * Design, implement, optimize AI/ML models particularly leveraging LLMs, RAG, prompt engineering production grade applications. * Develop orchestrate multi-agent systems using frameworks LangGraph LangChain. * Integrate deploy solutions secure cloud environments, including AWS GovCloud, Google GovCloud, Azure IL5\\+, Vertex AI, AWS Bedrock. * Build robust data pipelines, manage ETL processes, develop metadata catalogs ontologies ensure high-quality data AI training inference. * Create maintain REST APIs SDK integrations facilitate seamless data model interactions. * Collaborate product, security, engineering teams ensure best-in-class delivery, following secure coding DevOps best practices (CI/CD). * Document technical decisions communicate complex concepts clearly technical non-technical stakeholders. **Required Skills Qualifications** * Proficiency Python AI/ML development, including experience REST APIs SDK integration. * Hands-on experience LLMs, RAG systems, prompt engineering production environments. * Familiarity multi-agent orchestration, tool use, frameworks like LangGraph LangChain. * Deep understanding cloud AI services (AWS GovCloud, Google GovCloud, Azure IL5\\+, Vertex AI, AWS Bedrock). * Background building maintaining data pipelines, ontologies, metadata catalogs, ETL processes. * Strong grasp secure coding modern DevOps practices (CI/CD pipelines). * Exceptional written verbal communication skills effective collaboration documentation. **Preferred Qualifications** | * Experience AI/agentic platforms, Anthropic Gov, OpenAI Enterprise, Gemini Enterprise, Grok Enterprise. * Knowledge metadata catalog platforms (MCP) advanced API development techniques. * Prior exposure government highly regulated cloud environments compliance standards.', ""**This job Amazon, inclusive employer member myGwork – largest global platform LGBTQ\\+ business community. Please contact recruiter directly.** **Description** Amazon Web Services Professional Services (ProServe) team seeking skilled Machine Learning Engineer join team Amazon Web Services (AWS). looking work forefront Machine Learning AI? Would excited apply Generative AI algorithms solve real world problems significant impact? role, work directly customers design, evangelize, implement, scale AI/ML solutions meet technical requirements business objectives. key player driving customer success AI transformation journey, providing deep expertise machine learning, generative AI, best practices throughout project lifecycle. Machine Learning Engineer within AWS Professional Services organization, proficient architecting complex, scalable, secure machine learning solutions tailored meet specific needs customer. help customers imagine scope use cases create greatest value businesses, select train fine tune right models, define paths navigate technical business challenges. Working closely stakeholders, assess current data infrastructure, develop proof-of-concepts, propose effective strategies implementing AI generative AI solutions scale. design run experiments, research new algorithms, find new ways optimizing risk, profitability, customer experience. AWS Professional Services organization global team experts help customers realize desired business outcomes using AWS Cloud. work together customer teams AWS Partner Network (APN) execute enterprise cloud computing initiatives. team provides assistance collection offerings help customers achieve specific outcomes related enterprise cloud adoption. also deliver focused guidance global specialty practices, cover variety solutions, technologies, industries. position requires candidate selected US Citizen must currently possess maintain active TS/SCI security clearance polygraph. Key job responsibilities * Designing implementing complex, scalable, secure AI/ML solutions AWS tailored customer needs, including selecting fine-tuning appropriate models specific use cases * Developing deploying machine learning models generative AI applications solve real-world business problems, conducting experiments optimizing performance scale * Collaborating customer stakeholders identify high-value AI/ML use cases, gather requirements, propose effective strategies implementing machine learning generative AI solutions * Providing technical guidance applying AI, machine learning, generative AI responsibly cost-efficiently, troubleshooting throughout project delivery ensuring adherence best practices * Acting trusted advisor customers latest advancements AI/ML, emerging technologies, innovative approaches leveraging diverse data sources maximum business impact * Sharing knowledge within organization mentoring, training, creating reusable AI/ML artifacts, working team members prototype new technologies evaluate technical feasibility **About Team** Diverse Experiences Amazon values diverse experiences. Even meet preferred qualifications skills listed job description, encourage candidates apply. career starting, followed traditional path, includes alternative experiences, let stop applying. AWS Amazon Web Services (AWS) world's comprehensive broadly adopted cloud platform. pioneered cloud computing never stopped innovating - that's customers successful startups Global 500 companies trust robust suite products services power businesses. Work/Life Balance value work-life harmony. Achieving success work never come expense sacrifices home, strive flexibility part working culture. feel supported workplace home, there's nothing can't achieve cloud. Inclusive Team Culture AWS, nature learn curious. employee-led affinity groups foster culture inclusion empower us proud differences. Mentorship Career Growth We're continuously raising performance bar strive become Earth's Best Employer. That's find endless knowledge-sharing, mentorship career-advancing resources help develop into better-rounded professional. **Basic Qualifications** * Bachelor's degree Science, Technology, Engineering, Mathematics (STEM), experience working Science, Technology, Engineering, Mathematics (STEM) * 3\\+ years data querying languages (e.g. SQL), scripting languages (e.g. Python) statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience * 3\\+ years machine learning/statistical modeling data analysis tools techniques, parameters affect performance experience * Experience professional software engineering \\& best practices full software development life cycle, including coding standards, software architectures, code reviews, source control management, continuous deployments, testing, operational excellence * Current, active US Government Security Clearance TS/SCI Polygraph **Preferred Qualifications** * Master's degree Science, Technology, Engineering, Mathematics (STEM) * Knowledge machine learning concepts application reasoning problem-solving * Experience defining creating benchmarks assessing GenAI model performance * Experience working multi-team, cross-disciplinary projects * Experience applying quantitative analysis solve business problems making data-driven business decisions * Experience Python, SQL/NoSQL, API development building deploying AI/ML solutions * Experience working Large Language Models (LLMs), prompt engineering, generative AI frameworks inclusive culture empowers Amazonians deliver best results customers. disability need workplace accommodation adjustment application hiring process, including support interview onboarding process, please visit information. country/region applying listed, please contact Recruiting Partner. USA, VA, Arlington - 136,000\\.00 - 184,000\\.00 USD annually USA, VA, Herndon - 136,000\\.00 - 184,000\\.00 USD annually]]\\>"", '| **Software Engineer** Microsoft Azure\'s OneFleet team, help build hyperscale solutions solve pressing problem - add manage capacity fully automated fashion works across multiple clouds. perform full-stack, though emphasis backend, engineering order support new types capacity, everything AI supercomputing. **Responsibilities** | **AI-Native Development** * Uses appropriate artificial intelligence (AI) tools practices across software development lifecycle (SDLC) disciplined manner. Takes responsibility content AI-generated changes artifacts, reviewing changes applying appropriate tooling processes minimal guidance. **Coding** * Supports efforts use debugging, tests, tools, logs, telemetry, methods proactively verify assumptions issues occur product features production. Conducts incident retrospectives identify root causes problems, implements repair actions, identifies mechanisms prevent incident recurrence minimal supervision. minimal guidance, applies least-access principles, uses logging, telemetry, appropriate mechanisms investigate issues retaining privacy security. * Reviews product feature code test code ensure meets team standards, contains correct test coverage, appropriate product feature. Contributes bringing insight code reviews help improve code quality, coaching providing feedback develop engineers\' skills minimal guidance. Contributes code reviews timely fashion helps accelerate pace development team. Considers diagnosability, reliability, testability, maintainability reviewing code understands code ready shared delivered. Applies reviews coding patterns, security risks, compliance issues, best practices code reviews. Uses automated source code analysis tools incorporated into build/development process minimal supervision. * Creates implements code product, service, feature, reusing code applicable minimal supervision. Writes learns create code extensible maintainable. Considers diagnosability, reliability, maintainability defects, understands code ready shared delivered. Applies coding patterns best practices write code (e.g., leveraging state-of-the-art generative artificial intelligence \\[GenAI], approaches source code organization, naming conventions). Escalates identified blockers unknowns development process, communicates impact timelines, contributes identifying strategies and/or opportunities address minimal supervision. **Design** * Understands provides feedback proposals architecture, technical leadership others. minimal supervision, tests explores various design options product/solution feature, outlining strengths weaknesses option. Collaborates architects minimal supervision build modify product/solution feature, providing feedback needed. Begins collaborate engineers architecture solutions, following technical leadership applicable. Contributes development design documents support user stories product requirements oversight. Develops awareness current technology landscape. Escalates shares findings investigations team owns design decisions. Helps ensure system architecture individual designs meet performance, scalability, resiliency, cost goods sold (COGS), requirements expectations. Upholds Microsoft standards security, privacy, compliance requirements expectations. Understands importance building solutions expand upon work others. Contributes refinement product features escalating findings analyses inform decisions regarding engineering products. * Creates clear test strategy ensures solution quality, prevents regression introduced into existing code minimal supervision. Executes test plans incorporate security testing validate security invariants (including negative cases) minimal supervision. Adds new tests cover gaps, deleting fixing broken tests, improving speed, reliability, defect localization tests feature area. Builds testable code considers testability design set features minimal guidance. Understands different types tests done particular system (e.g., unit tests), maintains up-to-date understanding testing architectures used across Microsoft across industry. Leverages artificial intelligence (AI) tools test automation minimal supervision. * Contributes identifying dependencies, incorporates into development design documents product area little oversight. Helps actively identify teams technologies leverage, interact, system team support others. Understands downstream interactions systems. Contributes collaborating teams reach common goals dependencies validation concerns overlap. **Engineering Excellence** * Contributes identification requirements for, development automation within production deployment complex product feature, targeting zero-touch deployment possible. Runs code simulated, non-production environments confirm functionality error-free runtime products little oversight. * Applies best practices build code based well-established methods secure design principles also applying best practices new code development formal validation security invariants. Follows best practices product development scaling customer requirements, applies best practices meeting scaling needs performance expectations security promises. * Builds knowledge, shares new ideas, shares pinpoints engineering tool gaps improve software developer tools support easier, faster, effective software engineering complex product features. Identifies whether open source internal code available address coding needs set product features, reuses responsible manner applicable. Develops higher-level awareness tools outside current areas expertise. Helps identify and/or create tools useful building product, determining methods still applicable current solution. * Understands applies security best practices establishes code invariants model ""security code,"" ensuring layer independently secure, minimizing risk minimal supervision. Adopts security standards clear security code review practices set product features align design engineering principles raise security hardening protections detections. Contributes incorporating deployment gates security controls, scanners set product features prevent regressions and/or vulnerabilities would customer impact. Includes required security monitoring ensure detection violations minimal guidance. minimal supervision, works relevant security partners define security promises security invariants factoring attacker/investigator personas security monitoring telemetry needs, ensure threat models premortems validate upstream downstream assumptions security invariants, establish security breach drills security incident response processes (e.g., impact analysis, containment), ensure artificial intelligence (AI) safety features implemented AI production systems tied set product features. * Contributes efforts ensure correct processes followed achieve high degree security, privacy, safety, accessibility. Checks visible evidence (e.g., audit trail) demonstrate compliance product areas. Develops holds understanding implications onboarding new technologies following expectations compliance Microsoft. Demonstrates maintains up-to-date understanding global local regulations technologies system applications ensure regulations met. * Works partner teams ensure set product features work well components partner team minimal supervision, contributing efforts ensure proper end-to-end testing, live-site coverage, scalability, performance, DRI escalation pathways established going live. * Remains current skills investing time effort into informed current developments improve availability, reliability, efficiency, observability, performance products also driving consistency monitoring operations scale. Conducts learning literary sessions raise awareness relevant engineering design principles (e.g., security, testability, performance, scalability, accessibility, product knowledge) minimal guidance. **Implement** * Reviews work items deepen knowledge product features partnership appropriate stakeholders (e.g., technical program managers) executes project plans, release plans, work items. Contributes efforts break larger work items into smaller work items providing estimation. Escalates issues might cause delay. Ensures required security protections detection processes accounted planning minimal guidance. Contributes ensuring project plans adhere security, privacy, compliance requirements. Ensures code set product/solution features properly flighted quicker mitigation production incidents minimal supervision. Calculates capacity planning, accounting appropriate failover backup/restore mechanisms disaster recovery set features minimal guidance. Makes considerations efficient operation set features live minimal supervision. Contributes establishing rollback plan set features. * Learns supports deployment customers following correct measures push features customers. Follows safe change deployment practices (e.g., ensuring flights set correctly) team minimize adverse impact users services managerial guidance. Learns applies best practices deployment features safely managerial oversight and/or guidance experienced peers. Contributes monitoring dependency status ensuring latest, secure versions deployed. Identifies rollback plans enacted product feature direct supervision. Contributes building deployment infrastructure allow developers\' private builds product feature tested production-like environment. * Leveraging internal experimentation infrastructures, conducts experiments determine impact changes, using feature flags/flighting code. Collaborates internal partners (e.g., Data Science, product managers) incorporate success guard rail metrics experimentation minimal guidance. **Reliability Supportability** * Maintains operations live site service, following security best practices responding quickly mitigate issues using minimum required permissions arise rotational, on-call basis. Identifies solutions mitigations simple issues complex issues applicable impacting performance functionality live site services escalates appropriately. minimal supervision, improves troubleshooting guides (TSGs), wikis, tests, telemetry make on-call better, recommends user-facing support documentation additional test coverage reduce likelihood future user-initiated incidents. Contributes enabling secure operations, security monitoring, integration live site investigation activities minimal oversight. Identifies proposes opportunities (e.g., lunch talks, automation, practices, tools) leveraged improve live site experience minimal guidance. * Identifies areas contribute efforts integrate logging instrumentation gathering telemetry data system behavior performance, reliability, availability, usage, safety mechanisms, allowing monitoring investigating security-related concerns scenarios live A/B experiments products, services, offerings. Leverages telemetry feedback effectiveness contribute improving subsequent monitoring designs minimal guidance. Contributes efforts classify, analyze data little oversight range metrics (e.g., health system, bugs might occurring), helps create outputs (e.g., notifications, dashboards) improve monitoring investigating security-related concerns scenarios, system monitoring and/or issue identification mitigation. Considers privacy implications telemetry code changes, adding new data points minimal guidance. * Acts designated responsible individual (DRI), working on-call monitor system/product feature/service degradation, downtime, interruptions. Alerts stakeholders status gains approval restore system/product/service simple problems. Responds within service level agreement (SLA) timeframe. Escalates issues appropriate owners. **Understand User Requirements** * Works appropriate internal stakeholders (e.g., product manager, privacy/security subject matter expert, technical lead) understand determine customer/user requirements set features. Incorporates customer insights into future designs solution fixes minimal supervision. Incorporates unwritten requirements, appropriate continuous feedback loops measure actionable, quantitative (e.g., customer value, usage patterns, solution performance) qualitative (e.g., accessibility, globalization) indicators value. Understands, begins providing feedback on, advocating security privacy needs customer using set features. Collaborates appropriate stakeholders determine business requirements scenario. Drives identification dependencies development design documents product, application, service, platform. Creates, implements, optimizes, debugs, refactors, reuses code establish improve performance maintainability, effectiveness, return investment (ROI). Leverages subject-matter expertise product features partners appropriate stakeholders (e.g., project managers) drive workgroup\'s project plans, release plans, work items. Acts Designated Responsible Individual (DRI) guides engineers developing following playbook, working call monitor system/product/service degradation, downtime, interruptions, alerting stakeholders status initiates actions restore system/product/service simple complex problems appropriate. Proactively seeks new knowledge adapts new trends, technical solutions, patterns improve availability, reliability, efficiency, observability, performance products also driving consistency monitoring operations scale. **Qualifications** | **Required/minimum qualifications** Bachelor\'s Degree Computer Science related technical field 2\\+ years technical engineering experience coding languages including, limited to, C, C\\+\\+, C#, Java, JavaScript, Python equivalent experience. **Other Requirements:** Candidates must able meet Microsoft, customer and/or government security screening requirements required role. requirements include, limited following specialized security screenings: * successful candidate must active U.S. Government Top Secret Clearance access Sensitive Compartmented Information (SCI) based Single Scope Background Investigation (SSBI) Polygraph. Ability meet Microsoft, customer and/or government security screening requirements required pre-offer post-hire role. Failure maintain obtain appropriate U.S. Government clearance and/or customer screening requirements may result employment action including termination. **Clearance Verification** : position requires successful verification stated security clearance meet federal government customer requirements. asked provide clearance verification information prior offer employment. **Microsoft Cloud Background Check:** | position required pass Microsoft Cloud background check upon hire/transfer every two years thereafter. **Citizenship \\& Citizenship Verification** : position requires verification U.S citizenship due citizenship-based legal restrictions. Specifically, position supports United States federal, state, and/or local United States government agency customers subject certain citizenship-based restrictions required permitted applicable law. meet legal requirement, citizenship verified via valid passport, approved documents, verified US government clearance. **Preferred Qualifications** Master\'s Degree Computer Science related technical field 3\\+ years technical engineering experience coding languages including, limited to, C, C\\+\\+, C#, Java, JavaScript, Python Bachelor\'s Degree Computer Science related technical field 5\\+ years technical engineering experience coding languages including, limited to, C, C\\+\\+, C#, Java, JavaScript, Python equivalent experience. Ability build influence broadly towards common goals priorities. Ownership end-to-end project lifecycle solid project management communication skills.']"
