category,tech,2024-01 | associate,2024-01 | director,2024-01 | entry,2024-01 | mid-senior,2024-04 | associate,2024-04 | director,2024-04 | entry,2024-04 | mid-senior,2024-04 | unknown,2026-03 | associate,2026-03 | director,2026-03 | entry,2026-03 | mid-senior,2026-03 | unknown
ai_llm_new,Agent framework,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7543859649122806,0.0,0.53475935828877,0.9245451834178348,0.3787878787878788
ai_llm_new,ChromaDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029824038174768867,0.0
ai_llm_new,Claude API,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964807634953773,0.0
ai_llm_new,Embeddings,0.23219814241486067,0.0,0.0,0.22390965732087226,0.4761904761904762,0.0,0.258732212160414,0.25152712899748475,0.11723329425556857,1.7543859649122806,0.0,2.8520499108734403,2.8034595884282734,20.075757575757574
ai_llm_new,Fine-tuning,0.0,0.0,0.0,0.4478193146417445,0.0,0.0,0.38809831824062097,0.7186489399928134,0.3516998827667058,0.8771929824561403,0.0,1.7825311942959003,2.385923053981509,0.3787878787878788
ai_llm_new,Function calling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,Gemini API,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,Generative AI,0.38699690402476783,1.1627906976744187,0.8264462809917356,0.8566978193146416,0.4761904761904762,0.0,1.423027166882277,1.8325547969816744,1.875732708089097,1.7543859649122806,11.538461538461538,6.23885918003565,9.394572025052192,28.40909090909091
ai_llm_new,LangChain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,LangGraph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,1.9607843137254901,1.6403220996122876,1.1363636363636365
ai_llm_new,Llama.cpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964807634953773,0.0
ai_llm_new,LlamaIndex,0.0,0.0,0.0,0.004867601246105919,0.0,0.0,0.129366106080207,0.0,0.0,1.7543859649122806,0.0,0.53475935828877,0.6263048016701461,6.0606060606060606
ai_llm_new,MCP,0.0,0.0,0.0,0.14602803738317757,0.0,0.0,0.258732212160414,0.035932446999640676,0.0,0.8771929824561403,3.8461538461538463,2.3172905525846703,2.2666269012824336,1.893939393939394
ai_llm_new,Ollama,0.0,0.0,0.0,0.004867601246105919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029824038174768867,0.0
ai_llm_new,OpenAI API,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,Pinecone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,Prompt engineering,0.0,0.0,0.0,0.17036604361370716,0.0,0.0,0.38809831824062097,0.2874595759971254,0.3516998827667058,1.7543859649122806,0.0,3.2085561497326207,3.1315240083507305,1.893939393939394
ai_llm_new,RAG,0.0,0.0,0.0,0.03894080996884735,0.0,0.0,0.129366106080207,0.5030542579949695,0.23446658851113714,2.631578947368421,0.0,3.9215686274509802,5.099910527885475,25.37878787878788
ai_llm_new,Semantic search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,Transformers,0.07739938080495357,0.0,0.8264462809917356,0.18496884735202493,0.0,0.0,0.0,0.32339202299676606,0.0,1.7543859649122806,0.0,0.53475935828877,0.5964807634953773,0.0
ai_llm_new,Vector database,0.0,0.0,0.0,0.004867601246105919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029824038174768867,0.0
ai_llm_new,Vector search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai_llm_new,vLLM,0.0,0.0,0.0,0.004867601246105919,0.0,0.0,0.0,0.035932446999640676,0.11723329425556857,0.0,0.0,0.0,0.3877124962719952,0.7575757575757576
ai_ml_traditional,CatBoost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964807634953773,0.0
ai_ml_traditional,DeepSpeed,0.0,0.0,0.0,0.024338006230529594,0.0,0.0,0.0,0.035932446999640676,0.11723329425556857,0.0,0.0,0.35650623885918004,0.05964807634953773,0.0
ai_ml_traditional,Hugging Face,0.0,1.1627906976744187,0.0,0.05841121495327102,0.0,0.0,0.0,0.07186489399928135,0.0,0.8771929824561403,0.0,1.4260249554367201,1.0438413361169103,0.0
ai_ml_traditional,Jupyter,0.7739938080495357,0.0,0.0,0.5743769470404985,0.0,0.0,0.38809831824062097,0.25152712899748475,0.23446658851113714,0.0,0.0,0.35650623885918004,0.17894422904861318,0.0
ai_ml_traditional,Keras,0.0,1.1627906976744187,0.0,0.17036604361370716,0.4761904761904762,0.0,0.38809831824062097,0.25152712899748475,0.23446658851113714,0.0,3.8461538461538463,0.17825311942959002,0.17894422904861318,0.7575757575757576
ai_ml_traditional,LightGBM,0.0,0.0,0.0,0.004867601246105919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964807634953773,0.0
ai_ml_traditional,MLflow,0.0,0.0,0.0,0.5792445482866043,0.0,0.0,0.0,0.25152712899748475,0.23446658851113714,0.8771929824561403,3.8461538461538463,0.35650623885918004,1.103489412466448,1.5151515151515151
ai_ml_traditional,NumPy,0.15479876160990713,0.0,2.479338842975207,0.9102414330218068,0.4761904761904762,0.0,0.517464424320828,0.6827164929931728,1.0550996483001172,0.8771929824561403,0.0,2.3172905525846703,1.1631374888159856,0.3787878787878788
ai_ml_traditional,OpenCV,0.07739938080495357,0.0,0.0,0.13629283489096572,0.0,0.0,0.129366106080207,0.17966223499820336,0.3516998827667058,0.0,0.0,0.0,0.11929615269907547,0.0
ai_ml_traditional,Pandas,0.15479876160990713,0.0,2.479338842975207,1.0319314641744548,0.9523809523809524,5.0,0.7761966364812419,0.9342436219906577,0.5861664712778429,0.8771929824561403,0.0,3.0303030303030303,1.5508499850879809,1.1363636363636365
ai_ml_traditional,PyTorch,1.3157894736842104,1.1627906976744187,0.8264462809917356,1.6890576323987538,0.0,0.0,1.29366106080207,2.6949335249730506,1.406799531066823,0.8771929824561403,7.6923076923076925,5.169340463458111,4.563077840739636,6.0606060606060606
ai_ml_traditional,TensorFlow,1.7027863777089782,1.1627906976744187,0.0,2.2488317757009346,0.4761904761904762,0.0,1.1642949547218628,2.5512037369744878,1.5240328253223916,0.8771929824561403,7.6923076923076925,3.5650623885918007,3.728004771846108,5.303030303030303
