tech,category,period,seniority_final,n,mention_posts,total_mentions,chars,mention_rate_pct,mentions_per_1k_chars,tech_rank
Lua,languages,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,9.0
Lua,languages,2024-01,mid-senior,20544,14,21,33010694,0.06814641744548286,0.0006361574827842153,15.0
Lua,languages,2024-04,associate,210,0,0,363992,0.0,0.0,11.0
Lua,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Lua,languages,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,13.0
Lua,languages,2024-04,mid-senior,2783,6,7,4949682,0.21559468199784404,0.0014142322678507427,13.0
Lua,languages,2024-04,unknown,853,1,2,1010770,0.11723329425556857,0.0019786895139349207,14.0
Lua,languages,2026-03,associate,114,0,0,208062,0.0,0.0,9.0
Lua,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Lua,languages,2026-03,entry,561,0,0,1182047,0.0,0.0,13.0
Lua,languages,2026-03,mid-senior,3353,7,11,8511831,0.20876826722338201,0.00129231889119979,14.0
Lua,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
MATLAB,languages,2024-01,associate,1292,19,19,1818618,1.4705882352941175,0.010447493646274258,12.0
MATLAB,languages,2024-01,director,86,4,12,218445,4.651162790697675,0.054933736180731996,5.0
MATLAB,languages,2024-01,entry,121,8,9,158075,6.6115702479338845,0.05693499920923613,5.0
MATLAB,languages,2024-01,mid-senior,20544,473,566,33010694,2.3023753894080996,0.0171459588217079,9.0
MATLAB,languages,2024-04,associate,210,3,4,363992,1.4285714285714286,0.010989252511044198,9.0
MATLAB,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
MATLAB,languages,2024-04,entry,773,8,8,1412080,1.034928848641656,0.0056654013936887435,12.0
MATLAB,languages,2024-04,mid-senior,2783,27,31,4949682,0.9701760689902982,0.006263028614767575,12.0
MATLAB,languages,2024-04,unknown,853,5,11,1010770,0.5861664712778429,0.010882792326642065,13.0
MATLAB,languages,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,7.0
MATLAB,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
MATLAB,languages,2026-03,entry,561,6,6,1182047,1.06951871657754,0.005075940296790229,10.0
MATLAB,languages,2026-03,mid-senior,3353,41,51,8511831,1.2227855651655235,0.005991660313744481,13.0
MATLAB,languages,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,11.0
MCP,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
MCP,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
MCP,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
MCP,ai_llm_new,2024-01,mid-senior,20544,30,30,33010694,0.14602803738317757,0.0009087964039774505,6.0
MCP,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
MCP,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
MCP,ai_llm_new,2024-04,entry,773,2,2,1412080,0.258732212160414,0.0014163503484221859,3.0
MCP,ai_llm_new,2024-04,mid-senior,2783,1,1,4949682,0.035932446999640676,0.0002020331811215347,7.0
MCP,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
MCP,ai_llm_new,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,3.0
MCP,ai_llm_new,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,2.0
MCP,ai_llm_new,2026-03,entry,561,13,16,1182047,2.3172905525846703,0.013535840791440611,5.0
MCP,ai_llm_new,2026-03,mid-senior,3353,76,128,8511831,2.2666269012824336,0.01503789255214301,6.0
MCP,ai_llm_new,2026-03,unknown,264,5,7,772203,1.893939393939394,0.00906497384755045,5.0
MLflow,ai_ml_traditional,2024-01,associate,1292,0,0,1818618,0.0,0.0,7.0
MLflow,ai_ml_traditional,2024-01,director,86,0,0,218445,0.0,0.0,2.0
MLflow,ai_ml_traditional,2024-01,entry,121,0,0,158075,0.0,0.0,3.0
MLflow,ai_ml_traditional,2024-01,mid-senior,20544,119,121,33010694,0.5792445482866043,0.0036654788293757168,5.0
MLflow,ai_ml_traditional,2024-04,associate,210,0,0,363992,0.0,0.0,3.0
MLflow,ai_ml_traditional,2024-04,director,20,0,0,37210,0.0,0.0,2.0
MLflow,ai_ml_traditional,2024-04,entry,773,0,0,1412080,0.0,0.0,7.0
MLflow,ai_ml_traditional,2024-04,mid-senior,2783,7,7,4949682,0.25152712899748475,0.0014142322678507427,6.0
MLflow,ai_ml_traditional,2024-04,unknown,853,2,2,1010770,0.23446658851113714,0.0019786895139349207,7.0
MLflow,ai_ml_traditional,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,1.0
MLflow,ai_ml_traditional,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,2.0
MLflow,ai_ml_traditional,2026-03,entry,561,2,2,1182047,0.35650623885918004,0.0016919800989300764,6.0
MLflow,ai_ml_traditional,2026-03,mid-senior,3353,37,39,8511831,1.103489412466448,0.004581857886981074,6.0
MLflow,ai_ml_traditional,2026-03,unknown,264,4,4,772203,1.5151515151515151,0.005179985055743114,3.0
Microservices,backend_infra,2024-01,associate,1292,46,64,1818618,3.560371517027864,0.03519155754534487,4.0
Microservices,backend_infra,2024-01,director,86,3,4,218445,3.488372093023256,0.01831124539357733,3.0
Microservices,backend_infra,2024-01,entry,121,8,8,158075,6.6115702479338845,0.05060888818598766,3.0
Microservices,backend_infra,2024-01,mid-senior,20544,1406,1737,33010694,6.8438473520249214,0.05261931179029438,3.0
Microservices,backend_infra,2024-04,associate,210,7,7,363992,3.3333333333333335,0.01923119189432735,4.0
Microservices,backend_infra,2024-04,director,20,2,2,37210,10.0,0.05374899220639613,2.0
Microservices,backend_infra,2024-04,entry,773,53,64,1412080,6.85640362225097,0.04532321114950995,3.0
Microservices,backend_infra,2024-04,mid-senior,2783,317,405,4949682,11.390585698886094,0.08182343835422154,3.0
Microservices,backend_infra,2024-04,unknown,853,59,88,1010770,6.916764361078546,0.08706233861313652,3.0
Microservices,backend_infra,2026-03,associate,114,5,8,208062,4.385964912280701,0.03845007738078073,3.0
Microservices,backend_infra,2026-03,director,26,4,7,79018,15.384615384615385,0.08858741046343871,3.0
Microservices,backend_infra,2026-03,entry,561,50,57,1182047,8.9126559714795,0.04822143281950717,3.0
Microservices,backend_infra,2026-03,mid-senior,3353,493,689,8511831,14.703250820161049,0.0809461560033323,3.0
Microservices,backend_infra,2026-03,unknown,264,54,58,772203,20.454545454545457,0.07510978330827515,2.0
MongoDB,data,2024-01,associate,1292,0,0,1818618,0.0,0.0,14.0
MongoDB,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
MongoDB,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
MongoDB,data,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,18.0
MongoDB,data,2024-04,associate,210,0,0,363992,0.0,0.0,8.0
MongoDB,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
MongoDB,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
MongoDB,data,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,17.0
MongoDB,data,2024-04,unknown,853,0,0,1010770,0.0,0.0,13.0
MongoDB,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
MongoDB,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
MongoDB,data,2026-03,entry,561,0,0,1182047,0.0,0.0,11.0
MongoDB,data,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
MongoDB,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
MySQL,data,2024-01,associate,1292,62,70,1818618,4.798761609907121,0.038490766065220956,3.0
MySQL,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
MySQL,data,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,5.0
MySQL,data,2024-01,mid-senior,20544,957,1061,33010694,4.658294392523365,0.03214109948733583,4.0
MySQL,data,2024-04,associate,210,10,11,363992,4.761904761904762,0.030220444405371548,4.0
MySQL,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
MySQL,data,2024-04,entry,773,35,37,1412080,4.527813712807244,0.026202481445810433,4.0
MySQL,data,2024-04,mid-senior,2783,130,163,4949682,4.671218109953288,0.03293140852281015,4.0
MySQL,data,2024-04,unknown,853,38,40,1010770,4.4548651817116065,0.03957379027869842,4.0
MySQL,data,2026-03,associate,114,3,3,208062,2.631578947368421,0.014418779017792774,4.0
MySQL,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
MySQL,data,2026-03,entry,561,40,40,1182047,7.130124777183601,0.03383960197860153,3.0
MySQL,data,2026-03,mid-senior,3353,154,172,8511831,4.592901878914405,0.020207168116942172,4.0
MySQL,data,2026-03,unknown,264,10,11,772203,3.787878787878788,0.014244958903293563,4.0
NestJS,backend_infra,2024-01,associate,1292,0,0,1818618,0.0,0.0,10.0
NestJS,backend_infra,2024-01,director,86,0,0,218445,0.0,0.0,6.0
NestJS,backend_infra,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
NestJS,backend_infra,2024-01,mid-senior,20544,34,37,33010694,0.16549844236760125,0.0011208488982388555,11.0
NestJS,backend_infra,2024-04,associate,210,0,0,363992,0.0,0.0,9.0
NestJS,backend_infra,2024-04,director,20,0,0,37210,0.0,0.0,4.0
NestJS,backend_infra,2024-04,entry,773,0,0,1412080,0.0,0.0,11.0
NestJS,backend_infra,2024-04,mid-senior,2783,5,6,4949682,0.17966223499820336,0.001212199086729208,12.0
NestJS,backend_infra,2024-04,unknown,853,1,2,1010770,0.11723329425556857,0.0019786895139349207,10.0
NestJS,backend_infra,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
NestJS,backend_infra,2026-03,director,26,0,0,79018,0.0,0.0,5.0
NestJS,backend_infra,2026-03,entry,561,2,4,1182047,0.35650623885918004,0.003383960197860153,11.0
NestJS,backend_infra,2026-03,mid-senior,3353,18,33,8511831,0.5368326871458395,0.00387695667359937,12.0
NestJS,backend_infra,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,8.0
Next.js,frontend,2024-01,associate,1292,6,6,1818618,0.46439628482972134,0.0032992085198760815,7.0
Next.js,frontend,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Next.js,frontend,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,4.0
Next.js,frontend,2024-01,mid-senior,20544,114,143,33010694,0.5549065420560747,0.0043319295256258475,8.0
Next.js,frontend,2024-04,associate,210,1,2,363992,0.4761904761904762,0.005494626255522099,6.0
Next.js,frontend,2024-04,director,20,1,1,37210,5.0,0.026874496103198066,2.0
Next.js,frontend,2024-04,entry,773,4,6,1412080,0.517464424320828,0.004249051045266557,7.0
Next.js,frontend,2024-04,mid-senior,2783,27,36,4949682,0.9701760689902982,0.007273194520375248,8.0
Next.js,frontend,2024-04,unknown,853,9,12,1010770,1.0550996483001172,0.011872137083609525,6.0
Next.js,frontend,2026-03,associate,114,3,7,208062,2.631578947368421,0.03364381770818314,2.0
Next.js,frontend,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Next.js,frontend,2026-03,entry,561,10,17,1182047,1.7825311942959003,0.014381830840905649,4.0
Next.js,frontend,2026-03,mid-senior,3353,135,208,8511831,4.026245153593797,0.024436575397232395,3.0
Next.js,frontend,2026-03,unknown,264,3,3,772203,1.1363636363636365,0.0038849887918073357,4.0
Nginx,cloud_devops,2024-01,associate,1292,10,10,1818618,0.7739938080495357,0.005498680866460137,14.0
Nginx,cloud_devops,2024-01,director,86,0,0,218445,0.0,0.0,6.0
Nginx,cloud_devops,2024-01,entry,121,3,3,158075,2.479338842975207,0.018978333069745376,7.0
Nginx,cloud_devops,2024-01,mid-senior,20544,70,98,33010694,0.3407320872274143,0.0029687349196596715,19.0
Nginx,cloud_devops,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,14.0
Nginx,cloud_devops,2024-04,director,20,0,0,37210,0.0,0.0,6.0
Nginx,cloud_devops,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,18.0
Nginx,cloud_devops,2024-04,mid-senior,2783,19,19,4949682,0.6827164929931728,0.0038386304413091593,18.0
Nginx,cloud_devops,2024-04,unknown,853,4,4,1010770,0.4689331770222743,0.0039573790278698414,16.0
Nginx,cloud_devops,2026-03,associate,114,0,0,208062,0.0,0.0,13.0
Nginx,cloud_devops,2026-03,director,26,0,0,79018,0.0,0.0,10.0
Nginx,cloud_devops,2026-03,entry,561,1,1,1182047,0.17825311942959002,0.0008459900494650382,17.0
Nginx,cloud_devops,2026-03,mid-senior,3353,15,18,8511831,0.44736057262153295,0.002114703640145111,19.0
Nginx,cloud_devops,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,16.0
Node.js,backend_infra,2024-01,associate,1292,55,74,1818618,4.256965944272446,0.040690238411805,3.0
Node.js,backend_infra,2024-01,director,86,2,4,218445,2.3255813953488373,0.01831124539357733,4.0
Node.js,backend_infra,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,4.0
Node.js,backend_infra,2024-01,mid-senior,20544,1337,1810,33010694,6.507982866043614,0.05483071637330618,4.0
Node.js,backend_infra,2024-04,associate,210,8,15,363992,3.8095238095238098,0.04120969691641574,3.0
Node.js,backend_infra,2024-04,director,20,2,2,37210,10.0,0.05374899220639613,2.0
Node.js,backend_infra,2024-04,entry,773,42,55,1412080,5.433376455368694,0.03894963458161011,4.0
Node.js,backend_infra,2024-04,mid-senior,2783,240,346,4949682,8.623787279913762,0.069903480668051,4.0
Node.js,backend_infra,2024-04,unknown,853,59,92,1010770,6.916764361078546,0.09101971764100636,3.0
Node.js,backend_infra,2026-03,associate,114,4,6,208062,3.508771929824561,0.028837558035585548,4.0
Node.js,backend_infra,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Node.js,backend_infra,2026-03,entry,561,30,36,1182047,5.347593582887701,0.030455641780741376,4.0
Node.js,backend_infra,2026-03,mid-senior,3353,219,309,8511831,6.531464360274381,0.03630241248915774,4.0
Node.js,backend_infra,2026-03,unknown,264,32,40,772203,12.121212121212121,0.051799850557431144,4.0
NumPy,ai_ml_traditional,2024-01,associate,1292,2,2,1818618,0.15479876160990713,0.0010997361732920272,5.0
NumPy,ai_ml_traditional,2024-01,director,86,0,0,218445,0.0,0.0,2.0
NumPy,ai_ml_traditional,2024-01,entry,121,3,3,158075,2.479338842975207,0.018978333069745376,1.0
NumPy,ai_ml_traditional,2024-01,mid-senior,20544,187,191,33010694,0.9102414330218068,0.005786003771989768,4.0
NumPy,ai_ml_traditional,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,2.0
NumPy,ai_ml_traditional,2024-04,director,20,0,0,37210,0.0,0.0,2.0
NumPy,ai_ml_traditional,2024-04,entry,773,4,4,1412080,0.517464424320828,0.0028327006968443718,4.0
NumPy,ai_ml_traditional,2024-04,mid-senior,2783,19,19,4949682,0.6827164929931728,0.0038386304413091593,5.0
NumPy,ai_ml_traditional,2024-04,unknown,853,9,12,1010770,1.0550996483001172,0.011872137083609525,3.0
NumPy,ai_ml_traditional,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,1.0
NumPy,ai_ml_traditional,2026-03,director,26,0,0,79018,0.0,0.0,3.0
NumPy,ai_ml_traditional,2026-03,entry,561,13,19,1182047,2.3172905525846703,0.016073810939835727,4.0
NumPy,ai_ml_traditional,2026-03,mid-senior,3353,39,45,8511831,1.1631374888159856,0.005286759100362777,5.0
NumPy,ai_ml_traditional,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,6.0
Objective-C,languages,2024-01,associate,1292,0,0,1818618,0.0,0.0,16.0
Objective-C,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
Objective-C,languages,2024-01,entry,121,0,0,158075,0.0,0.0,10.0
Objective-C,languages,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,16.0
Objective-C,languages,2024-04,associate,210,0,0,363992,0.0,0.0,11.0
Objective-C,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Objective-C,languages,2024-04,entry,773,0,0,1412080,0.0,0.0,14.0
Objective-C,languages,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,16.0
Objective-C,languages,2024-04,unknown,853,0,0,1010770,0.0,0.0,15.0
Objective-C,languages,2026-03,associate,114,0,0,208062,0.0,0.0,9.0
Objective-C,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Objective-C,languages,2026-03,entry,561,0,0,1182047,0.0,0.0,13.0
Objective-C,languages,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Objective-C,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
Ollama,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
Ollama,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
Ollama,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Ollama,ai_llm_new,2024-01,mid-senior,20544,1,1,33010694,0.004867601246105919,3.0293213465915015e-05,8.0
Ollama,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Ollama,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Ollama,ai_llm_new,2024-04,entry,773,0,0,1412080,0.0,0.0,5.0
Ollama,ai_llm_new,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,8.0
Ollama,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
Ollama,ai_llm_new,2026-03,associate,114,0,0,208062,0.0,0.0,4.0
Ollama,ai_llm_new,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Ollama,ai_llm_new,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
Ollama,ai_llm_new,2026-03,mid-senior,3353,1,1,8511831,0.029824038174768867,0.00011748353556361727,13.0
Ollama,ai_llm_new,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
OpenAI API,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
OpenAI API,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
OpenAI API,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
OpenAI API,ai_llm_new,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,9.0
OpenAI API,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
OpenAI API,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
OpenAI API,ai_llm_new,2024-04,entry,773,0,0,1412080,0.0,0.0,5.0
OpenAI API,ai_llm_new,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,8.0
OpenAI API,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
OpenAI API,ai_llm_new,2026-03,associate,114,0,0,208062,0.0,0.0,4.0
OpenAI API,ai_llm_new,2026-03,director,26,0,0,79018,0.0,0.0,3.0
OpenAI API,ai_llm_new,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
OpenAI API,ai_llm_new,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,14.0
OpenAI API,ai_llm_new,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
OpenCV,ai_ml_traditional,2024-01,associate,1292,1,1,1818618,0.07739938080495357,0.0005498680866460136,6.0
OpenCV,ai_ml_traditional,2024-01,director,86,0,0,218445,0.0,0.0,2.0
OpenCV,ai_ml_traditional,2024-01,entry,121,0,0,158075,0.0,0.0,3.0
OpenCV,ai_ml_traditional,2024-01,mid-senior,20544,28,28,33010694,0.13629283489096572,0.0008482099770456205,9.0
OpenCV,ai_ml_traditional,2024-04,associate,210,0,0,363992,0.0,0.0,3.0
OpenCV,ai_ml_traditional,2024-04,director,20,0,0,37210,0.0,0.0,2.0
OpenCV,ai_ml_traditional,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,6.0
OpenCV,ai_ml_traditional,2024-04,mid-senior,2783,5,5,4949682,0.17966223499820336,0.0010101659056076734,7.0
OpenCV,ai_ml_traditional,2024-04,unknown,853,3,3,1010770,0.3516998827667058,0.0029680342709023813,6.0
OpenCV,ai_ml_traditional,2026-03,associate,114,0,0,208062,0.0,0.0,2.0
OpenCV,ai_ml_traditional,2026-03,director,26,0,0,79018,0.0,0.0,3.0
OpenCV,ai_ml_traditional,2026-03,entry,561,0,0,1182047,0.0,0.0,8.0
OpenCV,ai_ml_traditional,2026-03,mid-senior,3353,4,5,8511831,0.11929615269907547,0.0005874176778180864,9.0
OpenCV,ai_ml_traditional,2026-03,unknown,264,0,0,772203,0.0,0.0,7.0
OpenShift,cloud_devops,2024-01,associate,1292,6,9,1818618,0.46439628482972134,0.004948812779814123,15.0
OpenShift,cloud_devops,2024-01,director,86,0,0,218445,0.0,0.0,6.0
OpenShift,cloud_devops,2024-01,entry,121,2,2,158075,1.6528925619834711,0.012652222046496915,8.0
OpenShift,cloud_devops,2024-01,mid-senior,20544,222,344,33010694,1.080607476635514,0.010420865432274766,16.0
OpenShift,cloud_devops,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,14.0
OpenShift,cloud_devops,2024-04,director,20,0,0,37210,0.0,0.0,6.0
OpenShift,cloud_devops,2024-04,entry,773,8,10,1412080,1.034928848641656,0.007081751742110928,15.0
OpenShift,cloud_devops,2024-04,mid-senior,2783,56,67,4949682,2.012217031979878,0.013536223135142824,14.0
OpenShift,cloud_devops,2024-04,unknown,853,12,19,1010770,1.406799531066823,0.01879755038238175,14.0
OpenShift,cloud_devops,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,12.0
OpenShift,cloud_devops,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,9.0
OpenShift,cloud_devops,2026-03,entry,561,7,7,1182047,1.2477718360071302,0.005921930346255267,12.0
OpenShift,cloud_devops,2026-03,mid-senior,3353,43,70,8511831,1.2824336415150612,0.008223847489453208,18.0
OpenShift,cloud_devops,2026-03,unknown,264,4,7,772203,1.5151515151515151,0.00906497384755045,14.0
Oracle,data,2024-01,associate,1292,0,0,1818618,0.0,0.0,14.0
Oracle,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Oracle,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Oracle,data,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,18.0
Oracle,data,2024-04,associate,210,0,0,363992,0.0,0.0,8.0
Oracle,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Oracle,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
Oracle,data,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,17.0
Oracle,data,2024-04,unknown,853,0,0,1010770,0.0,0.0,13.0
Oracle,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Oracle,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Oracle,data,2026-03,entry,561,0,0,1182047,0.0,0.0,11.0
Oracle,data,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Oracle,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
PHP,languages,2024-01,associate,1292,37,60,1818618,2.863777089783282,0.03299208519876082,8.0
PHP,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
PHP,languages,2024-01,entry,121,2,2,158075,1.6528925619834711,0.012652222046496915,8.0
PHP,languages,2024-01,mid-senior,20544,473,957,33010694,2.3023753894080996,0.02899060528688067,9.0
PHP,languages,2024-04,associate,210,4,4,363992,1.9047619047619049,0.010989252511044198,8.0
PHP,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
PHP,languages,2024-04,entry,773,20,45,1412080,2.58732212160414,0.03186788283949918,8.0
PHP,languages,2024-04,mid-senior,2783,62,159,4949682,2.227811713977722,0.03212327579832402,10.0
PHP,languages,2024-04,unknown,853,31,55,1010770,3.6342321219226257,0.05441396163321033,6.0
PHP,languages,2026-03,associate,114,3,4,208062,2.631578947368421,0.019225038690390366,6.0
PHP,languages,2026-03,director,26,1,2,79018,3.8461538461538463,0.02531068870383963,4.0
PHP,languages,2026-03,entry,561,10,12,1182047,1.7825311942959003,0.010151880593580458,8.0
PHP,languages,2026-03,mid-senior,3353,44,63,8511831,1.31225767968983,0.007401462740507889,12.0
PHP,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
Pandas,ai_ml_traditional,2024-01,associate,1292,2,2,1818618,0.15479876160990713,0.0010997361732920272,5.0
Pandas,ai_ml_traditional,2024-01,director,86,0,0,218445,0.0,0.0,2.0
Pandas,ai_ml_traditional,2024-01,entry,121,3,3,158075,2.479338842975207,0.018978333069745376,1.0
Pandas,ai_ml_traditional,2024-01,mid-senior,20544,212,220,33010694,1.0319314641744548,0.006664506962501304,3.0
Pandas,ai_ml_traditional,2024-04,associate,210,2,2,363992,0.9523809523809524,0.005494626255522099,1.0
Pandas,ai_ml_traditional,2024-04,director,20,1,2,37210,5.0,0.05374899220639613,1.0
Pandas,ai_ml_traditional,2024-04,entry,773,6,6,1412080,0.7761966364812419,0.004249051045266557,3.0
Pandas,ai_ml_traditional,2024-04,mid-senior,2783,26,26,4949682,0.9342436219906577,0.0052528627091599014,4.0
Pandas,ai_ml_traditional,2024-04,unknown,853,5,6,1010770,0.5861664712778429,0.005936068541804763,4.0
Pandas,ai_ml_traditional,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,1.0
Pandas,ai_ml_traditional,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Pandas,ai_ml_traditional,2026-03,entry,561,17,24,1182047,3.0303030303030303,0.020303761187160915,3.0
Pandas,ai_ml_traditional,2026-03,mid-senior,3353,52,62,8511831,1.5508499850879809,0.007283979204944271,4.0
Pandas,ai_ml_traditional,2026-03,unknown,264,3,3,772203,1.1363636363636365,0.0038849887918073357,4.0
Perl,languages,2024-01,associate,1292,24,25,1818618,1.8575851393188854,0.013746702166150341,10.0
Perl,languages,2024-01,director,86,2,2,218445,2.3255813953488373,0.009155622696788665,7.0
Perl,languages,2024-01,entry,121,2,2,158075,1.6528925619834711,0.012652222046496915,8.0
Perl,languages,2024-01,mid-senior,20544,314,343,33010694,1.5284267912772587,0.01039057221880885,11.0
Perl,languages,2024-04,associate,210,2,2,363992,0.9523809523809524,0.005494626255522099,10.0
Perl,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Perl,languages,2024-04,entry,773,12,12,1412080,1.5523932729624839,0.008498102090533114,10.0
Perl,languages,2024-04,mid-senior,2783,38,52,4949682,1.3654329859863457,0.010505725418319803,11.0
Perl,languages,2024-04,unknown,853,12,14,1010770,1.406799531066823,0.013850826597544446,11.0
Perl,languages,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,8.0
Perl,languages,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,4.0
Perl,languages,2026-03,entry,561,3,3,1182047,0.53475935828877,0.0025379701483951144,11.0
Perl,languages,2026-03,mid-senior,3353,56,61,8511831,1.6701461377870561,0.0071664956693806535,11.0
Perl,languages,2026-03,unknown,264,3,5,772203,1.1363636363636365,0.006474981319678893,10.0
Perplexity,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Perplexity,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Perplexity,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Perplexity,ai_tools,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,5.0
Perplexity,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
